player_id,name,pos,gp,pts,ppg,pts_above_avg,pts_above_repl,WAA,WAR
00-0027696,Jimmy Graham,TE,12,214.0,17.83,13.4,97.2,0.143,1.054
00-0026993,Josh Freeman,QB,13,215.9,16.61,-26.6,88.5,-0.26,1.011
00-0023496,Vincent Jackson,WR,13,220.5,16.96,-3.8,92.0,-0.035,1.006
00-0023462,Sharod White,WR,13,220.0,16.92,-5.5,91.6,-0.083,0.98
00-0021429,Carson Palmer,QB,13,213.4,16.42,-29.1,86.1,-0.313,0.969
00-0022044,Andre Johnson,WR,13,220.9,16.99,-5.4,92.8,-0.078,0.968
00-0021678,Antonio Romo,QB,13,210.3,16.18,-32.1,83.0,-0.341,0.939
00-0028002,Randall Cobb,WR,13,209.9,16.15,-15.9,81.9,-0.143,0.935
00-0025399,Marshawn Lynch,RB,13,207.5,15.96,-12.9,82.7,-0.15,0.91
00-0022924,Benjamin Roethlisberger,QB,10,177.8,17.78,-5.4,81.9,-0.073,0.906
00-0027944,Quintorres Jones,WR,13,206.6,15.89,-18.9,78.2,-0.189,0.876
00-0023465,Earl Miller,TE,13,203.4,15.65,-12.0,79.3,-0.142,0.876
00-0026998,Percy Harvin,WR,9,166.3,18.48,10.9,77.6,0.135,0.864
00-0027135,Brandon Myers,TE,13,201.8,15.52,-15.3,75.5,-0.174,0.818
00-0027861,Clifford Spiller,RB,13,195.8,15.06,-21.9,71.5,-0.246,0.783
00-0027029,LeSean McCoy,RB,10,161.5,16.15,-5.1,67.2,-0.044,0.77
00-0024466,Marques Colston,WR,13,197.9,15.22,-26.4,70.9,-0.292,0.767
00-0023500,Franklin Gore,RB,13,190.4,14.65,-24.8,67.1,-0.276,0.754
00-0026213,Jamaal Charles,RB,13,196.0,15.08,-21.9,70.5,-0.272,0.74
00-0022787,Matthew Schaub,QB,13,191.4,14.72,-51.3,64.7,-0.56,0.704
00-0027690,Eric Decker,WR,13,191.0,14.69,-34.5,62.6,-0.378,0.695
00-0026158,Joseph Flacco,QB,13,190.2,14.63,-52.4,63.5,-0.602,0.68
00-0024313,Owen Daniels,TE,12,176.2,14.68,-21.6,59.8,-0.229,0.677
00-0022803,Elisha Manning,QB,13,188.4,14.49,-52.2,61.1,-0.594,0.663
00-0023564,Darren Sproles,RB,10,156.6,15.66,-12.6,59.1,-0.142,0.655
00-0029263,Russell Wilson,QB,13,184.7,14.21,-55.9,57.4,-0.612,0.645
00-0026184,Matthew Forte,RB,12,166.2,13.85,-34.7,53.3,-0.375,0.613
00-0028011,Stevan Ridley,RB,13,175.3,13.48,-39.9,52.0,-0.443,0.587
00-0023682,Ryan Fitzpatrick,QB,13,179.8,13.83,-62.8,53.1,-0.71,0.582
00-0025418,Greg Olsen,TE,13,180.1,13.85,-36.2,55.2,-0.425,0.582
00-0028052,Cecil Shorts,WR,12,165.0,13.75,-41.5,48.0,-0.433,0.561
00-0027912,Danario Alexander,WR,7,118.5,16.93,0.6,51.4,-0.001,0.555
00-0026901,Burnell Wallace,WR,13,177.6,13.66,-45.2,51.1,-0.523,0.552
00-0026164,Christopher Johnson,RB,13,173.7,13.36,-46.7,48.9,-0.5,0.55
00-0026986,Michael Crabtree,WR,13,172.9,13.3,-52.3,46.1,-0.559,0.535
00-0027873,Jermaine Gresham,TE,13,173.1,13.32,-42.8,47.5,-0.479,0.534
00-0020245,Michael Vick,QB,9,134.3,14.92,-33.6,47.0,-0.374,0.527
00-0020337,Stevonne Smith,WR,13,171.1,13.16,-53.2,44.1,-0.59,0.503
00-0027854,Samuel Bradford,QB,13,170.1,13.08,-72.3,43.5,-0.804,0.494
00-0023310,Lance Moore,WR,12,161.8,13.48,-45.2,43.2,-0.492,0.488
00-0022178,Willis McGahee,RB,10,138.2,13.82,-28.4,43.9,-0.319,0.485
00-0029141,Alfred Morris,RB,13,168.7,12.98,-48.4,43.5,-0.554,0.482
00-0026364,Steven Johnson,WR,13,168.6,12.97,-57.7,40.5,-0.639,0.462
00-0022942,Philip Rivers,QB,13,168.3,12.94,-74.2,41.1,-0.825,0.459
00-0027995,Mikel Leshoure,RB,11,145.0,13.18,-37.5,41.0,-0.423,0.459
00-0025465,James Jones,WR,12,156.2,13.02,-51.9,39.3,-0.567,0.453
00-0022084,Anquan Boldin,WR,13,167.1,12.85,-59.2,39.0,-0.659,0.434
00-0027713,Aaron Hernandez,TE,7,110.4,15.77,-5.4,38.5,-0.049,0.427
00-0025637,Ahmad Bradshaw,RB,12,151.5,12.62,-51.9,37.3,-0.561,0.423
00-0026176,Jordy Nelson,WR,11,149.8,13.62,-42.9,40.6,-0.475,0.42
00-0023921,Miles Austin,WR,13,164.9,12.68,-59.4,36.4,-0.647,0.42
00-0026996,Brandon Pettigrew,TE,12,153.1,12.76,-47.9,37.1,-0.543,0.414
00-0026035,Daniel Amendola,WR,8,119.4,14.93,-21.1,39.9,-0.25,0.412
00-0023436,Alexander Smith,QB,9,121.6,13.52,-46.2,34.9,-0.494,0.397
00-0027077,Brian Hartline,WR,12,158.5,13.21,-49.7,40.0,-0.582,0.394
00-0027702,Michael Williams,WR,13,162.7,12.52,-61.6,34.2,-0.68,0.389
00-0022414,Malcom Floyd,WR,13,161.5,12.42,-64.0,33.1,-0.71,0.379
00-0027691,Andre Roberts,WR,12,152.6,12.72,-55.1,34.7,-0.615,0.379
00-0026144,Darren McFadden,RB,9,119.9,13.32,-35.1,32.6,-0.379,0.37
00-0026201,Martellus Bennett,TE,13,160.4,12.34,-53.3,34.1,-0.603,0.37
00-0028009,DeMarco Murray,RB,7,104.5,14.93,-16.1,33.5,-0.174,0.367
00-0027094,Andre Brown,RB,8,109.1,13.64,-27.7,32.5,-0.318,0.351
00-0027996,James Smith,WR,13,161.6,12.43,-64.7,33.5,-0.732,0.348
00-0027981,Kyle Rudolph,TE,13,158.7,12.21,-55.0,32.4,-0.612,0.346
00-0027005,Hakeem Nicks,WR,10,133.2,13.32,-37.5,33.8,-0.445,0.343
00-0028086,Denarius Moore,WR,12,145.3,12.11,-61.2,28.8,-0.668,0.334
00-0024226,Jay Cutler,QB,12,146.5,12.21,-74.5,28.7,-0.814,0.328
00-0025860,BenJarvus Green-Ellis,RB,13,153.8,11.83,-63.9,29.5,-0.717,0.327
00-0026995,Jeremy Maclin,WR,12,147.6,12.3,-59.8,29.8,-0.662,0.323
00-0029608,Eugene Hilton,WR,12,143.7,11.98,-61.3,29.2,-0.689,0.317
00-0024217,Reginald Bush,RB,13,155.8,11.98,-62.1,30.3,-0.713,0.309
00-0027864,Ryan Mathews,RB,11,130.9,11.9,-51.2,26.3,-0.566,0.306
00-0025431,Sidney Rice,WR,13,154.4,11.88,-70.5,25.6,-0.764,0.305
00-0027714,Dennis Pitta,TE,13,153.8,11.83,-62.1,28.2,-0.696,0.304
00-0026345,Pierre Garcon,WR,7,96.2,13.74,-28.1,26.1,-0.314,0.281
00-0022736,Steven Jackson,RB,13,146.6,11.28,-68.6,23.3,-0.764,0.27
00-0025410,Dwayne Bowe,WR,13,155.1,11.93,-70.4,26.7,-0.806,0.268
00-0025423,Kevin Kolb,QB,6,84.8,14.13,-29.7,24.0,-0.332,0.259
00-0029677,Brandon Weeden,QB,13,148.4,11.41,-92.0,21.6,-1.012,0.255
00-0027793,Antonio Brown,WR,10,120.2,12.02,-52.4,21.8,-0.592,0.245
00-0024221,Vernon Davis,TE,12,137.6,11.47,-62.2,21.3,-0.686,0.232
00-0024204,Fredrick Jackson,RB,10,114.4,11.44,-55.0,19.2,-0.59,0.223
00-0026899,Shonn Greene,RB,13,142.8,10.98,-72.4,19.5,-0.795,0.221
00-0029664,Joshua Gordon,WR,13,145.2,11.17,-80.6,17.2,-0.873,0.212
00-0027891,Golden Tate,WR,12,135.1,11.26,-72.0,18.3,-0.789,0.21
00-0022097,Brandon Lloyd,WR,13,146.0,11.23,-79.2,19.2,-0.893,0.205
00-0022921,Larry Fitzgerald,WR,13,146.2,11.25,-79.6,18.2,-0.879,0.2
00-0027950,Christian Ponder,QB,13,144.6,11.13,-95.9,17.3,-1.058,0.194
00-0027946,Jacob Locker,QB,8,100.7,12.59,-51.8,17.2,-0.554,0.191
00-0022821,Michael Turner,RB,13,143.2,11.02,-74.7,17.7,-0.839,0.188
00-0026189,DeSean Jackson,WR,11,125.3,11.39,-64.3,17.0,-0.723,0.183
00-0024275,Maurice Jones-Drew,RB,6,75.0,12.5,-26.7,17.5,-0.313,0.173
00-0026000,Davone Bess,WR,13,143.8,11.06,-81.7,15.4,-0.915,0.168
00-0028091,Jeremy Kerley,WR,13,140.4,10.8,-84.8,13.6,-0.936,0.164
00-0027974,Colin Kaepernick,QB,10,111.0,11.1,-75.1,14.9,-0.838,0.164
00-0027061,Jared Cook,TE,13,140.3,10.79,-73.4,14.0,-0.822,0.156
00-0021547,Antonio Gates,TE,12,130.3,10.86,-67.2,14.3,-0.757,0.152
00-0025549,Brent Celek,TE,13,140.7,10.82,-75.2,14.3,-0.847,0.15
00-0026173,Donnie Avery,WR,13,140.5,10.81,-82.3,14.0,-0.933,0.147
00-0027681,Brandon LaFell,WR,11,117.8,10.71,-72.3,10.9,-0.787,0.138
00-0025516,William Chandler,TE,13,137.3,10.56,-78.6,11.7,-0.889,0.114
00-0026988,Knowshon Moreno,RB,5,61.8,12.36,-25.4,9.7,-0.267,0.106
00-0026170,Dustin Keller,TE,8,85.7,10.71,-47.3,8.2,-0.518,0.104
00-0027918,Andrew Hawkins,WR,11,118.6,10.78,-73.2,9.7,-0.825,0.1
00-0029708,Kendall Wright,WR,13,136.9,10.53,-88.0,8.1,-0.981,0.097
00-0026739,Jordan Norwood,WR,2,26.8,13.4,-9.2,8.0,-0.098,0.096
00-0029567,Nicholas Foles,QB,5,58.7,11.73,-35.1,10.1,-0.395,0.094
00-0024240,Santonio Holmes,WR,4,51.2,12.8,-21.8,8.2,-0.231,0.086
00-0026937,Brandon Gibson,WR,12,123.7,10.31,-83.4,7.0,-0.923,0.085
00-0021999,Nathaniel Burleson,WR,6,69.8,11.63,-36.6,8.4,-0.404,0.083
00-0024243,Marcedes Lewis,TE,12,121.2,10.1,-76.7,6.7,-0.863,0.076
00-0026267,Jacob Tamme,TE,13,132.8,10.22,-83.1,6.4,-0.922,0.072
00-0026197,Chad Henne,QB,7,74.4,10.63,-55.4,6.5,-0.599,0.072
00-0029632,Mohamed Sanu,WR,6,63.8,10.64,-37.0,6.5,-0.421,0.072
00-0027218,Joique Bell,RB,13,130.4,10.03,-87.9,5.5,-0.989,0.057
00-0029701,Ryan Tannehill,QB,13,133.1,10.24,-109.4,5.9,-1.224,0.054
00-0020679,Shaun Hill,QB,1,14.8,14.78,-5.6,4.2,-0.06,0.045
00-0021147,Donte' Stallworth,WR,1,13.3,13.3,-4.5,3.3,-0.05,0.036
00-0023439,Cedric Benson,RB,5,53.5,10.7,-32.4,3.6,-0.356,0.034
00-0015754,Brandon Stokley,WR,11,110.9,10.08,-78.7,2.6,-0.874,0.033
00-0027006,Kenneth Britt,WR,11,109.0,9.91,-79.3,2.6,-0.896,0.023
00-0026188,Frederick Davis,TE,7,68.6,9.8,-45.6,2.2,-0.506,0.02
00-0026983,Darrius Heyward-Bey,WR,12,118.8,9.9,-86.8,0.7,-0.957,0.019
00-0007091,Matthew Hasselbeck,QB,8,74.5,9.31,-71.3,0.3,-0.794,0.018
00-0022177,Byron Leftwich,QB,2,18.0,8.99,-20.3,1.0,-0.228,0.013
00-0027606,Trindon Holliday,WR,1,9.7,9.7,-6.1,0.8,-0.07,0.009
00-0028007,Robert Housler,TE,11,104.9,9.54,-73.8,-0.1,-0.814,0.008
00-0027982,Titus Young,WR,10,96.9,9.69,-73.7,-0.4,-0.79,0.007
00-0023408,Gregory Camarillo,WR,1,8.4,8.4,-8.9,0.0,-0.105,0.0
00-0029614,Christopher Givens,WR,12,115.6,9.63,-93.9,-2.3,-1.015,-0.001
00-0029689,Dwayne Allen,TE,12,111.1,9.26,-87.4,-0.9,-0.977,-0.002
00-0023541,Kyle Orton,QB,1,9.6,9.56,-10.4,-0.5,-0.11,-0.005
00-0029707,Justin Blackmon,WR,13,127.6,9.82,-96.7,0.6,-1.061,-0.006
00-0028045,Kristopher Durham,WR,1,9.4,9.4,-8.4,-0.6,-0.093,-0.007
00-0028409,DuJuan Harris,RB,1,9.1,9.1,-9.1,-0.7,-0.1,-0.008
00-0020516,Todd Heap,TE,2,21.4,10.7,-13.8,-1.1,-0.149,-0.013
00-0023367,Nathaniel Washington,WR,13,126.8,9.75,-98.1,-2.0,-1.084,-0.014
00-0027948,Blaine Gabbert,QB,10,92.1,9.21,-92.5,-2.4,-1.032,-0.029
00-0027154,Jake O'Connell,TE,1,6.3,6.3,-9.3,-2.6,-0.113,-0.032
00-0029260,LaMichael James,RB,1,5.5,5.5,-12.7,-4.3,-0.138,-0.047
00-0024103,Montell Owens,RB,3,26.0,8.67,-26.2,-4.4,-0.284,-0.048
00-0022922,Kellen Winslow,TE,1,2.7,2.7,-14.7,-4.9,-0.155,-0.053
00-0028146,Gregory McElroy,QB,1,5.7,5.66,-12.0,-4.7,-0.132,-0.053
00-0029572,Jarius Wright,WR,4,34.9,8.73,-34.6,-5.2,-0.377,-0.055
00-0026231,Jermichael Finley,TE,13,120.9,9.3,-92.5,-4.4,-1.043,-0.057
00-0025540,Kevin Boss,TE,2,17.0,8.5,-18.2,-5.5,-0.193,-0.058
00-0026153,Jonathan Stewart,RB,9,76.3,8.48,-72.4,-6.2,-0.817,-0.066
00-0027780,Nathan Byham,TE,2,12.3,6.15,-21.6,-6.0,-0.248,-0.069
00-0000865,Charles Batch,QB,2,15.0,7.5,-22.4,-6.4,-0.242,-0.069
00-0027346,Alfonso Smith,RB,1,2.3,2.3,-13.2,-5.9,-0.154,-0.07
00-0026544,William Daniel,QB,1,2.1,2.1,-16.9,-6.1,-0.192,-0.072
00-0025450,Brandon Jackson,RB,1,4.0,4.0,-13.9,-6.7,-0.15,-0.073
00-0029137,Alshon Jeffery,WR,7,62.6,8.94,-62.3,-6.9,-0.679,-0.073
00-0027322,David Nelson,WR,1,5.1,5.1,-12.7,-6.9,-0.137,-0.076
00-0026162,Felix Jones,RB,13,116.0,8.92,-102.3,-8.9,-1.107,-0.076
00-0029275,Ladarius Green,TE,2,11.6,5.8,-24.6,-7.0,-0.27,-0.076
00-0020494,Santana Moss,WR,13,118.8,9.14,-107.0,-9.2,-1.164,-0.077
00-0029604,Kirk Cousins,QB,2,11.5,5.74,-23.7,-6.9,-0.269,-0.08
00-0026953,Sammie Stroughter,WR,1,2.4,2.4,-15.9,-7.6,-0.165,-0.081
00-0027775,Russell Smith,QB,1,1.4,1.36,-15.8,-6.8,-0.183,-0.081
00-0028267,Allen Reisner,TE,1,2.8,2.8,-13.3,-7.3,-0.149,-0.083
00-0027069,Chase Coffman,TE,1,2.7,2.7,-13.4,-7.6,-0.144,-0.083
00-0026349,Matthew Flynn,QB,1,2.5,2.52,-15.5,-7.7,-0.167,-0.085
00-0028362,Michael Preston,WR,1,2.1,2.1,-15.7,-7.9,-0.169,-0.087
00-0028416,Richard Murphy,RB,1,1.9,1.9,-16.3,-7.9,-0.174,-0.087
00-0028121,Jordan Todman,RB,1,1.8,1.8,-16.4,-8.0,-0.175,-0.088
00-0028083,Jacquizz Rodgers,RB,13,117.2,9.02,-100.7,-8.3,-1.117,-0.089
00-0027419,Christopher Gronkowski,RB,1,2.1,2.1,-14.9,-8.5,-0.156,-0.091
00-0029388,Deonte Thompson,WR,1,3.5,3.5,-14.3,-8.5,-0.153,-0.093
00-0023645,Derek Anderson,QB,1,1.8,1.84,-18.5,-8.8,-0.191,-0.094
00-0029274,Devon Wylie,WR,1,0.0,0.0,-16.7,-8.1,-0.19,-0.095
00-0027092,Austin Collie,WR,1,1.6,1.6,-16.5,-9.0,-0.172,-0.096
00-0028958,Cory Harkey,TE,1,0.0,0.0,-17.9,-8.2,-0.202,-0.096
00-0027796,Joseph Webb,QB,1,-0.1,-0.1,-17.3,-8.3,-0.198,-0.098
00-0025708,Matthew Moore,QB,2,8.9,4.47,-27.3,-8.7,-0.309,-0.099
00-0028522,John Higgins,TE,1,1.2,1.2,-16.3,-8.9,-0.178,-0.099
00-0024225,Matthew Leinart,QB,1,0.0,0.0,-19.2,-8.8,-0.211,-0.1
00-0027150,Julian Edelman,WR,8,71.0,8.88,-67.3,-8.2,-0.745,-0.101
00-0028905,Christopher Owusu,WR,1,0.0,0.0,-15.8,-8.9,-0.176,-0.102
00-0024287,Leonard Pope,TE,2,9.8,4.9,-24.2,-9.5,-0.265,-0.103
00-0028159,Da'Rel Scott,RB,1,0.9,0.9,-16.1,-9.7,-0.168,-0.103
00-0026577,Marcus Thigpen,WR,1,0.8,0.8,-17.3,-9.3,-0.187,-0.103
00-0025463,Jason Hill,WR,2,9.5,4.75,-25.1,-8.8,-0.288,-0.104
00-0027070,Travis Beckum,TE,1,0.0,0.0,-18.1,-9.2,-0.2,-0.105
00-0027518,Donald Jones,WR,12,108.3,9.03,-99.8,-9.7,-1.099,-0.106
00-0027827,Dedrick Epps,TE,1,0.4,0.4,-15.8,-10.0,-0.164,-0.106
00-0028994,Dominique Jones,TE,1,2.3,2.3,-14.6,-9.8,-0.156,-0.107
00-0026855,Antone Smith,RB,1,0.0,0.0,-18.2,-9.8,-0.193,-0.107
00-0028792,Kevin Cone,WR,1,0.0,0.0,-17.8,-10.0,-0.19,-0.109
00-0029204,Toney Clemons,WR,1,0.0,0.0,-17.8,-10.0,-0.19,-0.109
00-0029424,Marvin McNutt,WR,1,0.0,0.0,-17.8,-10.0,-0.19,-0.109
00-0027059,Patrick Turner,WR,1,0.0,0.0,-18.8,-10.4,-0.193,-0.11
00-0026029,Kregg Lumpkin,RB,1,0.0,0.0,-16.1,-9.9,-0.175,-0.11
00-0028581,Patrick DiMarco,RB,1,0.0,0.0,-16.1,-9.9,-0.175,-0.11
00-0029209,Ryan Broyles,WR,8,65.0,8.12,-69.9,-11.0,-0.771,-0.112
00-0027585,Richard Goodman,WR,1,0.0,0.0,-17.3,-9.9,-0.191,-0.112
00-0028142,Virgil Green,TE,2,8.9,4.45,-22.8,-10.3,-0.254,-0.112
00-0022054,Visanthe Shiancoe,TE,1,0.0,0.0,-16.1,-10.3,-0.172,-0.112
00-0027688,Daniel McCoy,QB,1,-0.2,-0.2,-18.3,-10.4,-0.194,-0.114
00-0022421,Ruvell Martin,WR,1,0.0,0.0,-16.4,-10.1,-0.182,-0.115
00-0025604,Tyler Thigpen,QB,1,-0.1,-0.1,-19.0,-11.0,-0.195,-0.116
00-0026163,Rashard Mendenhall,RB,4,26.4,6.6,-35.5,-11.2,-0.386,-0.116
00-0023662,Matthew Cassel,QB,9,76.3,8.48,-91.1,-9.7,-1.017,-0.12
00-0026745,Curtis Brinkley,RB,3,20.3,6.77,-32.5,-11.2,-0.347,-0.121
00-0026019,Danny Woodhead,RB,12,103.1,8.59,-98.7,-11.9,-1.084,-0.121
00-0029343,LaRon Byrd,WR,1,0.0,0.0,-17.8,-11.1,-0.189,-0.121
00-0020608,David Carr,QB,1,-0.8,-0.84,-21.2,-11.5,-0.216,-0.122
00-0026235,Mario Manningham,WR,11,97.3,8.85,-94.0,-11.0,-1.051,-0.123
00-0023968,Micheal Spurlock,WR,6,45.5,7.58,-54.3,-11.5,-0.614,-0.134
00-0024408,Bruce Gradkowski,QB,1,-1.0,-1.0,-19.6,-12.5,-0.205,-0.135
00-0022165,Dallas Clark,TE,13,112.5,8.65,-104.6,-13.8,-1.141,-0.137
00-0027531,Christopher Ivory,RB,5,35.0,7.0,-46.9,-12.4,-0.521,-0.137
00-0027687,Jordan Shipley,WR,3,18.8,6.27,-34.9,-12.4,-0.381,-0.137
00-0027120,Javon Ringer,RB,2,5.6,2.8,-27.4,-12.8,-0.301,-0.141
00-0027786,Jonathan Dwyer,RB,10,79.7,7.97,-86.6,-15.6,-0.944,-0.152
00-0029441,Jeremy Stewart,RB,4,24.3,6.08,-39.0,-13.3,-0.44,-0.153
00-0027581,Oluseyi Ajirotutu,WR,2,7.5,3.75,-26.6,-13.7,-0.294,-0.154
00-0022847,Benjamin Hartsock,TE,2,4.0,2.0,-26.1,-13.1,-0.308,-0.157
00-0028090,Taylor Yates,QB,2,5.6,2.81,-32.0,-14.1,-0.347,-0.158
00-0029510,Jonathan Grimes,RB,2,3.3,1.65,-28.7,-13.1,-0.339,-0.159
00-0028903,Garrett Celek,TE,2,4.0,2.0,-25.7,-13.8,-0.294,-0.16
00-0024267,Gregory Jennings,WR,5,38.1,7.62,-52.6,-15.0,-0.568,-0.164
00-0023437,Ronnie Brown,RB,12,98.9,8.24,-102.1,-16.0,-1.128,-0.167
00-0028345,Robert Hughes,RB,2,1.8,0.9,-28.4,-14.4,-0.322,-0.167
00-0026941,Anthony Scott,RB,2,3.5,1.75,-28.9,-15.3,-0.316,-0.168
00-0027994,Shane Vereen,RB,9,66.8,7.42,-79.7,-15.4,-0.89,-0.168
00-0022943,Benjamin Watson,TE,13,110.3,8.48,-103.1,-15.0,-1.15,-0.17
00-0026898,Mark Sanchez,QB,13,110.2,8.48,-132.2,-16.4,-1.453,-0.171
00-0026237,Andre Caldwell,WR,2,4.2,2.1,-32.4,-16.2,-0.341,-0.175
00-0027700,Marshawn Gilyard,WR,2,3.5,1.75,-32.5,-17.1,-0.342,-0.184
00-0028105,Ryan Whalen,WR,3,10.7,3.57,-40.2,-16.0,-0.456,-0.184
00-0022984,Ryan Grant,RB,2,1.8,0.9,-31.9,-16.2,-0.354,-0.185
00-0023630,Joel Dreessen,TE,13,109.3,8.41,-106.6,-17.1,-1.176,-0.188
00-0028352,Dane Sanzenbacher,WR,2,1.7,0.85,-34.3,-17.1,-0.373,-0.19
00-0028198,Matthew Asiata,RB,2,2.0,1.0,-31.4,-16.9,-0.348,-0.191
00-0024813,Charles Thomas,RB,13,106.1,8.16,-111.8,-17.4,-1.246,-0.193
00-0023503,Courtney Roby,WR,2,1.9,0.95,-31.8,-16.9,-0.352,-0.193
00-0029271,Adam Adams,WR,2,2.5,1.25,-33.5,-17.6,-0.36,-0.194
00-0026465,Anthony Armstrong,WR,2,4.2,2.1,-31.7,-18.4,-0.335,-0.199
00-0028119,Richard Gordon,TE,3,9.9,3.3,-41.9,-18.2,-0.447,-0.199
00-0028263,Andre Holmes,WR,2,3.1,1.55,-33.4,-18.4,-0.352,-0.199
00-0021163,Derrick Gaffney,WR,3,10.8,3.6,-36.7,-17.0,-0.422,-0.199
00-0029205,Travaris Cadet,RB,3,8.6,2.87,-40.1,-17.4,-0.451,-0.2
00-0019642,Plaxico Burress,WR,2,2.8,1.4,-32.8,-18.3,-0.351,-0.2
00-0028400,Armon Binns,WR,6,43.0,7.17,-64.6,-18.3,-0.703,-0.203
00-0028646,David Gilreath,WR,2,0.7,0.35,-33.8,-18.5,-0.372,-0.208
00-0029697,Jacoby Fleener,TE,9,66.2,7.36,-81.0,-19.1,-0.898,-0.21
00-0028043,Roy Helu,RB,3,11.7,3.9,-41.1,-19.8,-0.434,-0.212
00-0029682,Brock Osweiler,QB,2,-0.2,-0.1,-37.1,-19.1,-0.406,-0.216
00-0028930,Joshua Cooper,WR,4,16.8,4.2,-48.7,-18.5,-0.565,-0.22
00-0029239,Brandon Bolden,RB,6,39.6,6.6,-62.5,-19.5,-0.683,-0.222
00-0029580,Rishard Matthews,WR,3,8.5,2.83,-44.2,-19.7,-0.488,-0.222
00-0022738,Christopher Cooley,TE,2,0.0,0.0,-31.7,-19.0,-0.364,-0.223
00-0029673,DeVier Posey,WR,3,8.6,2.87,-43.8,-19.7,-0.489,-0.226
00-0027450,Preston Parker,WR,2,0.7,0.35,-35.4,-21.3,-0.37,-0.228
00-0023545,Brandon Jacobs,RB,2,0.7,0.35,-32.5,-20.7,-0.35,-0.228
00-0028651,Michael McNeill,TE,3,9.1,3.03,-41.3,-20.1,-0.469,-0.23
00-0024301,John Thomas,TE,5,30.2,6.04,-52.9,-22.1,-0.562,-0.23
00-0029298,Cyrus Gray,RB,3,7.3,2.43,-41.8,-21.0,-0.458,-0.233
00-0027791,James Starks,RB,6,37.6,6.27,-59.6,-20.3,-0.674,-0.234
00-0027732,Michael Hoomanawanui,TE,3,5.2,1.73,-46.0,-20.5,-0.511,-0.235
00-0024264,Kellen Clemens,QB,2,-0.9,-0.47,-37.7,-20.7,-0.419,-0.238
00-0024345,Domenik Hixon,WR,10,76.0,7.6,-94.9,-21.0,-1.065,-0.241
00-0024324,Jason Avant,WR,11,87.5,7.95,-103.5,-21.7,-1.144,-0.242
00-0027602,Graham Harrell,QB,2,-1.6,-0.78,-41.3,-22.5,-0.427,-0.242
00-0027155,Rashad Jennings,RB,10,70.3,7.03,-94.5,-22.6,-1.042,-0.243
00-0028307,Andrew Davis,WR,4,14.0,3.5,-51.7,-21.8,-0.578,-0.245
00-0025462,Laurent Robinson,WR,7,47.2,6.74,-74.7,-22.9,-0.805,-0.248
00-0028063,Taiwan Jones,RB,3,4.2,1.4,-44.5,-21.8,-0.5,-0.251
00-0027685,Emmanuel Sanders,WR,13,103.9,7.99,-118.9,-22.6,-1.337,-0.253
00-0026956,LaRod Stephens-Howling,RB,11,81.4,7.4,-102.6,-25.4,-1.096,-0.258
00-0026753,Charly Martin,WR,3,8.2,2.73,-43.1,-23.2,-0.472,-0.258
00-0028034,Alexander Green,RB,10,69.8,6.98,-94.8,-23.9,-1.061,-0.26
