player_id,name,pos,team,season,games,gp14,att_pg,car_pg,tgt_pg,tgt_share,ay_share,wopr,att,cmp_pct,ypa,pass_td_rate,int_rate,sack_rate,epa_db,cpoe,pacr,pass_fd_rate,pass_expl_rate,car,ypc,rush_td_rate,epa_car,rush_fd_rate,rush_expl_rate,tgt,rec,catch_rate,ypt,ypr,adot,racr,yac_rec,epa_tgt,rec_td_rate,rec_fd_rate,rec_expl_rate,fum_lost,fp_ppr,fp_exp,fp_act,fp_diff,fp_exp_pg,exp_share,pass_fp_exp,rush_fp_exp,rec_fp_exp,td_exp,td_act,td_diff
00-0026498,Matthew Stafford,QB,DET,2014,16,13,37.62,2.69,0.0,0.0,0.0,0.0,602,0.603,7.07,0.0365,0.0199,0.0696,0.0473,-4.645,0.883,0.3472,0.088,43,2.16,0.0465,-0.1644,0.186,0.093,0,0,,,,,,,,,,,1,251.6,280.8,255.6,-25.2,17.55,0.229,259.6,21.2,0.0,28.25,24.0,-4.25
00-0027974,Colin Kaepernick,QB,SF,2014,16,13,29.88,6.5,0.0,0.0,0.0,0.0,478,0.6046,7.05,0.0397,0.0209,0.0981,0.0062,-1.976,0.729,0.341,0.1004,104,6.14,0.0096,-0.0861,0.2692,0.1827,0,0,,,,,,,,,,,2,250.7,274.9,256.7,-18.3,17.18,0.2547,203.4,71.5,0.0,22.16,20.0,-2.16
00-0027939,Cam Newton,QB,CAR,2014,14,12,32.0,7.36,0.0,0.0,0.0,0.0,448,0.5848,6.98,0.0402,0.0268,0.0782,-0.0196,-2.98,0.707,0.346,0.0826,103,5.23,0.0485,0.2626,0.4369,0.165,0,0,,,,,,,,,,,1,249.0,257.9,255.9,-2.1,18.42,0.2555,182.0,75.9,0.0,21.06,23.0,1.94
00-0027973,Andy Dalton,QB,CIN,2014,16,13,30.06,3.75,0.06,0.0024,0.0,0.0036,481,0.6424,7.06,0.0395,0.0353,0.0418,0.0086,0.953,0.906,0.3285,0.0686,60,2.82,0.0667,0.0224,0.35,0.0833,1,1,1.0,18.0,18.0,0.0,,18.0,2.1789,1.0,1.0,1.0,1,225.6,245.3,227.6,-17.7,15.33,0.2177,206.4,37.4,1.5,23.63,24.0,0.37
00-0023436,Alex Smith,QB,KC,2014,15,13,30.93,3.27,0.0,0.0,0.0,0.0,464,0.653,7.04,0.0388,0.0129,0.0884,0.121,-1.357,1.208,0.3772,0.0862,49,5.18,0.0204,0.2053,0.2449,0.1633,0,0,,,,,,,,,,,0,220.0,210.9,222.0,11.1,14.06,0.2175,178.5,32.4,0.0,17.39,19.0,1.61
00-0031280,Derek Carr,QB,LV,2014,16,13,37.44,1.81,0.06,0.0012,0.0024,0.0035,599,0.581,5.46,0.0351,0.02,0.0385,-0.0987,-6.189,0.701,0.2721,0.0467,29,3.17,0.0,-0.3859,0.3448,0.1034,1,0,0.0,0.0,,17.0,0.0,,-0.5046,0.0,0.0,0.0,2,192.0,210.4,196.0,-14.4,13.15,0.1927,197.0,11.7,1.8,17.42,21.0,3.58
00-0031237,Teddy Bridgewater,QB,MIN,2014,13,10,30.92,3.62,0.0,0.0,0.0,0.0,402,0.6443,7.26,0.0348,0.0299,0.0884,-0.0021,0.069,0.93,0.3408,0.0945,47,4.45,0.0213,0.2678,0.2766,0.1489,0,0,,,,,,,,,,,0,179.7,182.3,177.7,-4.7,14.02,0.218,144.9,37.4,0.0,13.8,15.0,1.2
00-0023682,Ryan Fitzpatrick,QB,HOU,2014,12,11,26.0,4.17,0.0,0.0,0.0,0.0,312,0.6314,7.96,0.0545,0.0256,0.0631,0.1437,0.334,0.938,0.3814,0.1218,50,3.68,0.04,0.0872,0.26,0.1,0,0,,,,,,,,,,,0,179.7,166.8,181.7,14.9,13.9,0.2182,129.4,37.4,0.0,15.54,19.0,3.46
00-0023541,Kyle Orton,QB,BUF,2014,12,9,37.25,1.25,0.0,0.0,0.0,0.0,447,0.6421,6.75,0.0403,0.0224,0.0688,0.0174,-0.915,0.952,0.3289,0.0872,15,0.93,0.0667,-0.3098,0.1333,0.0667,0,0,,,,,,,,,,,0,176.1,182.0,182.4,0.4,15.16,0.2115,172.7,9.3,0.0,18.71,19.0,0.29
00-0031407,Blake Bortles,QB,JAX,2014,14,11,33.93,4.0,0.0,0.0,0.0,0.0,475,0.5895,6.12,0.0232,0.0358,0.1038,-0.2145,-6.75,0.874,0.2779,0.0779,56,7.48,0.0,0.266,0.4821,0.2679,0,0,,,,,,,,,,,1,168.2,186.7,168.2,-18.5,13.34,0.208,153.1,33.6,0.0,12.52,11.0,-1.52
00-0026625,Brian Hoyer,QB,CLE,2014,14,13,31.29,1.71,0.07,0.0018,0.0,0.0027,438,0.5525,7.59,0.0274,0.0297,0.0519,-0.0064,-6.283,0.733,0.3721,0.1164,24,1.62,0.0,-0.377,0.2083,0.0417,1,0,0.0,0.0,,0.0,,,-0.7762,0.0,0.0,0.0,0,156.9,193.0,158.9,-34.0,13.78,0.1966,177.1,14.6,1.3,16.59,12.0,-4.59
00-0030565,Geno Smith,QB,NYJ,2014,14,11,26.21,4.21,0.07,0.0026,0.0,0.004,367,0.5967,6.88,0.0354,0.0354,0.0709,-0.0362,-2.599,0.839,0.3215,0.0899,59,4.03,0.0169,-0.1549,0.3051,0.1525,1,0,0.0,0.0,,0.0,,,-1.3206,0.0,0.0,0.0,2,150.8,186.8,152.8,-33.9,13.34,0.1994,134.5,50.0,2.3,16.11,14.0,-2.11
00-0026898,Mark Sanchez,QB,PHI,2014,9,6,34.33,3.78,0.0,0.0,0.0,0.0,309,0.6408,7.83,0.0453,0.0356,0.0693,0.1169,0.321,0.936,0.3786,0.11,34,2.56,0.0294,-0.6786,0.1471,0.0588,0,0,,,,,,,,,,,2,139.4,170.8,141.4,-29.4,18.98,0.224,154.0,16.8,0.0,18.37,15.0,-3.37
00-0021206,Josh McCown,QB,TB,2014,11,8,29.73,2.27,0.0,0.0,0.0,0.0,327,0.5627,6.75,0.0336,0.0428,0.0992,-0.0811,-2.107,0.675,0.2997,0.0856,25,5.08,0.12,0.0528,0.4,0.24,0,0,,,,,,,,,,,1,126.9,139.7,132.9,-6.7,12.7,0.2128,116.3,23.3,0.0,12.99,14.0,1.01
00-0029567,Nick Foles,QB,PHI,2014,8,8,38.88,2.0,0.0,0.0,0.0,0.0,311,0.5981,6.95,0.0418,0.0322,0.0281,0.0338,-2.01,0.721,0.3248,0.0932,16,4.25,0.0,-0.3075,0.375,0.125,0,0,,,,,,,,,,,1,119.3,150.3,123.3,-27.0,18.79,0.2176,141.1,9.2,0.0,15.13,13.0,-2.13
00-0028957,Austin Davis,QB,LA,2014,9,9,31.56,1.78,0.0,0.0,0.0,0.0,284,0.6338,7.05,0.0423,0.0317,0.0927,-0.1061,-1.122,0.828,0.3732,0.0739,16,2.25,0.0,-0.4455,0.0625,0.1875,0,0,,,,,,,,,,,0,107.6,105.8,111.6,5.9,11.75,0.184,100.4,5.4,0.0,8.65,12.0,3.35
00-0021429,Carson Palmer,QB,ARI,2014,6,6,37.33,1.33,0.0,0.0,0.0,0.0,224,0.6295,7.26,0.0491,0.0134,0.0386,0.1368,0.221,0.793,0.3661,0.0848,8,3.12,0.0,-0.5507,0.125,0.25,0,0,,,,,,,,,,,0,103.5,105.9,105.5,-0.3,17.64,0.2126,102.0,3.9,0.0,10.72,11.0,0.28
00-0025430,Drew Stanton,QB,ARI,2014,9,8,26.67,2.78,0.0,0.0,0.0,0.0,240,0.55,7.13,0.0292,0.0208,0.0438,0.0221,-4.766,0.644,0.3208,0.1208,25,2.52,0.0,-0.0531,0.2,0.12,0,0,,,,,,,,,,,0,94.7,107.2,94.7,-12.4,11.91,0.1828,97.1,10.0,0.0,9.99,7.0,-2.99
00-0020679,Shaun Hill,QB,LA,2014,8,5,28.62,1.25,0.12,0.0043,0.0,0.0065,229,0.6332,7.24,0.0349,0.0306,0.0729,-0.0968,-2.501,0.917,0.3537,0.0961,10,1.0,0.1,-0.7345,0.1,0.0,1,1,1.0,0.0,0.0,0.0,,0.0,-1.4523,0.0,0.0,0.0,0,90.3,96.4,90.3,-6.2,12.05,0.1912,89.0,5.7,1.8,8.99,9.0,0.01
00-0030520,Mike Glennon,QB,TB,2014,6,6,33.83,1.67,0.0,0.0,0.0,0.0,203,0.5764,6.98,0.0493,0.0296,0.0731,-0.0025,-0.389,0.642,0.3153,0.1133,10,4.9,0.0,-0.5704,0.3,0.1,0,0,,,,,,,,,,,0,89.6,96.2,87.6,-8.6,16.03,0.2295,90.6,5.6,0.0,10.65,10.0,-0.65
00-0029604,Kirk Cousins,QB,WAS,2014,6,6,34.0,1.17,0.0,0.0,0.0,0.0,204,0.6176,8.38,0.049,0.0441,0.0377,0.0672,-3.212,0.96,0.3676,0.1324,7,2.86,0.0,-0.4011,0.4286,0.1429,0,0,,,,,,,,,,,0,88.4,84.9,92.4,7.5,14.15,0.1887,82.7,2.2,0.0,7.67,10.0,2.33
00-0029665,Robert Griffin III,QB,WAS,2014,9,6,23.78,4.22,0.0,0.0,0.0,0.0,214,0.6869,7.92,0.0187,0.028,0.1336,-0.1249,3.115,1.149,0.3131,0.0841,38,4.63,0.0263,-0.2136,0.2368,0.1579,0,0,,,,,,,,,,,2,87.4,104.0,91.4,-12.6,11.55,0.1696,71.8,32.2,0.0,8.08,5.0,-3.08
00-0024296,Charlie Whitehurst,QB,TEN,2014,7,4,26.43,2.86,0.0,0.0,0.0,0.0,185,0.5676,7.17,0.0378,0.0108,0.0887,-0.0188,-3.648,0.766,0.3027,0.0973,20,4.5,0.0,-0.0127,0.3,0.25,0,0,,,,,,,,,,,0,87.0,85.2,84.3,-0.8,12.17,0.2003,75.3,9.9,0.0,8.72,7.0,-1.72
00-0031266,Zach Mettenberger,QB,TEN,2014,7,7,25.57,0.71,0.0,0.0,0.0,0.0,179,0.5978,7.89,0.0447,0.0391,0.0914,-0.1481,-2.286,0.919,0.3128,0.1173,5,0.8,0.0,0.297,0.2,0.0,0,0,,,,,,,,,,,0,70.9,63.5,74.9,11.4,9.07,0.1508,63.1,0.4,0.0,5.51,8.0,2.49
00-0027946,Jake Locker,QB,TEN,2014,7,6,20.86,3.14,0.0,0.0,0.0,0.0,146,0.589,6.8,0.0342,0.0479,0.0875,-0.2028,-1.949,0.708,0.3219,0.0753,22,6.45,0.0455,0.4551,0.4545,0.2273,0,0,,,,,,,,,,,0,63.9,68.1,65.9,-2.2,9.73,0.1538,53.8,14.3,0.0,5.46,6.0,0.54
00-0027688,Colt McCoy,QB,WAS,2014,5,4,25.6,3.2,0.0,0.0,0.0,0.0,128,0.7109,8.26,0.0312,0.0234,0.1172,-0.0021,4.348,1.154,0.3438,0.0938,16,4.12,0.0625,-0.0881,0.25,0.125,0,0,,,,,,,,,,,0,62.9,58.4,64.9,6.5,11.68,0.1706,47.6,10.8,0.0,4.88,5.0,0.12
00-0030526,EJ Manuel,QB,BUF,2014,4,4,32.75,4.0,0.0,0.0,0.0,0.0,131,0.5802,6.4,0.0382,0.0229,0.0438,-0.1072,-4.722,0.861,0.2977,0.0992,16,3.25,0.0625,-0.2992,0.125,0.0,0,0,,,,,,,,,,,0,58.7,62.0,58.7,-3.3,15.5,0.234,47.9,14.1,0.0,5.87,6.0,0.13
00-0023645,Derek Anderson,QB,CAR,2014,5,4,19.4,1.6,0.0,0.0,0.0,0.0,97,0.6701,7.23,0.0515,0.0,0.0396,0.2354,8.042,0.779,0.4536,0.0619,8,3.0,0.0,0.0726,0.375,0.0,0,0,,,,,,,,,,,0,50.4,50.5,50.4,-0.1,10.1,0.1393,47.4,3.1,0.0,6.31,5.0,-1.31
00-0020245,Mike Vick,QB,NYJ,2014,8,8,15.12,3.25,0.0,0.0,0.0,0.0,121,0.5289,4.99,0.0248,0.0165,0.1357,-0.3526,-4.936,0.573,0.2727,0.0413,26,5.88,0.0,-0.1072,0.3846,0.2308,0,0,,,,,,,,,,,1,43.5,62.3,45.5,-16.9,7.79,0.1142,44.5,17.9,0.0,6.01,3.0,-3.01
00-0026197,Chad Henne,QB,JAX,2014,3,3,26.0,1.33,0.0,0.0,0.0,0.0,78,0.5385,6.31,0.0385,0.0128,0.1702,-0.3924,-7.639,0.704,0.2436,0.0641,4,6.25,0.0,0.424,0.5,0.25,0,0,,,,,,,,,,,0,30.2,25.7,32.2,6.4,8.58,0.1449,22.7,3.0,0.0,0.92,3.0,2.08
00-0028986,Case Keenum,QB,HOU,2014,2,0,38.5,5.0,0.0,0.0,0.0,0.0,77,0.5844,5.65,0.026,0.026,0.0375,-0.2212,-8.548,0.881,0.2727,0.0779,10,3.5,0.0,0.4746,0.6,0.2,0,0,,,,,,,,,,,0,22.9,39.4,24.9,-14.5,19.7,0.2301,33.3,6.1,0.0,4.3,2.0,-2.3
00-0023662,Matt Cassel,QB,MIN,2014,3,3,23.67,3.0,0.0,0.0,0.0,0.0,71,0.5775,5.99,0.0423,0.0563,0.0779,-0.163,-9.247,0.979,0.2958,0.0704,9,2.0,0.0,-0.5487,0.1111,0.1111,0,0,,,,,,,,,,,0,22.8,28.5,22.8,-5.7,9.49,0.1595,25.9,2.6,0.0,2.59,3.0,0.41
00-0029531,Ryan Lindley,QB,ARI,2014,3,0,31.0,0.0,0.0,0.0,0.0,0.0,93,0.4839,6.04,0.0215,0.043,0.0606,-0.1656,-12.047,0.484,0.3226,0.0968,0,,,,,,0,0,,,,,,,,,,,0,22.5,30.5,22.5,-8.0,10.16,0.1486,30.5,0.0,0.0,2.05,2.0,-0.05
00-0029677,Brandon Weeden,QB,DAL,2014,4,3,10.25,1.5,0.0,0.0,0.0,0.0,41,0.5854,7.39,0.0732,0.0488,0.0238,0.0652,-4.678,0.863,0.3902,0.122,6,-0.17,0.0,-0.6836,0.0,0.0,0,0,,,,,,,,,,,0,20.0,20.6,20.0,-0.6,5.14,0.0764,19.4,1.1,0.0,2.49,3.0,0.51
00-0028012,Ryan Mallett,QB,HOU,2014,3,3,25.0,2.0,0.0,0.0,0.0,0.0,75,0.5467,5.33,0.0267,0.0267,0.0132,-0.0617,-7.101,0.644,0.3067,0.04,6,-0.33,0.0,-0.523,0.3333,0.0,0,0,,,,,,,,,,,0,19.8,29.2,19.8,-9.4,9.73,0.1399,29.1,0.1,0.0,3.08,2.0,-1.08
00-0007091,Matt Hasselbeck,QB,IND,2014,4,2,11.0,2.0,0.0,0.0,0.0,0.0,44,0.6818,6.84,0.0455,0.0,0.0435,-0.0137,3.97,0.962,0.3864,0.1136,8,-1.38,0.0,-0.9696,0.0,0.0,0,0,,,,,,,,,,,0,16.9,23.1,18.9,-4.2,5.78,0.0615,23.2,-0.1,0.0,2.93,2.0,-0.93
00-0027659,Jimmy Clausen,QB,CHI,2014,4,3,12.0,0.75,0.0,0.0,0.0,0.0,48,0.5417,4.65,0.0417,0.0208,0.0588,-0.2054,-4.114,0.606,0.2708,0.0417,3,3.0,0.0,0.3148,0.3333,0.0,0,0,,,,,,,,,,,0,15.8,17.5,15.8,-1.7,4.38,0.057,15.8,1.8,0.0,1.88,2.0,0.12
00-0027950,Christian Ponder,QB,MIN,2014,2,2,22.0,2.0,0.0,0.0,0.0,0.0,44,0.5,5.05,0.0,0.0455,0.12,-0.3823,-9.625,0.6,0.2955,0.0,4,4.0,0.25,0.5508,0.5,0.0,0,0,,,,,,,,,,,0,12.5,18.9,12.5,-6.5,9.47,0.1139,15.1,3.9,0.0,1.9,1.0,-0.9
00-0031345,Jimmy Garoppolo,QB,NE,2014,5,4,5.4,2.0,0.0,0.0,0.0,0.0,27,0.7037,6.74,0.037,0.0,0.1562,-0.2133,-0.296,1.022,0.2963,0.0741,10,0.9,0.0,-0.4849,0.2,0.0,0,0,,,,,,,,,,,0,12.2,12.8,12.2,-0.6,2.56,0.0306,9.8,3.0,0.0,0.92,1.0,0.08
00-0031409,Johnny Manziel,QB,CLE,2014,4,2,8.75,2.25,0.0,0.0,0.0,0.0,35,0.5143,5.0,0.0,0.0571,0.0789,-0.4161,-10.945,0.714,0.1714,0.0857,9,3.22,0.1111,-0.2424,0.1111,0.2222,0,0,,,,,,,,,,,0,11.9,16.6,11.9,-4.7,4.15,0.074,9.0,7.6,0.0,0.65,1.0,0.35
00-0026544,Chase Daniel,QB,KC,2014,2,0,14.0,2.0,0.0,0.0,0.0,0.0,28,0.5714,5.61,0.0,0.0,0.125,-0.2691,-7.219,0.785,0.2857,0.1071,4,3.75,0.0,0.3653,0.25,0.0,0,0,,,,,,,,,,,0,7.8,13.4,7.8,-5.6,6.71,0.1124,12.4,1.0,0.0,1.48,0.0,-1.48
00-0029682,Brock Osweiler,QB,DEN,2014,4,2,2.5,2.0,0.0,0.0,0.0,0.0,10,0.4,5.2,0.1,0.0,0.0,0.0774,-23.847,1.04,0.2,0.1,8,0.0,0.0,-0.5275,0.0,0.0,0,0,,,,,,,,,,,0,6.1,5.6,6.1,0.5,1.4,0.0164,4.9,0.7,0.0,0.66,1.0,0.34
00-0027948,Blaine Gabbert,QB,SF,2014,1,1,7.0,1.0,0.0,0.0,0.0,0.0,7,0.4286,5.43,0.1429,0.0,0.0,0.5702,-9.466,0.418,0.2857,0.1429,1,5.0,0.0,0.0553,0.0,0.0,0,0,,,,,,,,,,,0,6.0,4.0,6.0,2.0,4.0,0.0468,3.1,0.9,0.0,0.57,1.0,0.43
00-0030419,Matt McGloin,QB,LV,2014,1,1,19.0,2.0,0.0,0.0,0.0,0.0,19,0.6316,6.79,0.0526,0.1053,0.05,-0.5748,1.844,0.75,0.3158,0.1053,2,1.5,0.0,-4.8819,0.5,0.0,0,0,,,,,,,,,,,0,5.5,5.4,3.5,-1.9,5.4,0.0744,5.1,0.3,0.0,0.31,1.0,0.69
00-0030661,Connor Shaw,QB,CLE,2014,1,0,28.0,7.0,0.0,0.0,0.0,0.0,28,0.5,6.32,0.0,0.0357,0.125,-0.0566,-13.665,0.708,0.3571,0.0714,7,1.29,0.0,-0.8284,0.1429,0.0,0,0,,,,,,,,,,,1,4.0,9.0,4.0,-5.0,9.02,0.1812,6.9,2.2,0.0,0.47,0.0,-0.47
00-0027796,Joe Webb,QB,CAR,2014,1,1,0.0,0.0,3.0,0.075,0.1049,0.1859,0,,,,,,,,,,,0,,,,,,3,1,0.3333,5.33,16.0,18.0,0.296,0.0,0.5871,0.0,0.3333,0.3333,0,2.6,4.7,2.6,-2.1,4.65,0.0564,0.0,0.0,4.7,0.12,0.0,-0.12
00-0030586,Ryan Nassib,QB,NYG,2014,2,2,2.5,1.0,0.0,0.0,0.0,0.0,5,0.8,12.0,0.0,0.0,0.2857,-0.183,10.93,3.158,0.4,0.2,2,-1.5,0.0,0.0,0.0,0.0,0,0,,,,,,,,,,,0,2.1,0.9,2.1,1.2,0.47,0.0061,1.1,-0.2,0.0,0.01,0.0,-0.01
00-0029151,Matt Simms,QB,NYJ,2014,1,1,8.0,1.0,0.0,0.0,0.0,0.0,8,0.375,4.88,0.0,0.0,0.0,-0.349,-26.798,0.722,0.25,0.125,1,2.0,0.0,2.1574,1.0,0.0,0,0,,,,,,,,,,,0,1.8,1.7,1.8,0.0,1.72,0.0274,1.5,0.3,0.0,0.06,0.0,-0.06
00-0023460,Jason Campbell,QB,CIN,2014,4,4,4.75,0.25,0.0,0.0,0.0,0.0,19,0.5789,3.89,0.0,0.0,0.05,-0.4893,-13.667,0.987,0.1579,0.0526,1,1.0,0.0,-0.8472,0.0,0.0,0,0,,,,,,,,,,,0,1.1,5.5,3.1,-2.5,1.38,0.0215,4.5,1.0,0.0,0.16,0.0,-0.16
00-0028090,T.J. Yates,QB,ATL,2014,1,1,4.0,0.0,0.0,0.0,0.0,0.0,4,0.75,16.0,0.0,0.25,0.0,0.0538,14.574,1.488,0.75,0.25,0,,,,,,0,0,,,,,,,,,,,0,0.6,1.6,0.6,-1.1,1.63,0.0206,1.6,0.0,0.0,0.04,0.0,-0.04
00-0025708,Matt Moore,QB,MIA,2014,2,2,2.0,1.0,0.0,0.0,0.0,0.0,4,0.5,5.25,0.0,0.0,0.0,0.3304,5.478,0.226,0.5,0.0,2,-1.0,0.0,-1.8939,0.0,0.0,0,0,,,,,,,,,,,0,0.6,1.7,0.6,-1.1,0.85,0.0099,1.9,-0.2,0.0,0.16,0.0,-0.16
00-0031064,Tom Savage,QB,HOU,2014,2,1,9.5,3.0,0.0,0.0,0.0,0.0,19,0.5263,6.68,0.0,0.0526,0.05,-0.1109,-5.875,0.572,0.3158,0.1053,6,-1.0,0.0,-1.7084,0.0,0.0,0,0,,,,,,,,,,,1,0.5,6.1,0.5,-5.6,3.05,0.0444,5.6,0.5,0.0,0.18,0.0,-0.18
00-0024264,Kellen Clemens,QB,LAC,2014,1,1,3.0,0.0,0.0,0.0,0.0,0.0,3,0.3333,3.33,0.0,0.0,0.25,-0.8511,-30.794,0.37,0.3333,0.0,0,,,,,,0,0,,,,,,,,,,,0,0.4,0.8,0.4,-0.4,0.76,0.0166,0.8,0.0,0.0,0.01,0.0,-0.01
00-0025592,Jordan Palmer,QB,TEN,2014,1,0,3.0,1.0,0.0,0.0,0.0,0.0,3,0.3333,2.33,0.0,0.0,0.0,-1.3347,-29.379,0.233,0.0,0.0,1,-1.0,0.0,0.0,0.0,0.0,0,0,,,,,,,,,,,0,0.2,0.7,0.2,-0.5,0.67,0.0118,0.8,-0.1,0.0,0.02,0.0,-0.02
