player_id,name,pos,gp,pts,WAA,WAR
00-0033258,Darrell Daniels,TE,58,33.8,-9.866,-5.704
00-0035594,Travis Homer,RB,69,134.7,-11.515,-5.707
00-0032951,Laquon Treadwell,WR,72,184.0,-11.39,-5.71
00-0035259,Trevon Wesco,TE,57,21.0,-9.764,-5.72
00-0030586,Ryan Nassib,QB,54,1.1,-10.727,-5.797
00-0032792,Nathan Sudfeld,QB,55,-0.1,-11.105,-5.821
00-0034386,Justin Watson,WR,76,203.6,-11.937,-5.842
00-0035704,Paul Lock,QB,75,209.9,-13.184,-5.842
00-0024264,Kellen Clemens,QB,61,61.7,-11.584,-5.904
00-0028121,Jordan Todman,RB,66,94.7,-11.225,-5.917
00-0032128,Christian Conley,WR,102,461.3,-14.057,-5.971
00-0027215,James Paulsen,TE,75,180.4,-11.722,-6.005
00-0034208,Michael Boone,RB,64,66.0,-11.357,-6.034
00-0031344,Cody Latimer,WR,71,135.5,-11.8,-6.117
00-0033528,Jeremy Sprinkle,TE,65,63.4,-10.838,-6.173
00-0034177,Timothy Boyle,QB,60,13.4,-12.159,-6.177
00-0035645,Gunner Olszewski,WR,64,56.3,-11.238,-6.187
00-0033572,Jamal Agnew,WR,79,201.2,-12.494,-6.204
00-0035726,Jakob Johnson,RB,62,31.3,-11.329,-6.226
00-0033439,Pharaoh Brown,TE,75,147.9,-11.635,-6.235
00-0034407,Raymond McCloud,WR,87,274.8,-13.207,-6.315
00-0035628,D'Ernest Johnson,RB,78,167.8,-12.898,-6.35
00-0034771,Brett Rudolph,QB,78,172.9,-14.178,-6.4
00-0031589,Brett Hundley,QB,71,104.5,-13.27,-6.401
00-0033936,Casey Beathard,QB,79,176.3,-14.234,-6.48
00-0033296,Alexander Armah,RB,66,40.1,-12.009,-6.482
00-0030780,Ryan Hewitt,TE,65,34.8,-11.416,-6.509
00-0033114,Michael Thomas,WR,66,56.6,-11.624,-6.511
00-0026983,Darrius Heyward-Bey,WR,90,289.3,-13.724,-6.526
00-0032214,Tyler Kroft,TE,88,257.1,-12.931,-6.544
00-0030108,Ryan Griffin,TE,115,509.0,-15.222,-6.65
00-0033319,Nicholas Mullens,QB,82,189.9,-14.869,-6.67
00-0028114,Dwayne Harris,WR,83,207.8,-13.325,-6.673
00-0029587,Rhett Ellison,TE,93,287.5,-13.758,-6.674
00-0029857,Ryan Griffin,QB,64,0.7,-12.901,-6.732
00-0027057,Brandon Tate,WR,75,119.1,-12.773,-6.77
00-0030524,Matthew Jones,QB,67,34.6,-12.998,-6.787
00-0030288,Michael Burkhead,RB,114,483.2,-16.159,-6.814
00-0033217,Mohamed Alie-Cox,TE,100,342.1,-14.04,-6.825
00-0030089,Luke Willson,TE,93,273.4,-14.005,-6.826
00-0034365,Ian Thomas,TE,92,256.1,-13.432,-6.87
00-0032134,Christopher Uzomah,TE,108,417.5,-14.962,-6.875
00-0032098,Daniel Brown,TE,74,84.6,-12.248,-6.889
00-0030147,Russell Shepard,WR,81,152.7,-13.439,-6.998
00-0024535,Eric Weems,WR,68,33.2,-12.36,-7.01
00-0030465,Kenjon Barner,RB,77,85.6,-13.526,-7.094
00-0032543,Alex Erickson,WR,84,171.3,-13.715,-7.13
00-0033854,Oluwadare Ogunbowale,RB,86,176.8,-14.326,-7.148
00-0022787,Matthew Schaub,QB,101,339.0,-16.919,-7.178
00-0032398,Christopher Moore,WR,101,318.2,-15.334,-7.196
00-0031690,Eric Tomlinson,TE,75,62.7,-12.696,-7.249
00-0026300,Joshua Johnson,QB,73,53.1,-14.009,-7.264
00-0031763,DeAndre Carter,WR,92,230.9,-14.561,-7.271
00-0023645,Derek Anderson,QB,74,58.7,-14.232,-7.285
00-0032775,Demarcus Robinson,WR,126,558.1,-17.376,-7.353
00-0030533,Matthew Barkley,QB,76,60.1,-14.695,-7.378
00-0025708,Matthew Moore,QB,80,93.5,-15.009,-7.42
00-0032394,Nicholas Vannett,TE,97,258.4,-14.439,-7.439
00-0030216,Joshua Hill,TE,102,305.0,-15.182,-7.451
00-0036187,Reggie Gilliam,RB,74,34.6,-13.564,-7.466
00-0036429,Charles Woerner,TE,77,43.3,-12.92,-7.595
00-0028142,Virgil Green,TE,98,244.2,-15.208,-7.728
00-0033576,Eric Saubert,TE,83,94.0,-13.709,-7.733
00-0029119,Derek Carrier,TE,88,147.3,-14.249,-7.734
00-0035264,Jarrett Stidham,QB,75,12.1,-15.248,-7.848
00-0030443,Levine Toilolo,TE,101,245.0,-15.636,-7.984
00-0030155,Demetrius Harris,TE,96,198.6,-15.18,-7.994
00-0034798,Durham Smythe,TE,101,231.5,-15.291,-8.006
00-0029492,Jamize Olawale,RB,91,125.4,-15.597,-8.127
00-0031585,MyCole Pruitt,TE,98,189.6,-15.41,-8.195
00-0032104,Ameer Abdullah,RB,127,466.5,-18.893,-8.249
00-0027796,Joseph Webb,QB,79,20.1,-15.672,-8.252
00-0034854,KhaDarel Hodge,WR,94,149.6,-15.819,-8.279
00-0028581,Patrick DiMarco,RB,90,104.9,-15.645,-8.297
00-0034073,Ross Dwelley,TE,94,136.5,-15.054,-8.358
00-0031288,Raymond McCarron,QB,81,18.6,-16.339,-8.425
00-0032141,Geoffrey Swaim,TE,108,257.8,-16.555,-8.556
00-0033246,John Mundt,TE,98,147.2,-15.664,-8.645
00-0032245,Sean Mannion,QB,81,0.7,-16.504,-8.671
00-0029091,Bradley Sowell,TE,84,7.7,-15.168,-8.782
00-0030520,Michael Glennon,QB,116,317.4,-20.133,-8.901
00-0032450,Dwayne Washington,RB,92,68.7,-16.631,-8.913
00-0034487,Trent Sherfield,WR,101,166.0,-16.895,-8.942
00-0032062,Blake Bell,TE,96,111.6,-16.03,-8.944
00-0027691,Andre Roberts,WR,126,419.8,-18.978,-9.004
00-0033662,Cooper Rush,QB,99,141.2,-18.744,-9.008
00-0028097,Joseph Smith,TE,105,181.1,-17.028,-9.157
00-0032434,Brandon Allen,QB,95,71.2,-18.564,-9.421
00-0027688,Daniel McCoy,QB,109,157.7,-20.407,-9.906
00-0028042,Lucas Stocker,TE,108,123.2,-18.176,-10.057
00-0029239,Brandon Bolden,RB,135,360.6,-21.49,-10.272
00-0033376,Patrick Ricard,RB,109,107.7,-19.353,-10.29
00-0026197,Chad Henne,QB,125,225.9,-22.89,-10.932
00-0024243,Marcedes Lewis,TE,160,543.1,-22.8,-10.936
00-0028063,Taiwan Jones,RB,109,45.8,-19.895,-11.04
00-0027948,Blaine Gabbert,QB,143,337.5,-25.36,-11.612
00-0031484,Christopher Manhertz,TE,128,70.4,-21.802,-12.747
00-0026544,William Daniel,QB,131,60.1,-25.867,-13.25
00-0026293,Matthew Slater,WR,143,6.5,-26.422,-15.236
