player_id,name,pos,gp,pts,WAA,WAR
00-0025460,Jacoby Jones,WR,44,186.0,-6.34,-2.687
00-0032112,Jamarcus Nelson,WR,51,254.9,-6.693,-2.692
00-0027950,Christian Ponder,QB,52,261.1,-7.538,-2.708
00-0032417,Paul Perkins,RB,33,73.9,-5.429,-2.711
00-0033573,Shelton Gibson,WR,26,5.8,-4.708,-2.717
00-0031376,Jerick McKinnon,RB,98,689.6,-10.89,-2.718
00-0029429,Bryce Brown,RB,42,155.7,-6.026,-2.719
00-0035976,Daniel Chisena,WR,26,1.6,-4.769,-2.723
00-0033760,Justin Davis,RB,26,2.0,-4.882,-2.726
00-0038720,Julian Hill,TE,33,62.3,-5.158,-2.726
00-0028249,Jeremy Ross,WR,36,104.0,-5.721,-2.728
00-0038576,Charlie Jones,WR,28,21.1,-4.967,-2.733
00-0038582,Clayton Tune,QB,26,4.9,-5.224,-2.736
00-0031339,Donte Moncrief,WR,79,539.7,-9.065,-2.738
00-0033950,Wayne Gallman,RB,55,282.8,-7.414,-2.739
00-0038618,Xavier Hutchinson,WR,37,103.9,-5.725,-2.744
00-0024332,Leon Washington,RB,32,54.9,-5.299,-2.747
00-0030187,Rashad Ross,WR,28,31.1,-4.895,-2.747
00-0031287,Aaron Murray,QB,26,0.0,-5.178,-2.748
00-0038547,Luke Schoonmaker,TE,39,115.4,-5.547,-2.748
00-0039074,Davis Allen,TE,37,94.3,-5.421,-2.749
00-0035956,Giovanni Ricci,TE,28,19.0,-4.663,-2.754
00-0036424,Brycen Hopkins,TE,28,15.2,-4.697,-2.755
00-0027089,Louis Murphy,WR,45,188.7,-6.521,-2.764
00-0033164,Troymaine Pope,RB,30,37.1,-5.234,-2.773
00-0037093,Dareke Young,WR,27,6.8,-4.937,-2.774
00-0032256,Clive Walford,TE,45,185.2,-6.283,-2.782
00-0033460,John Ross,WR,44,188.0,-6.212,-2.783
00-0030091,Tavarres King,WR,30,40.9,-5.16,-2.787
00-0033672,Kyle Sloter,QB,26,0.0,-5.314,-2.788
00-0034132,Christian Blake,WR,31,51.3,-5.186,-2.792
00-0037291,Jalen Nailor,WR,43,158.6,-6.283,-2.793
00-0031395,Garrett Gilbert,QB,28,14.2,-5.537,-2.799
00-0036877,Jaelon Darden,WR,28,17.8,-5.002,-2.806
00-0032745,William Cross,TE,29,25.4,-4.917,-2.808
00-0032959,Charone Peake,WR,29,31.7,-4.999,-2.815
00-0033025,Jalen Richard,RB,69,414.6,-8.708,-2.816
00-0032893,Connor Cook,QB,26,0.0,-5.209,-2.818
00-0037012,Trey Lance,QB,32,62.8,-5.996,-2.82
00-0037292,Andrew Ogletree,TE,36,79.1,-5.496,-2.821
00-0032953,Christian Hackenberg,QB,26,0.0,-5.204,-2.825
00-0025701,Ewart Battle,RB,37,98.6,-5.776,-2.826
00-0030433,Michael Gillislee,RB,45,174.3,-6.485,-2.829
00-0026577,Marcus Thigpen,WR,28,13.9,-5.187,-2.832
00-0031818,Bradley Marquez,WR,29,28.7,-5.102,-2.833
00-0034343,Joshua Rosen,QB,38,107.2,-6.718,-2.844
00-0029683,Ronnie Hillman,RB,61,323.8,-7.791,-2.845
00-0027069,Chase Coffman,TE,31,31.4,-5.277,-2.846
00-0035973,Patrick Taylor,RB,31,39.1,-5.468,-2.847
00-0029660,Trevor Graham,WR,40,127.1,-6.225,-2.849
00-0031064,Thomas Savage,QB,32,49.5,-5.883,-2.849
00-0034011,Daniel Arnold,TE,52,247.9,-6.539,-2.849
00-0029438,Christopher Polk,RB,40,120.4,-6.072,-2.852
00-0033098,Cardale Jones,QB,26,0.0,-5.203,-2.853
00-0026224,Harry Douglas,WR,67,402.8,-8.401,-2.862
00-0032626,Geronimo Allison,WR,44,173.5,-6.352,-2.862
00-0037557,Ronnie Rivers,RB,31,31.7,-5.503,-2.865
00-0027816,Marc Mariani,WR,29,26.7,-5.152,-2.866
00-0033562,Ryan Switzer,WR,35,80.3,-5.666,-2.866
00-0035222,Zach Gentry,TE,33,55.9,-5.232,-2.872
00-0038752,Jake Bobo,WR,35,73.3,-5.731,-2.875
00-0027888,Tobinbo Gerhart,RB,45,164.7,-6.61,-2.877
00-0034438,Logan Woodside,QB,27,1.0,-5.585,-2.881
00-0036928,Kyle Trask,QB,27,-0.1,-5.478,-2.893
00-0035527,Andy Isabella,WR,36,93.0,-5.707,-2.894
00-0033859,Joshua Malone,WR,30,27.3,-5.195,-2.896
00-0034830,Hayden Hurst,TE,77,482.3,-8.485,-2.896
00-0038046,Charlie Kolar,TE,36,73.5,-5.517,-2.901
00-0034440,Justin Jackson,RB,46,183.7,-6.814,-2.903
00-0034159,William Dissly,TE,79,492.4,-8.589,-2.909
00-0024408,Bruce Gradkowski,QB,27,-1.2,-5.346,-2.91
00-0038098,Pierre Strong,RB,36,72.1,-6.012,-2.918
00-0029510,Jonathan Grimes,RB,39,106.2,-6.119,-2.923
00-0036250,Tyler Davis,TE,29,10.5,-4.921,-2.936
00-0031545,Kevin White,WR,34,65.4,-5.545,-2.937
00-0038102,Kenneth Pickett,QB,51,225.5,-7.973,-2.939
00-0035562,Jesper Horsted,TE,32,36.8,-5.221,-2.94
00-0030569,Sean Renfree,QB,27,-2.0,-5.417,-2.942
00-0035500,Greg Dortch,WR,53,234.1,-7.278,-2.942
00-0025464,Matthew Spaeth,TE,32,36.7,-5.531,-2.945
00-0037801,KaVontae Turpin,WR,49,204.8,-6.959,-2.945
00-0030860,Orleans Darkwa,RB,45,162.3,-6.581,-2.947
00-0038115,Daniel Bellinger,TE,47,176.0,-6.325,-2.95
00-0034301,Darrel Williams,RB,57,282.1,-7.74,-2.951
00-0028497,Kamar Aiken,WR,57,294.9,-7.545,-2.955
00-0033060,Leonte Carroo,WR,32,44.6,-5.425,-2.957
00-0025542,Dante Rosario,TE,35,67.5,-5.699,-2.959
00-0031972,Darius Jennings,WR,31,29.5,-5.392,-2.969
00-0034400,Jordan Wilkins,RB,44,156.0,-6.677,-2.977
00-0024324,Jason Avant,WR,52,237.9,-7.277,-2.99
00-0037348,Tanner Conner,TE,32,28.7,-5.262,-2.993
00-0034928,Steven Sims,WR,40,118.1,-6.205,-2.995
00-0029435,Damaris Johnson,WR,38,101.7,-6.106,-2.999
00-0033110,Tyler Higbee,TE,110,785.1,-11.165,-3.003
00-0038573,Derius Davis,WR,34,48.9,-5.812,-3.01
00-0029384,Bobby Rainey,RB,56,260.0,-7.636,-3.012
00-0027202,Michael Palmer,TE,31,19.5,-5.478,-3.021
00-0034370,DaeSean Hamilton,WR,39,105.0,-6.081,-3.025
00-0031682,Terron Ward,RB,34,52.1,-5.734,-3.031
00-0033104,Cody Kessler,QB,39,105.6,-6.779,-3.047
00-0037594,Julius Chestnut,RB,31,18.5,-5.665,-3.051
00-0027109,James Casey,TE,42,124.0,-6.391,-3.061
00-0038938,Jalin Hyatt,WR,37,73.1,-6.06,-3.069
00-0033094,Marvin Hall,WR,44,140.8,-6.595,-3.071
00-0034838,Royce Freeman,RB,60,300.8,-8.211,-3.073
00-0028064,Bilal Powell,RB,96,648.0,-10.971,-3.074
00-0031167,Scott Simonson,TE,31,16.6,-5.37,-3.074
00-0035246,Jose Arcega-Whiteside,WR,33,41.1,-5.658,-3.074
00-0036646,Simione Fehoko,WR,32,29.9,-5.581,-3.077
00-0036637,Noah Gray,TE,63,308.5,-7.69,-3.078
00-0032881,Tommylee Lewis,WR,34,60.0,-5.672,-3.08
00-0033006,Jaydon Mickens,WR,31,23.9,-5.451,-3.081
00-0027595,Bryan Walters,WR,40,112.6,-6.25,-3.088
00-0031326,Bruce Ellington,WR,46,166.4,-6.813,-3.1
00-0028957,Austin Davis,QB,40,118.9,-6.804,-3.1
00-0037004,Hunter Long,TE,36,57.6,-5.601,-3.105
00-0035806,JaMycal Hasty,RB,44,142.1,-6.759,-3.108
00-0026931,McKenna Pascoe,TE,34,42.8,-5.797,-3.116
00-0037617,Hassan Haskins,RB,32,22.8,-5.82,-3.121
00-0033308,Matthew Breida,RB,78,472.1,-9.81,-3.122
00-0034054,Tanner Cracraft,WR,35,57.3,-5.912,-3.132
00-0038809,Ben Sims,TE,33,24.6,-5.506,-3.14
00-0037277,Teagan Quitoriano,TE,33,19.0,-5.585,-3.168
00-0031044,Troy Niklas,TE,36,55.9,-6.033,-3.177
00-0033696,Sean Culkin,TE,31,6.6,-5.511,-3.187
00-0029601,Brandon Bostick,TE,36,53.9,-5.964,-3.194
00-0036984,Trey Sermon,RB,39,79.9,-6.536,-3.2
00-0032319,Ross Travis,TE,32,22.5,-5.523,-3.202
00-0034104,Cameron Sims,WR,41,112.0,-6.418,-3.204
00-0038416,Tyson Bagent,QB,36,54.4,-6.788,-3.204
00-0032784,Kevin Hogan,QB,35,49.4,-6.565,-3.206
00-0034272,Marquez Valdes-Scantling,WR,90,582.9,-10.505,-3.216
00-0036842,Kene Nwangwu,RB,35,36.8,-6.238,-3.228
00-0032117,Nicklaus O'Leary,TE,46,147.7,-6.799,-3.239
00-0036450,Ke'Shawn Vaughn,RB,34,29.1,-6.152,-3.243
00-0036620,D'Wayne Eskridge,WR,36,50.0,-6.128,-3.254
00-0035022,Marjahn Hart,WR,32,17.0,-5.754,-3.259
00-0033896,Adam Shaheen,TE,47,154.6,-6.721,-3.266
00-0034319,Deon Yelder,TE,33,16.7,-5.646,-3.267
00-0032778,Tajae Sharpe,WR,57,263.0,-7.778,-3.268
00-0034414,Boston Scott,RB,56,237.1,-8.023,-3.275
00-0038040,Zamir White,RB,37,56.1,-6.404,-3.276
00-0029129,Rod Streater,WR,58,281.6,-7.935,-3.278
00-0039050,William Durham,TE,34,18.3,-5.763,-3.283
00-0027825,James Dray,TE,44,124.3,-6.825,-3.287
00-0029391,Sean McGrath,TE,39,78.7,-6.285,-3.288
00-0007091,Matthew Hasselbeck,QB,47,155.2,-7.718,-3.292
00-0031266,Zachary Mettenberger,QB,39,80.6,-6.906,-3.295
00-0031731,William Grant,RB,37,62.2,-6.295,-3.306
00-0035215,Deonte Harty,WR,52,205.4,-7.531,-3.328
00-0031319,Diontae Spencer,WR,33,17.8,-5.871,-3.329
00-0028083,Jacquizz Rodgers,RB,82,484.4,-10.147,-3.33
00-0031310,Devin Street,WR,34,27.1,-6.059,-3.338
00-0034867,Malik Turner,WR,39,66.7,-6.414,-3.34
00-0038738,Hunter Luepke,RB,38,56.2,-6.546,-3.343
00-0031260,Logan Thomas,TE,84,500.1,-9.565,-3.346
00-0030432,Christine Michael,RB,48,153.1,-7.337,-3.352
00-0034799,Kalen Ballage,RB,46,137.7,-7.271,-3.361
00-0028986,Casey Keenum,QB,100,673.8,-13.298,-3.362
00-0032972,Devontae Booker,RB,77,438.0,-9.891,-3.364
00-0033307,Kendrick Bourne,WR,105,713.0,-11.784,-3.365
00-0031166,Seth Roberts,WR,72,405.3,-9.134,-3.372
00-0034860,Dante Pettis,WR,53,204.5,-7.65,-3.379
00-0033357,Taysom Hill,TE,104,692.7,-10.984,-3.38
00-0037132,Britain Covey,WR,33,10.4,-6.037,-3.381
00-0035282,Easton Stick,QB,32,4.1,-6.48,-3.388
00-0030049,Christopher Gragg,TE,39,60.8,-6.517,-3.389
00-0027772,Anthony Dixon,RB,44,108.2,-6.917,-3.39
00-0037475,Stone Smartt,TE,38,45.0,-6.115,-3.395
00-0036427,Tyler Johnson,WR,49,163.8,-7.289,-3.399
00-0025549,Brent Celek,TE,78,439.2,-9.58,-3.408
00-0033275,Phillip Walker,QB,41,79.6,-7.518,-3.411
00-0034426,Javon Wims,WR,37,48.7,-6.288,-3.412
00-0027321,Jeffrey Cumberland,TE,55,213.1,-7.837,-3.419
00-0032782,Wendell Smallwood,RB,53,201.2,-7.961,-3.423
00-0032940,DeAndre Washington,RB,56,228.7,-8.188,-3.432
00-0036032,Sean McKeon,TE,35,18.8,-5.932,-3.436
00-0033681,Keelan Cole,WR,74,415.7,-9.314,-3.437
00-0036569,Gary Brightwell,RB,36,34.5,-6.458,-3.442
00-0033589,David Moore,WR,64,315.2,-8.613,-3.451
00-0031787,Jake Kumerow,WR,37,44.8,-6.384,-3.452
00-0036387,Jalen Reagor,WR,50,175.3,-7.446,-3.452
00-0031057,Ka'Deem Carey,RB,39,59.5,-6.609,-3.456
00-0031189,Tai-ler Jones,WR,45,121.1,-6.986,-3.464
00-0032741,Kenneth Barber,RB,72,387.8,-9.54,-3.469
00-0032227,Jeffrey Heuerman,TE,48,152.9,-6.981,-3.474
00-0035924,Jonathan Ward,RB,33,4.3,-6.058,-3.49
00-0029336,Brittan Golden,WR,36,33.4,-6.298,-3.494
00-0029004,Lance Dunbar,RB,50,163.4,-7.552,-3.508
00-0034286,Richard James,WR,52,189.9,-7.622,-3.508
00-0026225,Craig Stevens,TE,44,106.1,-6.995,-3.514
00-0026008,Matthew Mulligan,TE,37,36.2,-6.42,-3.514
00-0029388,Deonte Thompson,WR,50,171.2,-7.449,-3.518
00-0033955,Jeremy McNichols,RB,55,214.0,-8.087,-3.537
00-0029689,Dwayne Allen,TE,76,413.4,-9.479,-3.54
00-0029848,Nick Williams,WR,40,68.6,-6.689,-3.541
00-0030547,Denard Robinson,RB,52,171.6,-7.806,-3.551
00-0032794,Dan Vitale,RB,36,22.5,-6.528,-3.567
00-0037005,Tommy Tremble,TE,59,236.0,-7.838,-3.569
00-0029665,Robert Griffin,QB,91,558.5,-12.441,-3.571
00-0029033,Griffith Whalen,WR,41,76.6,-6.899,-3.579
00-0031900,Roderick Smith,RB,44,97.3,-7.197,-3.58
00-0033119,Jacoby Brissett,QB,120,840.0,-15.556,-3.584
00-0035406,Lil'Jordan Humphrey,WR,48,131.3,-7.48,-3.584
00-0033266,Bruce Natson,WR,34,1.2,-6.213,-3.586
00-0036415,Vanchii Jefferson,WR,72,369.4,-9.405,-3.586
00-0038090,Skyy Moore,WR,45,104.6,-7.231,-3.594
00-0031665,Zachary Zenner,RB,42,77.4,-7.101,-3.603
00-0032063,Mike Davis,RB,82,478.0,-10.552,-3.608
00-0031237,Theodore Bridgewater,QB,117,812.9,-15.433,-3.632
00-0031959,Marcus Murphy,RB,39,42.4,-6.895,-3.633
00-0037805,Jeremy Ruckert,TE,47,111.1,-7.048,-3.637
00-0032139,Benjamin Koyack,TE,38,39.9,-6.403,-3.638
00-0033567,Brian Hill,RB,47,126.4,-7.507,-3.644
00-0038488,Brady Russell,RB,35,0.0,-6.6,-3.657
00-0033382,Austin Carr,WR,38,36.2,-6.637,-3.664
00-0030711,David Fluellen,RB,35,3.7,-6.549,-3.689
00-0031549,Nelson Agholor,WR,127,916.6,-13.88,-3.695
00-0026237,Andre Caldwell,WR,41,63.8,-7.093,-3.718
00-0031075,Alfred Blue,RB,65,290.6,-9.145,-3.725
00-0033080,Seth DeValve,TE,50,141.5,-7.455,-3.737
00-0035771,Mitchell Wilcox,TE,39,31.0,-6.469,-3.743
00-0036244,Colby Parkinson,TE,64,260.5,-8.374,-3.744
00-0033455,Anthony Firkser,TE,62,260.5,-8.251,-3.745
00-0032935,Johnny Holton,WR,41,58.6,-6.962,-3.75
00-0034975,Justice Hill,RB,68,305.5,-9.499,-3.757
00-0029394,Brenton Bersin,WR,41,57.5,-7.046,-3.768
00-0027708,Marcus Easley,WR,37,16.1,-6.749,-3.769
00-0030280,Knile Davis,RB,52,155.8,-7.992,-3.776
00-0036950,Avery Williams,RB,38,25.8,-6.934,-3.785
00-0032120,Neal Sterling,TE,40,42.1,-6.744,-3.793
00-0029414,Orson Charles,TE,39,28.9,-6.73,-3.81
00-0032577,Darryll Foster,RB,38,23.1,-6.836,-3.811
00-0037086,Grant Calcaterra,TE,46,87.1,-7.141,-3.813
00-0036635,Ihmir Smith-Marsette,WR,37,11.4,-6.772,-3.845
00-0032404,Tyler Ervin,RB,41,50.7,-7.209,-3.846
00-0031035,Xavier Grimble,TE,42,57.8,-6.955,-3.848
00-0036754,Brock Wright,TE,57,182.2,-7.963,-3.852
00-0032054,Breshad Perriman,WR,67,309.8,-9.166,-3.854
00-0032430,David Morgan,TE,39,28.0,-6.722,-3.864
00-0032661,Benjamin Braunecker,TE,40,31.5,-6.791,-3.866
00-0035304,Cullen Gillaspia,RB,37,1.6,-6.954,-3.883
00-0032130,Jalston Fowler,RB,40,29.7,-7.118,-3.884
00-0032423,Trevor Davis,WR,41,46.5,-7.109,-3.888
00-0031568,Bryce Petty,QB,39,28.1,-7.516,-3.889
00-0033943,Joshua Reynolds,WR,94,554.1,-11.513,-3.901
00-0030525,Tavon Austin,WR,102,645.0,-12.232,-3.917
00-0035217,Benjamin Snell,RB,49,120.3,-7.95,-3.926
00-0035399,Stanley Morgan,WR,38,6.1,-6.949,-3.932
00-0035567,Craig Reynolds,RB,46,78.8,-7.928,-3.936
00-0034297,Byron Pringle,WR,56,187.1,-8.45,-3.94
00-0036182,Nick Westbrook-Ikhine,WR,75,367.2,-9.979,-3.942
00-0030460,Markus Wheaton,WR,62,252.6,-9.032,-3.952
00-0034899,John Wolford,QB,38,10.9,-7.636,-3.953
00-0032980,Marcus Johnson,WR,52,147.5,-8.059,-3.967
00-0029269,Travis Benjamin,WR,94,567.3,-11.568,-3.968
00-0036898,Davis Mills,QB,65,273.0,-10.387,-3.976
00-0028411,Dontrelle Inman,WR,72,350.9,-9.671,-3.992
00-0030670,Bennie Fowler,WR,59,216.4,-8.645,-3.996
00-0027725,Clayton Harbor,TE,62,237.9,-8.907,-4.012
00-0034164,Trenton Cannon,RB,43,46.8,-7.568,-4.032
00-0027356,Marlon Moore,WR,42,42.9,-7.461,-4.034
00-0028237,Christopher Hogan,WR,92,544.8,-11.342,-4.035
00-0030669,Albert Wilson,WR,83,444.7,-10.738,-4.057
00-0020679,Shaun Hill,QB,46,79.3,-8.327,-4.07
00-0033387,Evan Hollister,TE,56,173.6,-8.102,-4.073
00-0033481,Marcus Kemp,WR,39,8.2,-7.03,-4.074
00-0035993,Tyler Huntley,QB,51,107.1,-9.264,-4.082
00-0031922,Khari Lee,TE,39,4.2,-7.024,-4.088
00-0029273,Robert Turbin,RB,68,278.9,-9.743,-4.103
00-0034955,Brett Rypien,QB,41,24.6,-8.13,-4.113
00-0032393,Calvin Prosise,RB,51,119.5,-8.365,-4.117
00-0037311,Ko Kieft,TE,42,24.5,-7.006,-4.117
00-0029205,Travaris Cadet,RB,59,186.5,-8.982,-4.119
00-0030450,Quinton Patton,WR,52,136.6,-8.345,-4.137
00-0034364,Jordan Akins,TE,83,421.4,-10.22,-4.166
00-0034279,Equanimeous St. Brown,WR,53,133.9,-8.375,-4.187
00-0024279,Tarvaris Jackson,QB,41,15.4,-7.997,-4.189
00-0024268,Anthony Fasano,TE,78,367.6,-10.372,-4.215
00-0032355,Chester Rogers,WR,66,269.6,-9.408,-4.225
00-0036590,Quintin Morris,TE,45,43.2,-7.409,-4.233
00-0027581,Oluseyi Ajirotutu,WR,42,28.2,-7.567,-4.243
00-0025430,Drew Stanton,QB,53,129.2,-9.29,-4.254
00-0036626,Dyami Brown,WR,59,181.3,-9.031,-4.259
00-0030181,John Doyle,TE,114,709.1,-12.919,-4.262
00-0032436,Jeffrey Driskel,QB,55,150.0,-9.594,-4.267
00-0028116,Aldrick Robinson,WR,64,243.5,-9.341,-4.269
00-0034613,Tanner Hudson,TE,62,195.1,-8.705,-4.277
00-0032975,Jonathan Williams,RB,48,76.6,-8.122,-4.284
00-0028987,Phillip Supernaw,TE,45,41.3,-7.712,-4.287
00-0036497,Tim Jones,WR,43,24.9,-7.751,-4.297
00-0029234,Kellen Moore,QB,40,0.0,-8.006,-4.298
00-0030710,Lawrence Burton,TE,84,420.4,-10.706,-4.304
00-0034052,Brandon Zylstra,WR,46,56.8,-7.875,-4.309
00-0036422,Adam Trautman,TE,72,291.5,-9.489,-4.317
00-0028093,Niles Paul,TE,61,201.1,-8.902,-4.326
00-0026957,David Johnson,TE,44,33.1,-7.741,-4.338
00-0026298,Kellen Davis,TE,50,80.1,-8.281,-4.339
00-0030282,Stepfan Taylor,RB,50,80.0,-8.417,-4.38
00-0036862,Bennett Skowronek,WR,56,134.2,-8.957,-4.391
00-0036876,Kylen Granson,TE,62,185.3,-8.845,-4.394
00-0029415,Keshawn Martin,WR,54,134.0,-8.811,-4.396
00-0033591,Noah Brown,WR,75,325.1,-10.398,-4.422
00-0038128,Malik Willis,QB,48,63.9,-9.063,-4.422
00-0033891,Isaiah Jones,WR,98,546.7,-12.317,-4.427
00-0034401,Michael White,QB,52,100.1,-9.633,-4.436
00-0035249,Josh Oliver,TE,67,229.1,-9.347,-4.441
00-0034981,Foster Moreau,TE,83,381.8,-10.489,-4.454
00-0032986,John Holtz,TE,44,15.4,-7.531,-4.466
00-0024272,Devin Hester,WR,56,142.4,-9.012,-4.484
00-0031384,Richard Rodgers,TE,81,383.9,-10.545,-4.486
00-0031076,David Fales,QB,42,0.0,-8.521,-4.49
00-0028841,William Johnson,RB,50,61.2,-8.498,-4.511
00-0030526,Erik Manuel,QB,65,223.2,-10.665,-4.564
00-0036232,Harrison Bryant,TE,68,233.1,-9.343,-4.578
00-0033869,Mitchell Trubisky,QB,112,694.3,-15.795,-4.583
00-0034449,Gregory Howell,RB,44,7.1,-8.192,-4.583
00-0030544,Gavin Escobar,TE,55,109.9,-8.918,-4.592
00-0036825,Feleipe Franks,TE,44,-1.0,-7.67,-4.6
00-0033725,Corey Clement,RB,64,198.9,-10.021,-4.615
00-0031868,Damiere Byrd,WR,67,240.1,-9.818,-4.62
00-0032166,Sammie Coates,WR,52,90.5,-8.66,-4.641
00-0026932,Cedric Peerman,RB,51,58.0,-8.681,-4.649
00-0031068,Ryan Grant,WR,68,247.3,-10.023,-4.656
00-0035537,Ty Johnson,RB,82,359.3,-11.56,-4.656
00-0027732,Michael Hoomanawanui,TE,54,89.7,-8.935,-4.658
00-0034418,Cedrick Wilson,WR,71,266.4,-10.315,-4.667
00-0031598,Nicholas Boyle,TE,74,284.0,-10.251,-4.676
00-0033757,Robert Tonyan,TE,86,404.3,-10.811,-4.69
00-0030521,Justin Hunter,WR,72,280.4,-10.49,-4.721
00-0028012,Ryan Mallett,QB,51,70.4,-9.398,-4.725
00-0029731,Foswhitt Whittaker,RB,63,174.9,-9.832,-4.727
00-0028263,Andre Holmes,WR,75,305.3,-10.798,-4.759
00-0029878,MarQueis Gray,TE,50,50.2,-8.567,-4.759
00-0029640,Brian Quick,WR,75,301.6,-10.798,-4.785
00-0026898,Mark Sanchez,QB,68,231.8,-11.138,-4.788
00-0031953,Geremy Davis,WR,46,10.9,-8.385,-4.788
00-0031951,James O'Shaughnessy,TE,68,236.9,-9.771,-4.791
00-0033958,Nathan Peterman,QB,47,21.1,-9.474,-4.792
00-0032200,Ty Montgomery,WR,83,376.8,-11.384,-4.799
00-0030578,Cordarrelle Patterson,RB,144,946.0,-16.91,-4.813
00-0034270,Tyler Conklin,TE,103,542.2,-12.257,-4.835
00-0029677,Brandon Weeden,QB,74,283.7,-11.839,-4.838
00-0028118,Tyrod Taylor,QB,132,854.3,-17.777,-4.84
00-0030419,Matthew McGloin,QB,53,75.1,-9.769,-4.85
00-0036332,Josiah Deguara,TE,57,97.6,-8.963,-4.865
00-0028795,Chase Reynolds,RB,47,0.0,-8.685,-4.897
00-0035208,Olamide Zaccheaus,WR,87,394.3,-11.934,-4.904
00-0028958,Cory Harkey,TE,52,50.4,-8.971,-4.906
00-0035703,Miles Boykin,WR,56,96.9,-9.394,-4.91
00-0022864,Luke McCown,QB,47,11.2,-9.196,-4.918
00-0030151,Tyler Bray,QB,46,0.7,-9.206,-4.924
00-0032156,Trevor Siemian,QB,85,372.6,-13.189,-4.949
00-0029567,Nicholas Foles,QB,111,648.7,-15.701,-4.953
00-0034419,Braxton Berrios,WR,74,269.4,-10.896,-4.955
00-0031599,Cameron Artis-Payne,RB,52,47.3,-9.219,-4.966
00-0036133,James Proche,WR,52,49.0,-9.111,-4.971
00-0029319,Joshua Bellamy,WR,62,155.6,-9.836,-4.974
00-0036630,Tylan Wallace,WR,53,58.9,-9.102,-4.989
00-0027985,Lance Kendricks,TE,100,509.7,-12.747,-5.009
00-0032791,Jakeem Grant,WR,73,262.9,-10.739,-5.012
00-0036628,John Bates,TE,63,137.9,-9.621,-5.026
00-0029795,Benjamin Cunningham,RB,76,267.9,-11.384,-5.029
00-0030874,Damien Williams,RB,87,377.4,-12.298,-5.031
00-0032464,Kalif Raymond,WR,89,404.1,-12.238,-5.051
00-0031570,Justin Hardy,WR,65,171.8,-10.245,-5.093
00-0032208,Phillip Dorsett,WR,80,332.6,-11.36,-5.095
00-0032795,Cody Core,WR,52,42.8,-9.157,-5.096
00-0031001,Jeffrey Janis,WR,52,47.8,-9.172,-5.097
00-0027675,Edward Dickson,TE,81,306.9,-11.559,-5.126
00-0036331,Devin Duvernay,WR,74,250.0,-11.1,-5.131
00-0029634,James Hanna,TE,55,57.8,-9.46,-5.14
00-0026625,Brian Hoyer,QB,101,515.3,-15.035,-5.15
00-0033466,Isaiah McKenzie,WR,80,308.8,-11.581,-5.161
00-0033251,Zachary Pascal,WR,88,397.9,-12.209,-5.171
00-0028903,Garrett Celek,TE,72,222.7,-10.688,-5.178
00-0030300,Jaron Brown,WR,83,339.6,-11.915,-5.178
00-0029682,Brock Osweiler,QB,80,311.6,-12.802,-5.189
00-0033338,Cethan Carter,TE,51,13.8,-8.877,-5.222
00-0030565,Eugene Smith,QB,162,1086.3,-21.204,-5.231
00-0030470,Vance McDonald,TE,97,465.6,-12.681,-5.253
00-0032135,Jesse James,TE,92,414.4,-12.032,-5.254
00-0033421,Antony Auclair,TE,54,36.5,-9.138,-5.272
00-0031806,Malcolm Brown,RB,77,263.4,-11.78,-5.292
00-0031558,Maxx Williams,TE,73,229.4,-10.774,-5.316
00-0030516,Brice Butler,WR,70,203.1,-10.928,-5.321
00-0033526,Samaje Perine,RB,107,531.7,-14.439,-5.328
00-0031060,De'Anthony Thomas,WR,65,145.9,-10.532,-5.342
00-0032977,Rashard Higgins,WR,78,291.9,-11.424,-5.346
00-0033555,Mackenzie Hollins,WR,102,489.5,-13.589,-5.385
00-0036425,DeeJay Dallas,RB,65,132.6,-10.867,-5.388
00-0035298,Scott Miller,WR,72,205.7,-11.253,-5.398
00-0033292,Trent Taylor,WR,66,150.0,-10.597,-5.417
00-0029738,Darren Fells,TE,91,393.0,-12.165,-5.431
00-0031800,Taylor Heinicke,QB,85,330.7,-13.737,-5.436
00-0030422,Dion Sims,TE,74,212.1,-11.194,-5.445
00-0036741,Jack Stoll,TE,59,60.9,-9.679,-5.446
00-0035021,Ashton Dulin,WR,64,124.9,-10.463,-5.452
00-0033111,Pharoh Cooper,WR,61,96.9,-10.24,-5.468
00-0023578,Daniel Orlovsky,QB,52,10.0,-10.222,-5.481
00-0031345,James Garoppolo,QB,133,798.9,-18.669,-5.529
00-0036887,Luke Farrell,TE,64,102.8,-10.057,-5.548
00-0032725,Stephen Anderson,TE,68,148.0,-10.4,-5.587
00-0034646,Brandon Powell,WR,67,137.8,-10.899,-5.606
00-0035291,Trayveon Williams,RB,57,34.5,-10.331,-5.61
00-0023662,Matthew Cassel,QB,75,225.5,-12.758,-5.617
00-0029793,Brandon Williams,TE,58,45.1,-10.111,-5.618
00-0030068,Marquise Goodwin,WR,107,535.2,-14.177,-5.631
00-0027139,John Phillips,TE,62,84.9,-10.425,-5.65
00-0029572,Jarius Wright,WR,95,422.1,-13.364,-5.666
00-0035631,Drew Sample,TE,76,208.8,-11.057,-5.67
00-0031209,Senorise Perry,RB,54,4.0,-10.054,-5.682
00-0034577,Kyle Allen,QB,75,209.3,-13.142,-5.69
00-0033949,Robert Dobbs,QB,74,196.6,-12.968,-5.696
00-0028595,Scott Tolzien,QB,57,42.1,-10.916,-5.698
