player_id,name,pos,gp,pts,ppg,pts_above_avg,pts_above_repl,WAA,WAR,pts_above_waiver,VoWP
00-0033280,Christian McCaffrey,RB,13,377.6,29.05,145.7,250.8,1.508,2.523,,
00-0034796,Lamar Jackson,QB,13,344.8,26.52,90.8,223.0,1.001,2.342,,
00-0032765,Michael Thomas,WR,13,303.5,23.35,75.2,178.4,0.819,1.884,,
00-0033537,Derrick Watson,QB,13,290.0,22.31,35.8,167.1,0.343,1.713,,
00-0033893,Dalvin Cook,RB,13,283.1,21.78,50.7,156.0,0.55,1.651,,
00-0033077,Rayne Prescott,QB,13,276.2,21.24,22.2,154.4,0.221,1.626,,
00-0029263,Russell Wilson,QB,13,273.1,21.01,20.5,149.8,0.184,1.539,,
00-0033699,Austin Ekeler,RB,13,266.1,20.47,33.7,139.0,0.337,1.438,,
00-0033921,Rod Godwin,WR,13,259.0,19.92,28.1,132.4,0.321,1.385,,
00-0034857,Joshua Allen,QB,13,242.4,18.64,-10.8,118.7,-0.092,1.29,,
00-0033873,Patrick Mahomes,QB,11,226.8,20.62,10.0,121.1,0.092,1.272,,
00-0032764,Derrick Henry,RB,13,244.9,18.84,12.7,119.6,0.142,1.264,,
00-0033293,Aaron Jones,RB,13,252.4,19.42,20.2,127.1,0.181,1.258,,
00-0030564,DeAndre Hopkins,WR,13,243.3,18.72,14.4,116.5,0.16,1.242,,
00-0031503,Jameis Winston,QB,13,240.1,18.47,-12.2,115.5,-0.122,1.234,,
00-0035228,Kyler Murray,QB,13,240.2,18.48,-14.7,115.3,-0.148,1.229,,
00-0030506,Travis Kelce,TE,13,239.8,18.45,20.0,113.4,0.231,1.227,,
00-0033045,Ezekiel Elliott,RB,13,236.9,18.22,7.9,112.1,0.106,1.225,,
00-0023459,Aaron Rodgers,QB,13,236.6,18.2,-16.0,113.3,-0.161,1.184,,
00-0033856,Leonard Fournette,RB,13,233.6,17.97,1.9,107.1,0.046,1.157,,
00-0027150,Julian Edelman,WR,13,232.6,17.89,3.7,105.8,0.037,1.13,,
00-0030061,Zachary Ertz,TE,13,231.2,17.78,12.0,106.0,0.137,1.118,,
00-0026143,Matthew Ryan,QB,12,213.8,17.81,-20.9,101.1,-0.249,1.057,,
00-0031408,Michael Evans,WR,13,232.7,17.9,1.8,106.1,-0.018,1.046,,
00-0029604,Kirk Cousins,QB,13,220.9,16.99,-34.0,95.9,-0.336,1.045,,
00-0034791,Nicholas Chubb,RB,13,221.7,17.05,-10.2,94.9,-0.087,1.015,,
00-0019596,Thomas Brady,QB,13,217.7,16.74,-36.5,94.8,-0.415,1.0,,
00-0031544,Amari Cooper,WR,13,223.4,17.18,-5.7,98.3,-0.105,0.979,,
00-0032392,Austin Hooper,TE,10,189.0,18.9,18.9,92.5,0.207,0.977,,
00-0032950,Carson Wentz,QB,13,213.3,16.41,-40.9,90.4,-0.469,0.954,,
00-0026498,John Stafford,QB,8,164.6,20.57,7.9,88.0,0.09,0.933,,
00-0033908,Cooper Kupp,WR,13,216.4,16.65,-11.9,91.3,-0.162,0.925,,
00-0033932,Kenneth Golladay,WR,13,211.8,16.29,-14.7,86.0,-0.157,0.921,,
00-0031345,James Garoppolo,QB,13,208.5,16.04,-45.7,84.9,-0.482,0.914,,
00-0034827,Denniston Moore,WR,13,209.1,16.08,-21.8,82.5,-0.204,0.907,,
00-0033288,George Kittle,TE,11,190.9,17.35,3.2,84.6,0.047,0.905,,
00-0031610,Darren Waller,TE,13,212.4,16.34,-6.6,86.9,-0.086,0.903,,
00-0034777,Darrell Chark,WR,13,214.6,16.51,-14.3,87.8,-0.176,0.903,,
00-0031428,Allen Robinson,WR,13,207.8,15.98,-21.8,81.1,-0.219,0.871,,
00-0027944,Quintorres Jones,WR,12,193.3,16.11,-17.0,78.9,-0.185,0.85,,
00-0027966,Mark Ingram,RB,13,201.8,15.52,-27.2,77.0,-0.312,0.804,,
00-0030279,Keenan Allen,WR,13,207.8,15.98,-22.2,80.2,-0.281,0.799,,
00-0033119,Jacoby Brissett,QB,12,188.5,15.71,-46.2,73.7,-0.488,0.797,,
00-0033906,Alvin Kamara,RB,11,182.9,16.63,-11.8,76.0,-0.144,0.793,,
00-0031382,Jarvis Landry,WR,13,199.5,15.35,-31.4,72.9,-0.306,0.789,,
00-0034837,Calvin Ridley,WR,13,197.0,15.15,-31.3,71.9,-0.316,0.789,,
00-0033594,Christopher Carson,RB,13,195.9,15.07,-36.3,70.6,-0.39,0.763,,
00-0030431,Robert Woods,WR,12,186.3,15.52,-25.8,70.7,-0.274,0.753,,
00-0022942,Philip Rivers,QB,13,195.3,15.02,-59.5,70.4,-0.653,0.75,,
00-0034753,Mark Andrews,TE,13,190.7,14.67,-27.1,66.9,-0.284,0.715,,
00-0029293,Marvin Jones,WR,13,193.9,14.92,-32.6,68.1,-0.358,0.704,,
