player_id,name,pos,gp,pts,ppg,pts_above_avg,pts_above_repl,WAA,WAR,pts_above_waiver,VoWP
00-0010346,Peyton Manning,QB,13,329.8,25.37,86.1,200.4,0.885,2.065,,
00-0027696,Jimmy Graham,TE,13,299.6,23.05,74.0,176.0,0.768,1.798,,
00-0026213,Jamaal Charles,RB,13,291.1,22.39,63.9,164.6,0.694,1.744,,
00-0020531,Drew Brees,QB,13,283.0,21.77,37.3,156.6,0.429,1.665,,
00-0029664,Joshua Gordon,WR,11,265.6,24.15,71.3,158.3,0.728,1.595,,
00-0026184,Matthew Forte,RB,13,276.1,21.24,48.2,150.3,0.501,1.578,,
00-0025389,Calvin Johnson,WR,13,280.1,21.55,46.4,151.1,0.506,1.544,,
00-0027029,LeSean McCoy,RB,13,260.4,20.03,35.9,136.7,0.362,1.434,,
00-0026988,Knowshon Moreno,RB,13,255.5,19.65,32.5,131.3,0.376,1.414,,
00-0027793,Antonio Brown,WR,13,257.0,19.77,22.8,128.5,0.245,1.363,,
00-0027939,Cameron Newton,QB,13,250.5,19.27,5.1,123.9,0.07,1.328,,
00-0027874,Demaryius Thomas,WR,13,253.9,19.53,20.2,124.9,0.217,1.325,,
00-0024334,Brandon Marshall,WR,13,251.0,19.31,15.6,120.4,0.181,1.276,,
00-0026498,John Stafford,QB,13,244.1,18.78,0.5,114.8,0.045,1.273,,
00-0022044,Andre Johnson,WR,13,252.7,19.44,17.3,122.1,0.123,1.21,,
00-0022942,Philip Rivers,QB,13,243.8,18.75,-0.9,114.6,-0.026,1.209,,
00-0027942,Adriel Green,WR,13,242.5,18.65,8.3,113.6,0.09,1.202,,
00-0029668,Andrew Luck,QB,13,243.4,18.72,-1.3,114.2,-0.031,1.195,,
00-0029263,Russell Wilson,QB,13,230.6,17.74,-16.4,104.3,-0.158,1.143,,
00-0029137,Alshon Jeffery,WR,13,241.1,18.55,5.7,110.5,0.032,1.107,,
00-0028040,Jordan Cameron,TE,13,231.5,17.81,3.8,106.7,0.023,1.101,,
00-0025394,Adrian Peterson,RB,13,225.0,17.31,-0.6,101.7,-0.005,1.078,,
00-0021678,Antonio Romo,QB,13,224.7,17.28,-21.1,98.6,-0.237,1.041,,
00-0025399,Marshawn Lynch,RB,13,221.6,17.05,-2.9,97.9,-0.025,1.037,,
00-0027973,Andrew Dalton,QB,13,216.8,16.67,-30.2,90.5,-0.297,0.981,,
00-0022924,Benjamin Roethlisberger,QB,13,219.2,16.86,-25.9,91.8,-0.293,0.976,,
00-0027902,Desmond Bryant,WR,13,216.9,16.68,-17.2,88.8,-0.173,0.958,,
00-0027690,Eric Decker,WR,13,224.8,17.29,-8.9,95.8,-0.14,0.953,,
00-0026189,DeSean Jackson,WR,13,219.0,16.85,-15.2,90.1,-0.172,0.946,,
00-0023436,Alexander Smith,QB,13,215.2,16.56,-31.8,86.9,-0.332,0.942,,
00-0026176,Jordy Nelson,WR,13,213.6,16.43,-20.6,85.6,-0.209,0.93,,
00-0022427,Wesley Welker,WR,13,210.8,16.22,-22.9,81.8,-0.258,0.875,,
00-0026345,Pierre Garcon,WR,13,208.6,16.05,-25.6,80.1,-0.274,0.867,,
00-0029665,Robert Griffin,QB,13,206.0,15.85,-39.0,78.7,-0.418,0.842,,
00-0026143,Matthew Ryan,QB,13,204.8,15.75,-41.1,77.3,-0.45,0.835,,
00-0028067,Julius Thomas,TE,13,203.5,15.65,-21.9,78.9,-0.244,0.82,,
00-0027656,Robert Gronkowski,TE,7,141.7,20.24,25.2,78.2,0.266,0.816,,
00-0019596,Thomas Brady,QB,13,207.5,15.96,-39.5,79.2,-0.446,0.815,,
00-0028112,Charles Clay,TE,13,201.3,15.48,-23.2,77.6,-0.273,0.805,,
00-0024221,Vernon Davis,TE,13,202.6,15.58,-22.8,78.0,-0.258,0.798,,
00-0024217,Reginald Bush,RB,13,198.2,15.25,-24.8,74.0,-0.253,0.796,,
00-0006101,Anthony Gonzalez,TE,13,203.3,15.64,-21.2,79.6,-0.263,0.794,,
00-0022921,Larry Fitzgerald,WR,13,203.2,15.63,-30.5,74.2,-0.353,0.775,,
00-0029701,Ryan Tannehill,QB,13,198.6,15.28,-47.2,71.1,-0.516,0.775,,
00-0023496,Vincent Jackson,WR,13,202.3,15.56,-31.9,73.8,-0.343,0.767,,
00-0026019,Danny Woodhead,RB,13,195.4,15.03,-32.5,69.6,-0.33,0.765,,
00-0021547,Antonio Gates,TE,13,193.6,14.89,-34.5,68.3,-0.369,0.725,,
00-0027974,Colin Kaepernick,QB,13,196.2,15.09,-47.5,66.8,-0.511,0.717,,
00-0028009,DeMarco Murray,RB,13,193.0,14.85,-31.6,69.1,-0.366,0.71,,
00-0030456,Giovani Bernard,RB,13,189.3,14.56,-35.2,65.6,-0.37,0.709,,
00-0026164,Christopher Johnson,RB,13,188.7,14.52,-39.2,62.9,-0.418,0.67,,
00-0024204,Fredrick Jackson,RB,13,182.4,14.03,-42.1,58.7,-0.451,0.64,,
00-0024813,Charles Thomas,RB,13,181.1,13.93,-44.3,57.4,-0.442,0.64,,
00-0022127,Christopher Witten,TE,13,187.7,14.44,-36.9,63.0,-0.419,0.639,,
00-0025418,Greg Olsen,TE,13,182.1,14.01,-40.7,59.5,-0.455,0.63,,
00-0029567,Nicholas Foles,QB,13,189.6,14.58,-57.4,63.3,-0.601,0.625,,
00-0027265,Victor Cruz,WR,13,190.3,14.64,-43.4,61.3,-0.51,0.614,,
00-0030485,Eddie Lacy,RB,13,176.3,13.56,-47.3,53.5,-0.484,0.599,,
00-0030472,Jordan Reed,TE,9,137.2,15.24,-16.6,53.1,-0.146,0.597,,
00-0022084,Anquan Boldin,WR,13,188.5,14.5,-45.2,59.5,-0.528,0.592,,
00-0027994,Shane Vereen,RB,5,107.9,21.58,17.9,57.7,0.173,0.582,,
00-0027944,Quintorres Jones,WR,5,108.7,21.74,15.8,55.3,0.163,0.569,,
00-0027150,Julian Edelman,WR,13,186.6,14.35,-47.7,56.5,-0.537,0.565,,
00-0030279,Keenan Allen,WR,13,179.2,13.78,-56.2,48.6,-0.58,0.526,,
00-0021429,Carson Palmer,QB,13,176.1,13.55,-67.6,46.8,-0.733,0.516,,
00-0027077,Brian Hartline,WR,13,176.5,13.58,-59.1,47.5,-0.662,0.491,,
00-0027996,James Smith,WR,13,176.3,13.56,-59.1,45.7,-0.634,0.49,,
00-0027854,Samuel Bradford,QB,7,116.6,16.65,-15.4,44.8,-0.17,0.477,,
00-0026158,Joseph Flacco,QB,13,174.2,13.4,-70.5,45.1,-0.771,0.475,,
00-0024275,Maurice Jones-Drew,RB,13,164.1,12.62,-58.9,39.9,-0.601,0.469,,
00-0027218,Joique Bell,RB,13,170.0,13.08,-53.0,45.8,-0.605,0.461,,
00-0026224,Harry Douglas,WR,13,169.6,13.05,-66.0,40.6,-0.675,0.46,,
00-0029708,Kendall Wright,WR,13,169.7,13.05,-65.7,39.1,-0.675,0.453,,
00-0026201,Martellus Bennett,TE,13,168.3,12.95,-59.8,43.0,-0.647,0.452,,
00-0023500,Franklin Gore,RB,13,163.6,12.58,-59.4,39.4,-0.627,0.446,,
00-0029638,Michael Floyd,WR,13,168.6,12.97,-65.1,39.6,-0.701,0.431,,
00-0029707,Justin Blackmon,WR,4,76.4,19.1,9.0,39.6,0.089,0.425,,
00-0030496,Le'Veon Bell,RB,13,160.7,12.36,-64.9,37.4,-0.671,0.424,,
00-0030536,Zachary Stacy,RB,11,138.4,12.58,-52.0,35.6,-0.537,0.396,,
00-0027094,Andre Brown,RB,5,82.4,16.48,-5.4,35.2,-0.048,0.394,,
00-0029608,Eugene Hilton,WR,13,168.4,12.95,-67.0,37.8,-0.708,0.388,,
00-0029697,Jacoby Fleener,TE,13,159.0,12.23,-69.1,33.7,-0.722,0.373,,
00-0028052,Cecil Shorts,WR,13,161.7,12.44,-72.0,32.7,-0.771,0.365,,
00-0026195,Raymell Rice,RB,12,148.4,12.37,-62.7,33.0,-0.67,0.347,,
00-0028002,Randall Cobb,WR,5,86.6,17.32,-4.9,34.2,-0.068,0.345,,
00-0027685,Emmanuel Sanders,WR,13,158.4,12.18,-75.8,29.9,-0.81,0.329,,
00-0028986,Casey Keenum,QB,7,97.7,13.95,-33.3,30.4,-0.357,0.321,,
00-0020498,Reginald Wayne,WR,7,102.8,14.69,-23.3,30.1,-0.26,0.314,,
00-0026796,Arian Foster,RB,8,108.5,13.56,-31.7,29.9,-0.332,0.308,,
00-0027946,Jacob Locker,QB,7,97.7,13.96,-34.5,28.7,-0.356,0.307,,
