player_id,name,pos,team,season,games,gp14,att_pg,car_pg,tgt_pg,tgt_share,ay_share,wopr,att,cmp_pct,ypa,pass_td_rate,int_rate,sack_rate,epa_db,cpoe,pacr,pass_fd_rate,pass_expl_rate,car,ypc,rush_td_rate,epa_car,rush_fd_rate,rush_expl_rate,tgt,rec,catch_rate,ypt,ypr,adot,racr,yac_rec,epa_tgt,rec_td_rate,rec_fd_rate,rec_expl_rate,fum_lost,fp_ppr,fp_exp,fp_act,fp_diff,fp_exp_pg,exp_share,pass_fp_exp,rush_fp_exp,rec_fp_exp,td_exp,td_act,td_diff
00-0035710,Daniel Jones,QB,IND,2025,13,13,29.54,3.46,0.0,0.0,0.0,0.0,384,0.6797,8.08,0.0495,0.0208,0.0542,0.1607,2.341,1.009,0.388,0.0938,45,3.64,0.1111,0.3595,0.4222,0.1333,0,0,,,,,,,,,,,0,226.4,243.7,231.9,-11.8,18.75,0.2396,193.2,50.5,0.0,25.89,24.0,-1.89
00-0039150,Bryce Young,QB,CAR,2025,16,12,29.88,3.38,0.0,0.0,0.0,0.0,478,0.636,6.3,0.0481,0.023,0.0535,-0.0435,1.179,0.971,0.3201,0.0816,54,4.0,0.037,0.0773,0.2963,0.1296,0,0,,,,,,,,,,,2,218.0,227.6,222.0,-5.6,14.22,0.2207,190.9,36.7,0.0,22.73,25.0,2.27
00-0034796,Lamar Jackson,QB,BAL,2025,13,10,23.23,5.15,0.0,0.0,0.0,0.0,302,0.6358,8.44,0.0695,0.0232,0.1065,0.0537,1.652,0.963,0.3609,0.1258,67,5.21,0.0299,0.3076,0.3582,0.2239,0,0,,,,,,,,,,,0,214.9,209.4,220.9,11.4,16.11,0.254,155.2,54.2,0.0,20.98,23.0,2.02
00-0039163,C.J. Stroud,QB,HOU,2025,14,10,30.21,3.43,0.0,0.0,0.0,0.0,423,0.6454,7.19,0.0449,0.0189,0.0516,0.1069,0.252,0.893,0.3215,0.0922,48,4.35,0.0208,0.3134,0.375,0.1458,0,0,,,,,,,,,,,0,208.5,215.3,208.5,-6.8,15.38,0.2106,186.6,28.7,0.0,21.17,20.0,-1.17
00-0040676,Cam Ward,QB,TEN,2025,17,13,31.76,2.29,0.0,0.0,0.0,0.0,540,0.5981,5.87,0.0278,0.013,0.0924,-0.1834,-2.954,0.812,0.2833,0.0741,39,4.08,0.0513,0.2178,0.3846,0.1538,0,0,,,,,,,,,,,0,186.7,205.1,200.7,-4.4,12.06,0.1931,177.4,27.7,0.0,17.7,17.0,-0.7
00-0037834,Brock Purdy,QB,SF,2025,9,5,31.56,3.67,0.0,0.0,0.0,0.0,284,0.6937,7.63,0.0704,0.0352,0.0373,0.214,7.372,1.004,0.4577,0.1162,33,4.45,0.0909,0.4907,0.4848,0.1515,0,0,,,,,,,,,,,0,177.4,184.8,180.6,-4.2,20.54,0.2589,157.3,27.5,0.0,22.23,23.0,0.77
00-0030565,Geno Smith,QB,LV,2025,15,13,29.87,2.73,0.0,0.0,0.0,0.0,448,0.6741,6.75,0.0424,0.0379,0.1093,-0.145,0.786,1.095,0.3304,0.0737,41,2.66,0.0,-0.0408,0.3171,0.0732,0,0,,,,,,,,,,,0,173.9,195.6,175.9,-19.7,13.04,0.2144,169.6,26.0,0.0,18.87,19.0,0.13
00-0036212,Tua Tagovailoa,QB,MIA,2025,14,13,27.43,1.43,0.0,0.0,0.0,0.0,384,0.6771,6.93,0.0521,0.0391,0.0725,0.0348,2.045,1.018,0.3698,0.0859,20,2.15,0.0,-0.3735,0.05,0.0,0,0,,,,,,,,,,,0,160.7,172.2,162.4,-9.8,12.3,0.1984,163.0,9.2,0.0,16.8,20.0,3.2
00-0040743,Tyler Shough,QB,NO,2025,11,7,29.73,4.09,0.0,0.0,0.0,0.0,327,0.6758,7.29,0.0306,0.0183,0.0866,0.0058,1.685,0.88,0.3272,0.0581,45,4.13,0.0667,0.0227,0.2444,0.1333,0,0,,,,,,,,,,,1,158.0,149.7,160.0,10.3,13.6,0.1957,108.0,41.6,0.0,11.21,13.0,1.79
00-0026158,Joe Flacco,QB,CIN,2025,13,10,32.0,1.62,0.0,0.0,0.0,0.0,416,0.6034,5.96,0.0361,0.024,0.0415,-0.0942,-2.748,0.814,0.2764,0.0601,21,1.67,0.0476,0.2583,0.4286,0.0952,0,0,,,,,,,,,,,0,146.7,170.6,152.0,-18.6,13.12,0.1631,153.1,17.5,0.0,16.16,16.0,-0.16
00-0036945,Justin Fields,QB,NYJ,2025,9,9,22.67,7.89,0.11,0.0043,0.0032,0.0086,204,0.6275,6.17,0.0343,0.0049,0.1169,-0.0972,-1.976,0.913,0.2843,0.0735,71,5.39,0.0563,0.1234,0.3662,0.1408,1,0,0.0,0.0,,6.0,0.0,,-0.8188,0.0,0.0,0.0,2,142.7,131.0,144.2,13.2,14.55,0.2487,71.5,58.1,1.4,8.77,11.0,2.23
00-0036442,Joe Burrow,QB,CIN,2025,8,4,32.38,1.75,0.0,0.0,0.0,0.0,259,0.668,6.98,0.0656,0.0193,0.0616,0.1326,4.69,0.968,0.3861,0.0849,14,2.93,0.0,0.2547,0.3571,0.0,0,0,,,,,,,,,,,0,134.5,141.0,134.2,-6.8,17.62,0.2153,130.3,10.6,0.0,16.62,17.0,0.38
00-0036972,Mac Jones,QB,SF,2025,11,10,26.27,3.27,0.0,0.0,0.0,0.0,289,0.6955,7.44,0.045,0.0208,0.0525,0.1465,3.648,1.013,0.3702,0.0623,36,1.67,0.0,-0.1463,0.3056,0.0833,0,0,,,,,,,,,,,0,130.0,132.2,134.0,1.8,12.02,0.1541,121.3,10.9,0.0,12.3,13.0,0.7
00-0032268,Marcus Mariota,QB,WAS,2025,10,8,22.7,5.0,0.0,0.0,0.0,0.0,227,0.6123,7.47,0.0441,0.0308,0.0658,-0.016,3.286,0.739,0.348,0.0969,50,5.94,0.02,0.1339,0.24,0.18,0,0,,,,,,,,,,,2,125.5,153.4,127.5,-25.9,15.34,0.2247,110.6,42.8,0.0,15.51,11.0,-4.51
00-0039923,J.J. McCarthy,QB,MIN,2025,10,7,24.3,3.7,0.0,0.0,0.0,0.0,243,0.5761,6.72,0.0453,0.0494,0.1,-0.2004,-5.675,0.762,0.3292,0.0823,37,4.89,0.1081,0.1839,0.3243,0.2162,0,0,,,,,,,,,,,0,125.4,152.3,129.4,-22.9,15.23,0.2512,127.4,24.9,0.0,18.06,15.0,-3.06
00-0039917,Michael Penix Jr.,QB,ATL,2025,9,9,30.67,2.33,0.0,0.0,0.0,0.0,276,0.6014,7.18,0.0326,0.0109,0.045,0.0178,-3.688,0.862,0.3587,0.0942,21,3.33,0.0476,0.3387,0.2381,0.0952,0,0,,,,,,,,,,,0,120.3,126.7,124.3,-2.5,14.08,0.1955,113.2,13.6,0.0,10.65,10.0,-0.65
00-0039910,Jayden Daniels,QB,WAS,2025,7,7,26.86,8.29,0.0,0.0,0.0,0.0,188,0.6064,6.71,0.0426,0.016,0.0874,-0.0232,-2.908,0.908,0.3138,0.0745,58,4.79,0.0345,0.0301,0.2414,0.1379,0,0,,,,,,,,,,,1,114.3,129.0,116.3,-12.8,18.44,0.2745,82.5,46.6,0.0,10.57,10.0,-0.57
00-0029604,Kirk Cousins,QB,ATL,2025,10,6,26.9,1.4,0.0,0.0,0.0,0.0,269,0.6171,6.4,0.0372,0.0186,0.0461,-0.0033,-2.654,0.92,0.3197,0.0781,14,0.5,0.0714,-0.178,0.2857,0.0,0,0,,,,,,,,,,,1,103.5,114.9,103.5,-11.4,11.49,0.1656,108.4,6.6,0.0,10.61,11.0,0.39
00-0039376,Spencer Rattler,QB,NO,2025,9,8,28.56,3.44,0.22,0.008,0.0036,0.0146,257,0.677,6.17,0.0311,0.0195,0.0655,-0.0782,2.244,0.781,0.2879,0.0506,31,5.39,0.0,0.2787,0.5484,0.1613,2,1,0.5,0.0,0.0,2.0,0.0,0.0,-2.5462,0.0,0.0,0.0,1,99.1,121.4,101.1,-20.2,13.48,0.1927,96.0,20.9,4.4,10.84,8.0,-2.84
00-0040668,Shedeur Sanders,QB,CLE,2025,8,4,26.5,2.62,0.0,0.0,0.0,0.0,212,0.566,6.6,0.033,0.0472,0.0979,-0.2523,-5.034,0.918,0.2547,0.0802,21,8.05,0.0476,0.4659,0.3333,0.3333,0,0,,,,,,,,,,,0,84.9,79.2,86.1,6.9,9.89,0.1801,61.7,17.5,0.0,5.73,8.0,2.27
00-0035228,Kyler Murray,QB,ARI,2025,5,5,32.2,5.8,0.0,0.0,0.0,0.0,161,0.6832,5.98,0.0373,0.0186,0.0904,0.0323,-0.462,1.022,0.3106,0.0435,29,5.97,0.0345,0.141,0.3448,0.2069,0,0,,,,,,,,,,,1,77.8,96.3,77.8,-18.5,19.26,0.2597,71.1,25.2,0.0,8.94,7.0,-1.94
00-0032950,Carson Wentz,QB,MIN,2025,5,5,33.8,2.2,0.0,0.0,0.0,0.0,169,0.6509,7.2,0.0355,0.0296,0.1011,0.0335,1.143,0.944,0.3432,0.0888,11,5.18,0.0,-0.2953,0.2727,0.2727,0,0,,,,,,,,,,,0,70.3,84.2,70.3,-13.8,16.84,0.2311,74.6,9.6,0.0,9.35,6.0,-3.35
00-0040704,Dillon Gabriel,QB,CLE,2025,9,9,20.56,1.56,0.0,0.0,0.0,0.0,185,0.5946,5.06,0.0378,0.0108,0.0931,-0.2201,-7.495,0.869,0.2432,0.0541,14,6.14,0.0,0.0306,0.2857,0.2143,0,0,,,,,,,,,,,0,70.1,74.7,70.1,-4.7,8.3,0.129,64.5,10.2,0.0,7.58,7.0,-0.58
00-0036898,Davis Mills,QB,HOU,2025,6,5,26.5,2.17,0.0,0.0,0.0,0.0,159,0.5723,5.75,0.0314,0.0063,0.0479,-0.1003,-6.963,0.673,0.3019,0.0566,13,4.62,0.0769,-0.0652,0.1538,0.2308,0,0,,,,,,,,,,,0,68.6,81.8,68.6,-13.2,13.63,0.1673,71.9,9.9,0.0,8.91,6.0,-2.91
00-0028118,Tyrod Taylor,QB,NYJ,2025,6,6,22.33,4.5,0.0,0.0,0.0,0.0,134,0.597,5.81,0.0373,0.0373,0.0946,-0.09,-1.251,0.68,0.306,0.0448,27,5.3,0.037,0.2005,0.3704,0.1852,0,0,,,,,,,,,,,0,59.5,69.7,61.5,-8.2,11.61,0.1947,49.0,20.7,0.0,6.14,6.0,-0.14
00-0038128,Malik Willis,QB,GB,2025,4,2,8.75,5.5,0.0,0.0,0.0,0.0,35,0.8571,12.06,0.0857,0.0,0.0789,0.7391,21.985,1.192,0.5429,0.2571,22,5.59,0.0909,0.0483,0.4091,0.3182,0,0,,,,,,,,,,,1,51.2,34.0,51.2,17.2,8.5,0.1355,18.0,16.0,0.0,3.65,5.0,1.35
00-0029263,Russell Wilson,QB,NYG,2025,6,6,19.83,3.0,0.0,0.0,0.0,0.0,119,0.5798,6.98,0.0252,0.0252,0.0775,-0.1214,-2.132,0.785,0.2689,0.1092,18,5.89,0.0,-0.0715,0.3333,0.2222,0,0,,,,,,,,,,,0,49.8,74.4,49.8,-24.6,12.4,0.1614,54.6,19.8,0.0,8.78,3.0,-5.78
00-0035100,Jake Browning,QB,CIN,2025,5,5,25.0,1.8,0.0,0.0,0.0,0.0,125,0.648,6.17,0.048,0.064,0.0672,-0.2865,0.275,0.804,0.264,0.064,9,4.33,0.1111,0.754,0.5556,0.2222,0,0,,,,,,,,,,,0,48.7,55.3,48.7,-6.6,11.06,0.1674,46.1,9.2,0.0,5.09,7.0,1.91
00-0031503,Jameis Winston,QB,NYG,2025,3,2,22.0,2.33,0.33,0.0098,0.0106,0.0221,66,0.5606,8.59,0.0303,0.0303,0.0435,0.2231,-3.202,0.916,0.3788,0.197,7,3.29,0.1429,0.6126,0.4286,0.2857,1,1,1.0,33.0,33.0,13.0,2.538,20.0,3.2234,1.0,1.0,1.0,0,43.3,41.5,45.3,3.7,13.85,0.1665,33.9,5.7,1.9,5.2,4.0,-1.2
00-0035993,Tyler Huntley,QB,BAL,2025,5,2,13.4,4.8,0.0,0.0,0.0,0.0,67,0.7761,6.36,0.0299,0.0,0.1067,0.0755,12.885,0.993,0.2836,0.0448,24,6.29,0.0,0.452,0.4583,0.25,0,0,,,,,,,,,,,0,40.1,41.0,40.1,-0.8,8.19,0.1358,24.0,17.0,0.0,3.36,2.0,-1.36
00-0040234,Quinn Ewers,QB,MIA,2025,4,1,20.75,2.0,0.25,0.0114,-0.0077,0.0117,83,0.6627,7.49,0.0361,0.0361,0.0879,-0.0247,0.999,0.898,0.3494,0.1205,8,2.38,0.0,-0.5846,0.125,0.0,1,1,1.0,-6.0,-6.0,-6.0,1.0,0.0,-1.5019,0.0,0.0,0.0,0,33.2,37.0,33.2,-3.8,9.24,0.1622,31.8,2.2,2.9,3.24,3.0,-0.24
00-0022942,Philip Rivers,QB,IND,2025,3,0,30.67,0.67,0.0,0.0,0.0,0.0,92,0.6304,5.91,0.0435,0.0326,0.0515,-0.1154,-3.722,0.759,0.3261,0.0217,2,-0.5,0.0,-0.5732,0.0,0.0,0,0,,,,,,,,,,,0,31.7,34.0,31.7,-2.3,11.33,0.1777,34.1,-0.1,0.0,2.86,4.0,1.14
00-0033869,Mitchell Trubisky,QB,BUF,2025,4,3,8.75,2.25,0.0,0.0,0.0,0.0,35,0.7143,8.94,0.1143,0.0,0.0,0.7353,7.944,1.227,0.5429,0.1429,9,0.67,0.0,-0.7551,0.0,0.0,0,0,,,,,,,,,,,0,31.1,28.3,31.1,2.8,7.08,0.085,27.4,1.0,0.0,4.06,4.0,-0.06
00-0040206,Riley Leonard,QB,IND,2025,5,2,13.4,1.2,0.0,0.0,0.0,0.0,67,0.5821,6.19,0.0299,0.0448,0.029,-0.1192,-3.665,0.773,0.2687,0.0896,6,4.5,0.3333,0.8767,0.6667,0.1667,0,0,,,,,,,,,,,0,31.0,38.4,33.8,-4.6,7.68,0.106,29.8,8.6,0.0,5.06,4.0,-1.06
00-0040398,Brady Cook,QB,NYJ,2025,5,1,30.6,2.6,0.0,0.0,0.0,0.0,153,0.5752,4.83,0.0131,0.0458,0.1105,-0.3973,-9.969,0.852,0.2288,0.0392,13,3.77,0.0,-0.3299,0.3077,0.1538,0,0,,,,,,,,,,,0,28.5,47.6,30.5,-17.2,9.53,0.1697,41.2,6.5,0.0,3.37,2.0,-1.37
00-0026300,Josh Johnson,QB,WAS,2025,3,0,18.0,4.0,0.0,0.0,0.0,0.0,54,0.6296,6.89,0.0185,0.037,0.0357,0.0682,2.044,1.188,0.3889,0.0741,12,4.58,0.0833,-0.3999,0.3333,0.1667,0,0,,,,,,,,,,,1,24.4,30.1,24.4,-5.8,10.05,0.164,18.6,11.6,0.0,3.0,2.0,-1.0
00-0034771,Mason Rudolph,QB,PIT,2025,5,5,10.4,1.4,0.0,0.0,0.0,0.0,52,0.7308,5.96,0.0385,0.0385,0.037,0.0464,6.008,1.14,0.3269,0.0577,7,0.86,0.0,0.1916,0.2857,0.0,0,0,,,,,,,,,,,0,15.0,20.9,17.0,-3.9,4.19,0.0649,19.4,1.5,0.0,1.93,2.0,0.07
00-0038400,Tanner McKee,QB,PHI,2025,4,1,10.75,2.0,0.0,0.0,0.0,0.0,43,0.5581,6.37,0.0233,0.0233,0.0652,-0.0535,0.976,0.667,0.3721,0.0465,8,1.0,0.0,-0.6463,0.125,0.0,0,0,,,,,,,,,,,0,13.8,21.8,13.8,-8.1,5.46,0.0742,20.1,1.7,0.0,2.74,1.0,-1.74
00-0037012,Trey Lance,QB,LAC,2025,4,3,14.25,4.25,0.0,0.0,0.0,0.0,57,0.4737,3.96,0.0,0.0175,0.0952,-0.6265,-9.333,0.422,0.1754,0.0351,17,5.0,0.0,0.0737,0.2941,0.2941,0,0,,,,,,,,,,,0,13.5,23.5,15.5,-8.0,5.88,0.0904,14.1,9.4,0.0,1.26,0.0,-1.26
00-0037324,Chris Oladokun,QB,KC,2025,3,0,18.33,1.67,0.0,0.0,0.0,0.0,55,0.6364,4.27,0.0182,0.0,0.127,-0.4781,-3.784,0.848,0.1818,0.0364,5,3.6,0.0,-1.1138,0.0,0.0,0,0,,,,,,,,,,,1,11.2,20.1,13.2,-6.9,6.69,0.1477,15.7,4.3,0.0,1.82,1.0,-0.82
00-0039398,Joe Milton III,QB,DAL,2025,4,2,6.0,1.25,0.0,0.0,0.0,0.0,24,0.625,7.62,0.0417,0.0833,0.0,0.0265,1.276,0.704,0.375,0.125,5,10.0,0.0,-0.4183,0.2,0.4,0,0,,,,,,,,,,,1,10.3,16.2,10.3,-5.9,4.06,0.0499,9.6,6.7,0.0,1.54,1.0,-0.54
00-0027973,Andy Dalton,QB,CAR,2025,4,4,9.25,1.25,0.0,0.0,0.0,0.0,37,0.6757,7.92,0.027,0.027,0.1778,-0.1258,6.518,0.842,0.4595,0.1081,5,-0.4,0.0,-1.7318,0.0,0.0,0,0,,,,,,,,,,,1,9.5,15.8,11.5,-4.2,3.94,0.0606,15.2,0.6,0.0,1.62,1.0,-0.62
00-0038102,Kenny Pickett,QB,LV,2025,6,3,7.5,0.83,0.0,0.0,0.0,0.0,45,0.6222,4.18,0.0222,0.0444,0.1509,-0.5432,-6.095,0.718,0.1778,0.0444,5,4.4,0.0,-0.6438,0.6,0.0,0,0,,,,,,,,,,,1,7.7,13.8,7.7,-6.0,2.29,0.0487,10.9,2.8,0.0,0.93,1.0,0.07
00-0038579,Aidan O'Connell,QB,LV,2025,1,0,22.0,1.0,0.0,0.0,0.0,0.0,22,0.4545,4.64,0.0,0.0,0.0435,-0.2549,-23.572,0.554,0.2273,0.0909,1,7.0,0.0,0.1568,0.0,0.0,0,0,,,,,,,,,,,0,4.8,8.0,4.8,-3.2,8.01,0.1427,7.1,0.9,0.0,0.46,0.0,-0.46
00-0040494,Max Brosmer,QB,MIN,2025,7,4,10.14,1.0,0.0,0.0,0.0,0.0,71,0.662,4.62,0.0,0.0563,0.1647,-0.665,-3.703,1.051,0.2535,0.0423,7,1.57,0.0,-0.0176,0.1429,0.1429,0,0,,,,,,,,,,,0,4.2,23.6,6.2,-17.3,3.36,0.0584,22.7,0.8,0.0,1.57,0.0,-1.57
00-0036679,Shane Buechele,QB,KC,2025,1,0,14.0,1.0,0.0,0.0,0.0,0.0,14,0.5,6.29,0.0,0.0,0.2632,-0.3592,-16.772,0.638,0.2857,0.0714,1,4.0,0.0,-0.8347,0.0,0.0,0,0,,,,,,,,,,,0,3.9,4.6,3.9,-0.7,4.6,0.0835,3.9,0.7,0.0,0.14,0.0,-0.14
00-0031237,Teddy Bridgewater,QB,TB,2025,3,3,5.0,1.0,0.0,0.0,0.0,0.0,15,0.5333,4.13,0.0,0.0,0.1176,-0.7352,-16.294,0.633,0.1333,0.0667,3,1.33,0.0,-0.0063,0.0,0.0,0,0,,,,,,,,,,,0,2.9,6.6,2.9,-3.8,2.22,0.0281,5.8,0.8,0.0,0.52,0.0,-0.52
00-0038416,Tyson Bagent,QB,CHI,2025,2,2,2.0,1.0,0.0,0.0,0.0,0.0,4,0.75,11.75,0.0,0.0,0.0,0.5763,9.569,1.567,0.5,0.5,2,3.5,0.0,-0.1856,0.0,0.0,0,0,,,,,,,,,,,0,2.6,1.8,2.6,0.8,0.91,0.0105,1.1,0.7,0.0,0.02,0.0,-0.02
00-0039164,Anthony Richardson,QB,IND,2025,2,2,1.0,2.0,0.5,0.0161,0.0037,0.0268,2,0.5,4.5,0.0,0.0,0.0,-0.6058,-8.09,0.29,0.5,0.0,4,-0.25,0.0,-0.6075,0.25,0.0,1,1,1.0,9.0,9.0,2.0,4.5,7.0,0.4575,0.0,1.0,0.0,0,2.2,2.7,2.2,-0.5,1.33,0.0166,1.1,-0.0,1.6,0.1,0.0,-0.1
00-0033949,Joshua Dobbs,QB,NE,2025,4,2,2.5,2.5,0.0,0.0,0.0,0.0,10,0.7,6.5,0.0,0.0,0.0,-0.0072,5.946,0.546,0.3,0.2,10,-0.5,0.0,-0.6633,0.0,0.0,0,0,,,,,,,,,,,0,2.1,4.0,2.1,-1.9,1.01,0.0153,4.2,-0.2,0.0,0.26,0.0,-0.26
