season,week,player_id,name,pos,pts,pts_above_avg,pts_above_repl,WAA_week,WAR_week,week_sigma,startable
2025,1,00-0040734,TreVeyon Henderson,RB,11.1,-5.34,1.6,-0.0456,0.0137,32.9,1
2025,1,00-0036355,Justin Herbert,QB,27.92,7.34,19.1,0.0626,0.1591,32.9,1
2025,1,00-0033553,James Conner,RB,14.4,-2.04,4.9,-0.0175,0.0419,32.9,1
2025,1,00-0037248,James Cook,RB,21.2,4.76,11.7,0.0407,0.0992,32.9,1
2025,1,00-0029263,Russell Wilson,QB,10.12,-10.46,1.3,-0.0889,0.0111,32.9,1
2025,1,00-0038933,Dalton Kincaid,TE,15.8,1.31,7.0,0.0112,0.0597,32.9,1
2025,1,00-0034348,Courtland Sutton,WR,18.1,1.83,8.8,0.0157,0.0749,32.9,1
2025,1,00-0039075,Puka Nacua,WR,23.1,6.83,13.8,0.0583,0.1165,32.9,1
2025,1,00-0030279,Keenan Allen,WR,19.8,3.53,10.5,0.0302,0.0892,32.9,1
2025,1,00-0036275,D'Andre Swift,RB,9.5,-6.94,0.0,-0.0592,0.0,32.9,0
2025,1,00-0037525,Jordan Mason,RB,8.5,-7.94,-1.0,-0.0677,-0.0086,32.9,0
2025,1,00-0037004,Hunter Long,TE,8.1,-6.39,-0.7,-0.0546,-0.006,32.9,0
2025,1,00-0039732,Bo Nix,QB,6.84,-13.74,-1.98,-0.116,-0.017,32.9,0
2025,1,00-0034791,Nicholas Chubb,RB,6.0,-10.44,-3.5,-0.0887,-0.03,32.9,0
2025,1,00-0038393,Dontayvion Wicks,WR,5.0,-11.27,-4.3,-0.0956,-0.0368,32.9,0
2025,1,00-0036900,Ja'Marr Chase,WR,4.6,-11.67,-4.7,-0.0989,-0.0402,32.9,0
2025,1,00-0035243,Miles Sanders,RB,4.0,-12.44,-5.5,-0.1053,-0.047,32.9,0
2025,1,00-0034159,William Dissly,TE,3.3,-11.2,-5.5,-0.095,-0.047,32.9,0
2025,1,00-0037256,Rachaad White,RB,2.6,-13.84,-6.9,-0.1168,-0.0589,32.9,0
2025,1,00-0040739,Elijah Arroyo,TE,2.2,-12.29,-6.6,-0.1041,-0.0563,32.9,0
2025,1,00-0036422,Adam Trautman,TE,2.0,-12.49,-6.8,-0.1058,-0.058,32.9,0
2025,1,00-0037306,John FitzPatrick,TE,1.7,-12.79,-7.1,-0.1082,-0.0606,32.9,0
2025,1,00-0034487,Trent Sherfield,WR,1.3,-14.97,-8.0,-0.126,-0.0682,32.9,0
2025,1,00-0035250,Devin Singletary,RB,0.9,-15.54,-8.6,-0.1307,-0.0733,32.9,0
2025,1,00-0038573,Derius Davis,WR,0.3,-15.97,-9.0,-0.1342,-0.0766,32.9,0
2025,1,00-0038576,Charlie Jones,WR,0.0,-16.27,-9.3,-0.1366,-0.0791,32.9,0
2025,1,00-0037086,Grant Calcaterra,TE,0.0,-14.49,-8.8,-0.1222,-0.0749,32.9,0
2025,1,00-0036534,Shane Zylstra,TE,0.0,-14.49,-8.8,-0.1222,-0.0749,32.9,0
2025,1,00-0039686,Colson Yankoff,TE,0.0,-14.49,-8.8,-0.1222,-0.0749,32.9,0
2025,1,00-0037277,Teagan Quitoriano,TE,0.0,-14.49,-8.8,-0.1222,-0.0749,32.9,0
2025,1,00-0033110,Tyler Higbee,TE,0.0,-14.49,-8.8,-0.1222,-0.0749,32.9,0
2025,1,00-0034798,Durham Smythe,TE,0.0,-14.49,-8.8,-0.1222,-0.0749,32.9,0
2025,1,00-0039816,Anthony Gould,WR,0.0,-16.27,-9.3,-0.1366,-0.0791,32.9,0
2025,1,00-0035726,Jakob Johnson,RB,0.0,-16.44,-9.5,-0.1379,-0.0808,32.9,0
2025,1,00-0038041,Jake Ferguson,TE,9.8,-4.69,1.0,-0.0401,0.0086,32.9,1
2025,1,00-0039917,Michael Penix,QB,23.02,2.44,14.2,0.0209,0.1198,32.9,1
2025,1,00-0037228,Derrell Warren,RB,13.9,-2.54,4.4,-0.0217,0.0376,32.9,1
2025,1,00-0038597,Chase Brown,RB,13.1,-3.34,3.6,-0.0286,0.0308,32.9,1
2025,1,00-0039376,Spencer Rattler,QB,11.46,-9.12,2.64,-0.0777,0.0226,32.9,1
2025,1,00-0034351,Dallas Goedert,TE,14.9,0.41,6.1,0.0035,0.0521,32.9,1
2025,1,00-0030564,DeAndre Hopkins,WR,11.5,-4.77,2.2,-0.0408,0.0188,32.9,1
2025,1,00-0038117,Wan'Dale Robinson,WR,11.5,-4.77,2.2,-0.0408,0.0188,32.9,1
2025,1,00-0040124,Tetairoa McMillan,WR,11.8,-4.47,2.5,-0.0382,0.0214,32.9,1
2025,1,00-0037545,Rashid Shaheed,WR,9.3,-6.97,0.0,-0.0595,0.0,32.9,0
2025,1,00-0039921,Trey Benson,RB,8.5,-7.94,-1.0,-0.0677,-0.0086,32.9,0
2025,1,00-0040666,Omarion Hampton,RB,8.1,-8.34,-1.4,-0.071,-0.012,32.9,0
2025,1,00-0034837,Calvin Ridley,WR,6.7,-9.57,-2.6,-0.0814,-0.0223,32.9,0
2025,1,00-0039356,Ja'Tavion Sanders,TE,5.7,-8.79,-3.1,-0.0749,-0.0265,32.9,0
