season,week,player_id,name,pos,pts,pts_above_avg,pts_above_repl,WAA_week,WAR_week,week_sigma,startable
2015,1,00-0029689,Dwayne Allen,TE,12.2,-9.44,2.4,-0.204,0.0542,12.4,1
2015,1,00-0023459,Aaron Rodgers,QB,23.06,5.5,12.54,0.1227,0.2618,12.4,1
2015,1,00-0026213,Jamaal Charles,RB,20.3,3.74,10.5,0.0841,0.2245,12.4,1
2015,1,00-0029004,Lance Dunbar,RB,15.0,-1.56,5.2,-0.0353,0.1161,12.4,1
2015,1,00-0023682,Ryan Fitzpatrick,QB,12.06,-5.5,1.54,-0.1226,0.0349,12.4,1
2015,1,00-0030472,Jordan Reed,TE,22.8,1.16,13.0,0.0263,0.2699,12.4,1
2015,1,00-0027942,Adriel Green,WR,11.3,-5.81,0.9,-0.1294,0.0204,12.4,1
2015,1,00-0022921,Larry Fitzgerald,WR,14.7,-2.41,4.3,-0.0545,0.0965,12.4,1
2015,1,00-0029269,Travis Benjamin,WR,17.9,0.79,7.5,0.0178,0.1649,12.4,1
2015,1,00-0028012,Ryan Mallett,QB,10.52,-7.04,0.0,-0.1553,0.0,12.4,0
2015,1,00-0030419,Matthew McGloin,QB,9.68,-7.88,-0.84,-0.1727,-0.019,12.4,0
2015,1,00-0031237,Theodore Bridgewater,QB,8.84,-8.72,-1.68,-0.1898,-0.038,12.4,0
2015,1,00-0030047,Marquess Wilson,WR,7.9,-9.21,-2.5,-0.1996,-0.0565,12.4,0
2015,1,00-0028838,Larry Donnell,TE,6.6,-15.04,-3.2,-0.3035,-0.0721,12.4,0
2015,1,00-0024466,Marques Colston,WR,5.9,-11.21,-4.5,-0.2379,-0.1009,12.4,0
2015,1,00-0028198,Matthew Asiata,RB,5.2,-11.36,-4.6,-0.2406,-0.1031,12.4,0
2015,1,00-0031600,Keith Mumphery,WR,4.3,-12.81,-6.1,-0.2666,-0.1355,12.4,0
2015,1,00-0024204,Fredrick Jackson,RB,3.9,-12.66,-5.9,-0.2639,-0.1312,12.4,0
2015,1,00-0031118,Corey Brown,WR,3.3,-13.81,-7.1,-0.2837,-0.1566,12.4,0
2015,1,00-0031939,Matthew Jones,RB,2.8,-13.76,-7.0,-0.2828,-0.1545,12.4,0
2015,1,00-0032257,Randy Johnson,RB,2.2,-14.36,-7.6,-0.2926,-0.167,12.4,0
2015,1,00-0026182,William Royal,WR,1.8,-15.31,-8.6,-0.3078,-0.1874,12.4,0
2015,1,00-0031055,Andre Williams,RB,1.4,-15.16,-8.4,-0.3054,-0.1834,12.4,0
2015,1,00-0026158,Joseph Flacco,QB,0.68,-16.88,-9.84,-0.3311,-0.2119,12.4,0
2015,1,00-0028581,Patrick DiMarco,RB,0.0,-16.56,-9.8,-0.3265,-0.2111,12.4,0
2015,1,00-0029319,Joshua Bellamy,WR,0.0,-17.11,-10.4,-0.3345,-0.2226,12.4,0
2015,1,00-0028097,Joseph Smith,TE,0.0,-21.64,-9.8,-0.3905,-0.2111,12.4,0
2015,1,00-0027718,Garrett Graham,TE,0.0,-21.64,-9.8,-0.3905,-0.2111,12.4,0
2015,1,00-0028091,Jeremy Kerley,WR,0.0,-17.11,-10.4,-0.3345,-0.2226,12.4,0
2015,1,00-0031044,Troy Niklas,TE,0.0,-21.64,-9.8,-0.3905,-0.2111,12.4,0
2015,1,00-0027057,Brandon Tate,WR,0.0,-17.11,-10.4,-0.3345,-0.2226,12.4,0
2015,1,00-0029793,Brandon Williams,TE,0.0,-21.64,-9.8,-0.3905,-0.2111,12.4,0
2015,1,00-0031266,Zachary Mettenberger,QB,-0.5,-18.06,-11.02,-0.3475,-0.2343,12.4,0
2015,1,00-0027985,Lance Kendricks,TE,13.2,-8.44,3.4,-0.1841,0.0766,12.4,1
2015,1,00-0022924,Benjamin Roethlisberger,QB,18.04,0.48,7.52,0.0109,0.1654,12.4,1
2015,1,00-0030388,Joseph Randle,RB,12.7,-3.86,2.9,-0.0868,0.0654,12.4,1
2015,1,00-0030513,Latavius Murray,RB,15.0,-1.56,5.2,-0.0353,0.1161,12.4,1
2015,1,00-0024226,Jay Cutler,QB,14.1,-3.46,3.58,-0.0779,0.0806,12.4,1
2015,1,00-0029738,Darren Fells,TE,20.2,-1.44,10.4,-0.0325,0.2226,12.4,1
2015,1,00-0029708,Kendall Wright,WR,20.1,2.99,9.7,0.0673,0.2092,12.4,1
