season,week,player_id,name,pos,pts,pts_above_avg,pts_above_repl,WAA_week,WAR_week,week_sigma,startable
2022,1,00-0033699,Austin Ekeler,RB,11.2,-6.53,0.6,-0.0534,0.0049,34.4,1
2022,1,00-0029604,Kirk Cousins,QB,19.08,0.16,7.28,0.0013,0.0595,34.4,1
2022,1,00-0034367,Nyheim Hines,RB,11.4,-6.33,0.8,-0.0518,0.0066,34.4,1
2022,1,00-0036328,Antonio Gibson,RB,20.0,2.27,9.4,0.0186,0.0766,34.4,1
2022,1,00-0026158,Joseph Flacco,QB,14.36,-4.56,2.56,-0.0374,0.021,34.4,1
2022,1,00-0033895,Gerald Everett,TE,15.9,0.51,5.1,0.0042,0.0417,34.4,1
2022,1,00-0031763,DeAndre Carter,WR,15.4,-2.35,4.8,-0.0192,0.0393,34.4,1
2022,1,00-0036252,Michael Pittman,WR,27.1,9.35,16.5,0.0762,0.1327,34.4,1
2022,1,00-0037273,Kyle Philips,WR,12.6,-5.15,2.0,-0.0421,0.0164,34.4,1
2022,1,00-0031280,Derek Carr,QB,11.8,-7.12,0.0,-0.0582,0.0,34.4,0
2022,1,00-0036259,Bennie Jennings,WR,10.2,-7.55,-0.4,-0.0616,-0.0033,34.4,0
2022,1,00-0037331,Alexander Horvath,RB,8.8,-8.93,-1.8,-0.0728,-0.0148,34.4,0
2022,1,00-0034827,Denniston Moore,WR,8.0,-9.75,-2.6,-0.0794,-0.0213,34.4,0
2022,1,00-0033906,Alvin Kamara,RB,7.6,-10.13,-3.0,-0.0825,-0.0246,34.4,0
2022,1,00-0036261,Brandon Aiyuk,WR,6.7,-11.05,-3.9,-0.0898,-0.0319,34.4,0
2022,1,00-0036332,Josiah Deguara,TE,5.8,-9.59,-5.0,-0.0781,-0.0409,34.4,0
2022,1,00-0036970,Kyle Pitts,TE,4.9,-10.49,-5.9,-0.0854,-0.0483,34.4,0
2022,1,00-0030068,Marquise Goodwin,WR,4.2,-13.55,-6.4,-0.1096,-0.0523,34.4,0
2022,1,00-0023459,Aaron Rodgers,QB,3.7,-15.22,-8.1,-0.1228,-0.0661,34.4,0
2022,1,00-0034407,Raymond McCloud,WR,3.0,-14.75,-7.6,-0.1191,-0.0621,34.4,0
2022,1,00-0032214,Tyler Kroft,TE,2.4,-12.99,-8.4,-0.1053,-0.0685,34.4,0
2022,1,00-0032392,Austin Hooper,TE,2.1,-13.29,-8.7,-0.1076,-0.071,34.4,0
2022,1,00-0033251,Zachary Pascal,WR,1.7,-16.05,-8.9,-0.1292,-0.0726,34.4,0
2022,1,00-0037228,Derrell Warren,RB,0.7,-17.03,-9.9,-0.1368,-0.0806,34.4,0
2022,1,00-0034386,Justin Watson,WR,0.0,-17.75,-10.6,-0.1423,-0.0862,34.4,0
2022,1,00-0035359,David Sills,WR,0.0,-17.75,-10.6,-0.1423,-0.0862,34.4,0
2022,1,00-0037525,Jordan Mason,RB,0.0,-17.73,-10.6,-0.1422,-0.0862,34.4,0
2022,1,00-0032464,Kalif Raymond,WR,0.0,-17.75,-10.6,-0.1423,-0.0862,34.4,0
2022,1,00-0036527,Darryl Turner,WR,0.0,-17.75,-10.6,-0.1423,-0.0862,34.4,0
2022,1,00-0035399,Stanley Morgan,WR,0.0,-17.75,-10.6,-0.1423,-0.0862,34.4,0
