player_id,name,pos,team,season,games,gp14,att_pg,car_pg,tgt_pg,tgt_share,ay_share,wopr,att,cmp_pct,ypa,pass_td_rate,int_rate,sack_rate,epa_db,cpoe,pacr,pass_fd_rate,pass_expl_rate,car,ypc,rush_td_rate,epa_car,rush_fd_rate,rush_expl_rate,tgt,rec,catch_rate,ypt,ypr,adot,racr,yac_rec,epa_tgt,rec_td_rate,rec_fd_rate,rec_expl_rate,fum_lost,wk_act,wk_res,wk_ina,wk_hurt,wk_bench,fp_ppr,fp_exp,fp_act,fp_diff,fp_exp_pg,exp_share,pass_fp_exp,rush_fp_exp,rec_fp_exp,td_exp,td_act,td_diff
00-0034857,Josh Allen,QB,BUF,2023,17,13,34.06,6.53,0.0,0.0,0.0,0.0,579,0.6649,7.44,0.0501,0.0311,0.0398,0.1521,4.959,0.857,0.3437,0.0846,111,4.72,0.1351,0.4899,0.5135,0.1532,0,0,,,,,,,,,,,3,17,0,0,0,0,392.6,378.3,392.6,14.3,22.25,0.2798,266.9,111.4,0.0,38.96,44.0,5.04
00-0036389,Jalen Hurts,QB,PHI,2023,17,13,31.65,9.24,0.0,0.0,0.0,0.0,538,0.6543,7.17,0.0428,0.0279,0.0627,0.1087,3.796,0.832,0.3439,0.0892,157,3.85,0.0955,0.1356,0.4331,0.1146,0,0,,,,,,,,,,,4,17,0,0,0,0,356.8,386.5,358.8,-27.6,22.73,0.2929,229.9,156.6,0.0,35.8,38.0,2.2
00-0033077,Dak Prescott,QB,DAL,2023,17,13,34.71,3.24,0.0,0.0,0.0,0.0,590,0.6949,7.65,0.061,0.0153,0.062,0.192,3.881,0.986,0.3763,0.1051,55,4.4,0.0364,0.238,0.3818,0.1636,0,0,,,,,,,,,,,1,17,0,0,0,0,342.8,360.3,344.8,-15.5,21.19,0.2465,322.4,37.9,0.0,44.91,38.0,-6.91
00-0034796,Lamar Jackson,QB,BAL,2023,16,13,28.56,9.25,0.0,0.0,0.0,0.0,457,0.6718,8.05,0.0525,0.0153,0.0749,0.1196,3.448,0.958,0.3654,0.1116,148,5.55,0.0338,0.0686,0.3243,0.1959,0,0,,,,,,,,,,,2,16,0,1,1,0,331.2,333.4,339.2,5.9,20.84,0.2797,209.3,124.0,0.0,29.78,29.0,-0.78
00-0036264,Jordan Love,QB,GB,2023,17,13,34.06,2.94,0.0,0.0,0.0,0.0,579,0.6425,7.18,0.0553,0.019,0.0493,0.1445,1.159,0.849,0.361,0.095,50,4.94,0.08,-0.1469,0.32,0.16,0,0,,,,,,,,,,,2,17,0,0,0,0,319.1,289.6,321.1,31.5,17.03,0.2324,251.1,38.5,0.0,32.11,36.0,3.89
00-0037834,Brock Purdy,QB,SF,2023,16,13,27.75,2.44,0.0,0.0,0.0,0.0,444,0.6937,9.64,0.0698,0.0248,0.0593,0.3046,5.223,1.177,0.4324,0.1622,39,3.69,0.0513,0.293,0.3846,0.1538,0,0,,,,,,,,,,,0,16,0,1,1,0,295.6,228.2,299.6,71.4,14.26,0.2016,204.8,23.4,0.0,23.1,33.0,9.9
00-0033106,Jared Goff,QB,DET,2023,17,13,35.59,1.88,0.0,0.0,0.0,0.0,605,0.6727,7.56,0.0496,0.0198,0.0472,0.1275,1.252,1.126,0.3752,0.114,32,0.66,0.0625,-0.6846,0.1562,0.0312,0,0,,,,,,,,,,,2,17,0,0,0,0,289.1,291.2,293.1,1.9,17.13,0.2081,277.1,14.1,0.0,29.68,32.0,2.32
00-0033873,Patrick Mahomes,QB,KC,2023,16,13,37.31,4.69,0.0,0.0,0.0,0.0,597,0.6717,7.01,0.0452,0.0235,0.0433,0.0817,2.707,1.08,0.3451,0.0838,75,5.19,0.0,0.1778,0.36,0.2,0,0,,,,,,,,,,,0,16,0,1,1,0,280.2,299.6,285.8,-13.8,18.73,0.2372,258.0,41.6,0.0,29.88,27.0,-2.88
00-0039163,C.J. Stroud,QB,HOU,2023,15,13,33.27,2.6,0.07,0.0016,-0.0003,0.0021,499,0.6393,8.23,0.0461,0.01,0.0708,0.1154,0.14,0.917,0.3768,0.1323,39,4.28,0.0769,0.1567,0.4359,0.2051,1,1,1.0,0.0,0.0,-1.0,-0.0,1.0,-0.8732,0.0,0.0,0.0,1,15,0,2,2,0,276.0,266.9,281.0,14.1,17.79,0.2347,230.1,35.4,1.4,26.27,26.0,-0.27
00-0034855,Baker Mayfield,QB,TB,2023,17,13,33.29,3.65,0.0,0.0,0.0,0.0,566,0.6431,7.14,0.0495,0.0177,0.066,0.0822,0.325,0.835,0.3322,0.106,62,2.63,0.0161,-0.2336,0.2581,0.0645,0,0,,,,,,,,,,,0,17,0,0,0,0,274.1,280.3,278.1,-2.2,16.49,0.2366,238.7,41.6,0.0,29.95,29.0,-0.95
