player_id,name,pos,team,season,games,gp14,att_pg,car_pg,tgt_pg,tgt_share,ay_share,wopr,att,cmp_pct,ypa,pass_td_rate,int_rate,sack_rate,epa_db,cpoe,pacr,pass_fd_rate,pass_expl_rate,car,ypc,rush_td_rate,epa_car,rush_fd_rate,rush_expl_rate,tgt,rec,catch_rate,ypt,ypr,adot,racr,yac_rec,epa_tgt,rec_td_rate,rec_fd_rate,rec_expl_rate,fum_lost,wk_act,wk_res,wk_ina,wk_hurt,wk_bench,fp_ppr,fp_exp,fp_act,fp_diff,fp_exp_pg,exp_share,pass_fp_exp,rush_fp_exp,rec_fp_exp,td_exp,td_act,td_diff
00-0005755,Jeff Garcia,QB,SF,2001,16,13,31.5,4.5,0.0,0.0,nan,nan,504,0.627,7.02,0.0635,0.0238,0.0491,0.1662,0.0,40.667,0.3631,0.0794,72,3.53,0.0694,-0.1027,0.2778,0.0972,0,0,,,,,,,,,,,2,,,,,,296.9,,,,,,,,,,,
00-0017200,Kurt Warner,QB,LA,2001,16,13,34.12,1.75,0.0,0.0,nan,nan,546,0.6868,8.85,0.0659,0.0403,0.0651,0.2616,0.0,12.611,0.4267,0.1484,28,2.14,0.0,-0.6015,0.1071,0.0714,0,0,,,,,,,,,,,1,,,,,,293.2,,,,,,,,,,,
00-0005741,Rich Gannon,QB,LV,2001,16,13,34.31,3.94,0.0,0.0,nan,nan,549,0.6576,6.97,0.0492,0.0164,0.0469,0.1706,0.0,20.918,0.3534,0.082,63,3.67,0.0317,-0.0258,0.2698,0.0794,0,0,,,,,,,,,,,3,,,,,,266.2,,,,,,,,,,,
00-0011024,Steve McNair,QB,TEN,2001,15,12,28.73,5.0,0.0,0.0,nan,nan,431,0.6125,7.77,0.0487,0.0278,0.0791,0.1449,0.0,23.929,0.3689,0.1183,75,5.52,0.0667,0.1272,0.4133,0.1733,0,0,,,,,,,,,,,2,,,,,,265.4,,,,,,,,,,,
00-0010346,Peyton Manning,QB,IND,2001,16,13,34.19,2.19,0.0,0.0,nan,nan,547,0.6271,7.55,0.0475,0.042,0.0503,0.0428,0.0,12.186,0.3675,0.1005,35,4.49,0.1143,0.1035,0.2571,0.1429,0,0,,,,,,,,,,,1,,,,,,260.9,,,,,,,,,,,
00-0011022,Donovan McNabb,QB,PHI,2001,15,13,32.87,5.47,0.0,0.0,nan,nan,493,0.5781,6.56,0.0507,0.0243,0.0733,0.0003,0.0,13.25,0.2759,0.0892,82,5.88,0.0244,0.0944,0.3293,0.2561,0,0,,,,,,,,,,,1,,,,,,259.5,,,,,,,,,,,
00-0005106,Brett Favre,QB,GB,2001,16,13,31.88,2.38,0.0,0.0,nan,nan,510,0.6157,7.69,0.0627,0.0294,0.0395,0.162,0.0,18.069,0.3667,0.1039,38,1.47,0.0263,-0.6983,0.1316,0.0789,0,0,,,,,,,,,,,2,,,,,,258.4,,,,,,,,,,,
00-0001823,Aaron Brooks,QB,NO,2001,16,13,34.88,5.0,0.06,0.0022,nan,nan,558,0.5591,6.87,0.0466,0.0394,0.0822,0.0176,0.0,10.273,0.328,0.0986,80,4.47,0.0125,-0.1744,0.3,0.175,1,0,0.0,0.0,,0.0,,,-0.4085,0.0,0.0,0.0,2,,,,,,253.1,,,,,,,,,,,
00-0015700,Kordell Stewart,QB,PIT,2001,16,13,27.62,6.0,0.0,0.0,nan,nan,442,0.6018,7.03,0.0317,0.0249,0.0616,0.1203,0.0,15.166,0.3281,0.0995,96,5.59,0.0521,0.1184,0.3438,0.2188,0,0,,,,,,,,,,,4,,,,,,234.1,,,,,,,,,,,
00-0005180,Jay Fiedler,QB,MIA,2001,16,13,28.06,4.56,0.0,0.0,nan,nan,449,0.6058,7.23,0.0445,0.0423,0.0567,0.0762,0.0,10.278,0.3385,0.0891,73,4.4,0.0548,0.4138,0.3562,0.1096,0,0,,,,,,,,,,,1,,,,,,220.0,,,,,,,,,,,
