player_id,name,pos,gp,pts,ppg,pts_above_avg,pts_above_repl,WAA,WAR,pts_above_waiver,VoWP
00-0010346,Peyton Manning,QB,13,322.9,24.84,101.2,222.4,1.15,2.433,,
00-0003739,Daunte Culpepper,QB,13,290.1,22.31,64.7,189.6,0.746,2.082,,
00-0000745,Atiim Barber,RB,13,276.3,21.25,45.7,170.9,0.581,1.934,,
00-0011022,Donovan McNabb,QB,13,273.8,21.06,52.8,172.8,0.585,1.883,,
00-0008241,Edgerrin James,RB,13,269.4,20.72,38.8,164.0,0.455,1.86,,
00-0020536,LaDainian Tomlinson,RB,13,271.9,20.92,41.9,165.5,0.473,1.86,,
00-0012478,Terrell Owens,WR,13,273.1,21.01,59.5,166.7,0.683,1.853,,
00-0021547,Antonio Gates,TE,13,259.8,19.98,62.7,154.9,0.726,1.733,,
00-0021216,Brian Westbrook,RB,12,255.5,21.29,44.1,159.5,0.453,1.721,,
00-0010442,Curtis Martin,RB,13,259.6,19.97,29.1,153.5,0.346,1.709,,
00-0019647,Shaun Alexander,RB,13,259.3,19.95,28.2,153.3,0.312,1.669,,
00-0007744,Joseph Horn,WR,13,255.4,19.65,41.3,149.0,0.445,1.651,,
00-0007661,Priest Holmes,RB,8,210.9,26.36,71.3,146.9,0.806,1.616,,
00-0021979,Domanick Williams,RB,12,245.5,20.46,32.0,147.6,0.364,1.612,,
00-0006101,Anthony Gonzalez,TE,13,235.6,18.12,39.2,132.4,0.438,1.468,,
00-0011795,Muhsin Muhammad,WR,13,240.6,18.51,26.8,133.6,0.278,1.441,,
00-0020397,Chad Johnson,WR,13,239.0,18.38,25.4,132.6,0.234,1.438,,
00-0007024,Marvin Harrison,WR,13,235.6,18.12,20.7,128.9,0.197,1.406,,
00-0007681,Torry Holt,WR,13,229.6,17.66,15.5,123.2,0.165,1.363,,
00-0021153,Javon Walker,WR,13,231.6,17.82,16.0,124.5,0.158,1.349,,
00-0020498,Reginald Wayne,WR,13,225.7,17.36,10.8,119.0,0.106,1.3,,
00-0021179,Clinton Portis,RB,13,215.4,16.57,-13.9,110.3,-0.165,1.241,,
00-0004304,Corey Dillon,RB,12,204.1,17.01,-7.9,107.0,-0.081,1.239,,
00-0020531,Drew Brees,QB,13,209.6,16.12,-11.8,107.7,-0.117,1.224,,
00-0019976,Andrew Bennett,WR,12,216.3,18.03,17.0,117.7,0.122,1.211,,
00-0013013,Michael Pittman,RB,10,189.2,18.92,14.7,108.8,0.149,1.198,,
00-0019599,Marc Bulger,QB,12,194.2,16.18,-9.7,102.0,-0.088,1.182,,
00-0010500,Derrick Mason,WR,13,208.1,16.01,-7.5,101.0,-0.066,1.173,,
00-0019663,Darrell Jackson,WR,13,213.3,16.41,-2.2,106.4,-0.041,1.17,,
00-0006355,Trent Green,QB,13,204.0,15.69,-17.1,103.0,-0.203,1.164,,
00-0022127,Christopher Witten,TE,13,206.2,15.86,8.1,102.5,0.095,1.135,,
00-0005106,Brett Favre,QB,13,197.4,15.19,-23.7,96.8,-0.246,1.107,,
00-0022044,Andre Johnson,WR,13,205.4,15.8,-9.4,98.1,-0.116,1.094,,
00-0006305,Ahman Green,RB,12,192.5,16.04,-18.1,96.3,-0.197,1.091,,
00-0001823,Aaron Brooks,QB,13,191.9,14.76,-28.5,91.9,-0.327,1.065,,
00-0013042,Jason Plummer,QB,13,193.2,14.86,-28.1,91.4,-0.298,1.057,,
00-0022725,Michael Clayton,WR,13,195.8,15.06,-18.3,89.4,-0.176,1.052,,
00-0002099,Isaac Bruce,WR,13,197.1,15.16,-17.0,90.7,-0.177,1.051,,
00-0004541,Donald Driver,WR,13,199.7,15.36,-15.9,92.6,-0.172,1.045,,
00-0015754,Brandon Stokley,WR,13,203.6,15.66,-11.3,96.9,-0.153,1.042,,
00-0005092,Marshall Faulk,RB,11,170.9,15.54,-19.4,83.9,-0.219,0.995,,
00-0015218,Jimmy Smith,WR,13,192.6,14.82,-23.0,85.5,-0.248,0.993,,
00-0019641,Thomas Jones,RB,11,175.3,15.94,-20.3,85.2,-0.205,0.983,,
00-0011754,Randy Moss,WR,8,152.4,19.05,17.0,84.6,0.228,0.968,,
00-0011770,Eric Moulds,WR,13,188.6,14.51,-25.2,81.6,-0.273,0.95,,
00-0020245,Michael Vick,QB,13,184.1,14.16,-37.0,83.4,-0.407,0.946,,
00-0004161,Jake Delhomme,QB,13,183.9,14.15,-36.3,81.0,-0.424,0.918,,
00-0022177,Byron Leftwich,QB,11,165.3,15.03,-23.0,78.8,-0.232,0.915,,
00-0019596,Thomas Brady,QB,13,179.6,13.81,-40.6,76.7,-0.437,0.91,,
00-0016098,Frederick Taylor,RB,13,183.4,14.11,-46.1,78.3,-0.521,0.904,,
00-0020455,Eric Johnson,TE,13,184.2,14.17,-14.3,80.3,-0.156,0.895,,
00-0022092,Christopher Brown,RB,11,167.4,15.22,-26.8,79.3,-0.316,0.891,,
00-0007091,Matthew Hasselbeck,QB,12,174.2,14.52,-35.6,81.3,-0.43,0.89,,
00-0021236,Randy McMichael,TE,13,180.8,13.91,-16.3,75.9,-0.177,0.882,,
00-0017162,Hines Ward,WR,13,182.8,14.06,-32.0,75.5,-0.347,0.875,,
00-0017644,Jermaine Wiggins,TE,11,161.1,14.65,-7.8,74.0,-0.063,0.86,,
00-0015290,Roderick Smith,WR,13,186.0,14.31,-28.2,78.1,-0.354,0.858,,
00-0020285,Algernon Crumpler,TE,13,177.1,13.62,-18.4,73.0,-0.194,0.848,,
00-0020527,Dulymus McAllister,RB,11,163.2,14.84,-32.9,73.3,-0.337,0.844,,
00-0019610,Reuben Droughns,RB,12,174.3,14.52,-35.8,76.5,-0.42,0.843,,
00-0020446,Chris Chambers,WR,12,173.3,14.44,-26.0,73.4,-0.288,0.833,,
00-0009163,Eddie Kennison,WR,11,165.8,15.07,-16.4,75.3,-0.201,0.825,,
00-0022178,Willis McGahee,RB,12,175.9,14.66,-38.8,77.0,-0.466,0.812,,
00-0020407,Rudi Johnson,RB,13,175.8,13.52,-54.1,70.8,-0.632,0.803,,
00-0021999,Nathaniel Burleson,WR,13,176.1,13.55,-39.4,69.2,-0.434,0.794,,
00-0022138,Onterrio Smith,RB,9,137.6,15.29,-23.9,64.7,-0.26,0.743,,
00-0021148,Jeremy Shockey,TE,13,165.9,12.76,-32.7,61.0,-0.348,0.731,,
00-0020608,David Carr,QB,13,162.6,12.51,-59.7,62.0,-0.654,0.726,,
00-0021152,Ashley Lelie,WR,13,170.4,13.11,-43.8,62.5,-0.517,0.708,,
00-0006423,Brian Griese,QB,9,130.7,14.52,-27.1,60.2,-0.296,0.696,,
00-0021337,Ronald Curry,WR,11,152.6,13.87,-26.5,61.9,-0.352,0.656,,
00-0008561,Keyshawn Johnson,WR,13,164.1,12.62,-51.4,57.2,-0.601,0.633,,
00-0020438,Touraj Houshmandzadeh,WR,12,160.4,13.37,-37.8,62.2,-0.492,0.628,,
00-0020474,Kevan Barlow,RB,12,148.0,12.33,-64.1,51.6,-0.7,0.624,,
00-0018958,Laveranues Coles,WR,13,160.5,12.35,-54.3,53.2,-0.614,0.624,,
00-0021429,Carson Palmer,QB,13,158.6,12.2,-62.5,57.6,-0.756,0.622,,
