player_id,name,pos,team,season,games,gp14,att_pg,car_pg,tgt_pg,tgt_share,ay_share,wopr,att,cmp_pct,ypa,pass_td_rate,int_rate,sack_rate,epa_db,cpoe,pacr,pass_fd_rate,pass_expl_rate,car,ypc,rush_td_rate,epa_car,rush_fd_rate,rush_expl_rate,tgt,rec,catch_rate,ypt,ypr,adot,racr,yac_rec,epa_tgt,rec_td_rate,rec_fd_rate,rec_expl_rate,fum_lost,wk_act,wk_res,wk_ina,wk_hurt,wk_bench,fp_ppr,fp_exp,fp_act,fp_diff,fp_exp_pg,exp_share,pass_fp_exp,rush_fp_exp,rec_fp_exp,td_exp,td_act,td_diff
00-0003739,Daunte Culpepper,QB,MIN,2004,16,13,34.31,5.56,0.0,nan,nan,nan,549,0.6903,8.59,0.071,0.02,0.0758,0.3045,0.0,,0.408,0.1148,89,4.56,0.0225,-0.148,0.3596,0.191,0,0,,,,,,,,,,,3,17,0,,,,373.3,,,,,,,,,,,
00-0010346,Peyton Manning,QB,IND,2004,16,13,31.06,1.56,0.0,nan,nan,nan,497,0.6761,9.17,0.0986,0.0201,0.0255,0.4343,0.0,,0.4668,0.1368,25,1.52,0.0,-0.3944,0.16,0.08,0,0,,,,,,,,,,,1,17,0,,,,360.1,,,,,,,,,,,
00-0011022,Donovan McNabb,QB,PHI,2004,15,13,31.33,2.8,0.0,nan,nan,nan,470,0.6383,8.24,0.066,0.017,0.0619,0.2391,0.0,,0.3723,0.1064,42,5.26,0.0714,-0.1354,0.2857,0.2143,0,0,,,,,,,,,,,2,17,0,,,,291.1,,,,,,,,,,,
00-0006355,Trent Green,QB,KC,2004,16,13,34.75,1.56,0.0,nan,nan,nan,556,0.6637,8.25,0.0486,0.0306,0.0544,0.255,0.0,,0.4083,0.1061,25,3.4,0.0,-0.0874,0.16,0.12,0,0,,,,,,,,,,,1,17,0,,,,260.1,,,,,,,,,,,
00-0013042,Jake Plummer,QB,DEN,2004,16,13,32.62,3.75,0.0,nan,nan,nan,522,0.5805,7.83,0.0517,0.0383,0.0315,0.1214,0.0,,0.3525,0.1054,60,3.58,0.0167,-0.1725,0.2167,0.1,0,0,,,,,,,,,,,1,17,0,,,,257.1,,,,,,,,,,,
00-0005106,Brett Favre,QB,GB,2004,16,13,33.81,1.0,0.0,nan,nan,nan,541,0.6396,7.55,0.0555,0.0314,0.0217,0.2537,0.0,,0.3734,0.0924,16,2.25,0.0,-0.5745,0.125,0.0625,0,0,,,,,,,,,,,1,17,0,,,,255.0,,,,,,,,,,,
00-0004161,Jake Delhomme,QB,CAR,2004,16,13,33.31,1.56,0.0,nan,nan,nan,533,0.5816,7.29,0.0544,0.0281,0.0583,0.1239,0.0,,0.3602,0.1126,25,2.84,0.04,-0.3314,0.36,0.16,0,0,,,,,,,,,,,1,17,0,,,,248.5,,,,,,,,,,,
00-0001823,Aaron Brooks,QB,NO,2004,16,13,33.88,3.56,0.0,nan,nan,nan,542,0.5701,7.03,0.0387,0.0295,0.0719,0.0342,0.0,,0.3266,0.1052,57,3.49,0.0702,-0.0123,0.2456,0.0877,0,1,,,1.0,,,0.0,,,,,1,17,0,,,,247.4,,,,,,,,,,,
00-0020531,Drew Brees,QB,LAC,2004,15,13,26.67,3.53,0.0,nan,nan,nan,400,0.655,7.9,0.0675,0.0175,0.0408,0.3135,0.0,,0.3525,0.1,53,1.6,0.0377,-0.1541,0.3396,0.0377,0,1,,,38.0,,,0.0,,,,,1,17,0,,,,243.7,,,,,,,,,,,
00-0019599,Marc Bulger,QB,LA,2004,14,12,34.64,1.36,0.0,nan,nan,nan,485,0.6619,8.17,0.0433,0.0289,0.0779,0.1471,0.0,-3964.0,0.3711,0.1155,19,4.68,0.1579,0.5217,0.3684,0.1053,0,0,,,,,,,,,,,0,17,0,,,,235.5,,,,,,,,,,,
