player_id,name,pos,gp,pts,ppg,pts_above_avg,pts_above_repl,WAA,WAR,pts_above_waiver,VoWP
00-0005092,Marshall Faulk,RB,11,298.4,27.13,117.6,214.7,1.404,2.435,,
00-0015290,Roderick Smith,WR,13,281.2,21.63,75.5,182.1,0.926,2.147,,
00-0012478,Terrell Owens,WR,13,276.0,21.23,71.3,176.7,0.819,2.024,,
00-0007661,Priest Holmes,RB,13,271.4,20.88,61.5,173.8,0.695,1.968,,
00-0001532,David Boston,WR,13,262.3,20.18,56.6,163.1,0.697,1.967,,
00-0007024,Marvin Harrison,WR,13,272.6,20.97,66.6,173.1,0.754,1.954,,
00-0006305,Ahman Green,RB,13,257.5,19.81,47.5,159.6,0.596,1.927,,
00-0015218,Jimmy Smith,WR,13,246.4,18.95,41.6,148.0,0.512,1.795,,
00-0017915,Errick Williams,RB,13,246.9,18.99,34.7,147.1,0.423,1.78,,
00-0011754,Randy Moss,WR,13,255.7,19.67,49.5,156.2,0.541,1.777,,
00-0010442,Curtis Martin,RB,13,245.3,18.87,36.0,147.1,0.434,1.757,,
00-0002068,Troy Brown,WR,14,242.5,17.32,21.5,135.7,0.263,1.642,,
00-0002058,Timothy Brown,WR,13,237.0,18.23,32.3,137.7,0.394,1.639,,
00-0017200,Kurtis Warner,QB,13,232.1,17.85,22.9,135.4,0.3,1.633,,
00-0005755,Jeff Garcia,QB,13,233.0,17.92,20.8,135.6,0.238,1.624,,
00-0011022,Donovan McNabb,QB,13,222.5,17.12,12.3,126.7,0.164,1.549,,
00-0001823,Aaron Brooks,QB,13,225.8,17.37,15.7,128.1,0.173,1.538,,
00-0007744,Joseph Horn,WR,13,229.7,17.67,24.8,129.7,0.258,1.503,,
00-0019647,Shaun Alexander,RB,13,232.4,17.88,21.5,133.4,0.219,1.5,,
00-0008561,Keyshawn Johnson,WR,13,222.6,17.12,17.7,122.6,0.221,1.498,,
00-0005741,Richard Gannon,QB,13,220.3,16.94,8.1,122.9,0.1,1.489,,
00-0020536,LaDainian Tomlinson,RB,14,228.1,16.29,2.1,122.4,0.029,1.487,,
00-0011024,Steve McNair,QB,12,214.7,17.89,19.5,124.0,0.237,1.474,,
00-0010346,Peyton Manning,QB,13,217.4,16.72,4.1,120.2,0.061,1.446,,
00-0005106,Brett Favre,QB,13,209.2,16.09,-1.4,112.7,-0.024,1.371,,
00-0001477,Marty Booker,WR,13,213.7,16.44,6.6,113.8,0.063,1.343,,
00-0006101,Anthony Gonzalez,TE,13,199.9,15.38,34.3,105.7,0.427,1.307,,
00-0003739,Daunte Culpepper,QB,11,190.1,17.28,14.0,108.4,0.171,1.306,,
00-0008059,Qadry Ismail,WR,13,204.1,15.7,-1.3,105.1,-0.017,1.289,,
00-0004304,Corey Dillon,RB,13,208.9,16.07,-3.1,110.7,-0.073,1.282,,
00-0013639,Jerry Rice,WR,13,206.9,15.92,2.2,107.6,0.009,1.266,,
00-0007180,Gerald Hearst,RB,13,201.5,15.5,-9.4,102.5,-0.135,1.238,,
00-0008560,Kevin Johnson,WR,13,200.3,15.41,-3.6,101.3,-0.052,1.237,,
00-0015523,Duce Staley,RB,11,180.0,16.36,4.6,97.3,0.032,1.143,,
00-0000745,Atiim Barber,RB,11,174.5,15.86,-0.3,93.0,-0.015,1.135,,
00-0002099,Isaac Bruce,WR,13,192.2,14.78,-14.0,92.7,-0.186,1.093,,
00-0017162,Hines Ward,WR,13,189.1,14.55,-15.8,89.1,-0.202,1.081,,
00-0007681,Torry Holt,WR,13,187.5,14.42,-18.7,88.0,-0.237,1.072,,
00-0004640,Warrick Dunn,RB,11,173.5,15.77,-6.4,89.1,-0.102,1.058,,
00-0010500,Derrick Mason,WR,12,178.3,14.86,-12.6,86.8,-0.16,1.038,,
00-0014489,William Schroeder,WR,11,167.8,15.25,-5.0,83.6,-0.045,1.034,,
00-0015091,Antowain Smith,RB,14,190.2,13.59,-35.8,84.5,-0.444,1.006,,
00-0015700,Kordell Stewart,QB,13,183.1,14.08,-27.0,85.3,-0.347,1.005,,
00-0014722,Shannon Sharpe,TE,13,173.5,13.35,8.0,80.2,0.093,0.988,,
00-0008241,Edgerrin James,RB,6,124.5,20.75,29.0,81.2,0.364,0.986,,
00-0003396,Curtis Conway,WR,14,186.8,13.34,-34.2,80.0,-0.437,0.976,,
00-0013042,Jason Plummer,QB,13,175.7,13.51,-34.9,78.8,-0.438,0.968,,
00-0008210,Willie Jackson,WR,13,180.6,13.89,-24.3,80.6,-0.292,0.965,,
00-0019863,Dominic Rhodes,RB,10,158.3,15.83,-4.1,82.1,-0.05,0.957,,
00-0010668,Keenan McCardell,WR,13,176.0,13.54,-28.8,77.6,-0.371,0.947,,
00-0020403,Anthony Thomas,RB,11,161.3,14.66,-13.6,78.1,-0.155,0.941,,
00-0013080,Marcus Pollard,TE,13,166.7,12.82,2.4,72.5,0.027,0.885,,
00-0006423,Brian Griese,QB,13,167.8,12.9,-42.5,71.6,-0.521,0.881,,
00-0002110,Mark Brunell,QB,12,158.9,13.24,-33.2,71.5,-0.428,0.871,,
00-0005180,Jay Fiedler,QB,13,168.2,12.94,-44.0,70.8,-0.528,0.865,,
00-0018343,Frank Wycheck,TE,13,164.7,12.67,1.0,70.9,0.008,0.858,,
00-0011727,Johnnie Morton,WR,13,170.7,13.13,-36.4,70.8,-0.45,0.857,,
00-0005779,Charles Garner,RB,13,166.1,12.78,-44.8,67.1,-0.563,0.826,,
00-0019663,Darrell Jackson,WR,13,167.0,12.85,-37.7,67.7,-0.474,0.819,,
00-0002721,Christopher Carter,WR,13,165.2,12.71,-41.0,65.7,-0.517,0.792,,
00-0003035,Desmond Clark,TE,12,150.1,12.51,-1.5,63.5,-0.009,0.784,,
00-0008442,James Johnson,QB,13,161.7,12.44,-48.4,64.0,-0.61,0.776,,
00-0001215,Jerome Bettis,RB,11,146.3,13.3,-33.3,62.3,-0.406,0.762,,
00-0015242,Lamar Smith,RB,13,159.4,12.26,-51.5,60.4,-0.626,0.739,,
00-0016440,James Thrash,WR,13,162.1,12.47,-42.7,63.7,-0.522,0.736,,
00-0016550,Amani Toomer,WR,13,158.0,12.15,-47.7,58.9,-0.593,0.718,,
00-0004052,Stephen Davis,RB,13,155.1,11.93,-53.6,57.2,-0.661,0.713,,
00-0013013,Michael Pittman,RB,12,148.6,12.38,-47.5,56.3,-0.574,0.698,,
00-0013232,Peerless Price,WR,13,158.6,12.2,-46.2,60.2,-0.599,0.687,,
00-0005562,Antonio Freeman,WR,13,155.9,11.99,-48.0,56.9,-0.614,0.681,,
00-0006210,Jeffrey Graham,WR,14,161.1,11.51,-59.9,54.3,-0.713,0.658,,
00-0011770,Eric Moulds,WR,13,154.2,11.86,-50.6,55.8,-0.641,0.652,,
00-0015698,James Stewart,RB,9,119.6,13.29,-26.0,52.0,-0.33,0.641,,
00-0019642,Plaxico Burress,WR,13,150.2,11.55,-54.7,50.2,-0.67,0.594,,
00-0006355,Trent Green,QB,13,144.4,11.11,-64.4,48.7,-0.8,0.592,,
00-0008060,Raghib Ismail,WR,11,133.0,12.09,-42.8,47.9,-0.517,0.591,,
00-0018958,Laveranues Coles,WR,13,146.4,11.26,-58.4,47.0,-0.734,0.568,,
