player_id,name,pos,team,season,week,att,cmp,pass_epa,sacks,cpoe,car,tgt,rec,rec_ay,tgt_share,ay_share,team_car,team_rb_touch,fp_ppr,fp_exp,fp_act
00-0000145,Derrick Alexander,WR,MIN,2002,1,0,0,0.0,0,,0,3,1,53,0.1071,1.0,33,29,2.1,,
00-0000145,Derrick Alexander,WR,MIN,2002,2,0,0,0.0,0,,0,9,3,0.0,0.2,,39,31,11.5,,
00-0000145,Derrick Alexander,WR,MIN,2002,3,0,0,0.0,0,,0,2,1,0.0,0.069,0.0,18,21,2.2,,
00-0000145,Derrick Alexander,WR,MIN,2002,4,0,0,0.0,0,,0,12,4,0.0,0.2264,0.0,32,33,6.4,,
00-0000145,Derrick Alexander,WR,MIN,2002,6,0,0,0.0,0,,0,5,2,8,0.1429,1.0,25,24,5.1,,
00-0000145,Derrick Alexander,WR,MIN,2002,7,0,0,0.0,0,,0,4,2,0.0,0.1026,0.0,23,22,4.2,,
00-0000145,Derrick Alexander,WR,MIN,2002,8,0,0,0.0,0,,0,2,1,0.0,0.0667,,44,42,1.9,,
00-0000145,Derrick Alexander,WR,MIN,2002,9,0,0,0.0,0,,0,2,0,0.0,0.08,0.0,23,25,0.0,,
00-0000166,Stephen Alexander,TE,LAC,2002,1,0,0,0.0,0,,0,1,0,0.0,0.0526,,45,44,0.0,,
00-0000166,Stephen Alexander,TE,LAC,2002,2,0,0,0.0,0,,0,7,3,0.0,0.25,0.0,35,35,3.3,,
00-0000166,Stephen Alexander,TE,LAC,2002,3,0,0,0.0,0,,0,4,3,0.0,0.1333,0.0,34,34,7.4,,
00-0000166,Stephen Alexander,TE,LAC,2002,4,0,0,0.0,0,,0,2,0,0.0,0.1176,,34,35,0.0,,
00-0000166,Stephen Alexander,TE,LAC,2002,5,0,0,0.0,0,,0,2,1,6,0.0476,1.0,18,25,1.8,,
00-0000166,Stephen Alexander,TE,LAC,2002,9,0,0,0.0,0,,0,8,7,0.0,0.2286,0.0,14,21,15.4,,
00-0000166,Stephen Alexander,TE,LAC,2002,10,0,0,0.0,0,,0,3,1,15,0.15,0.3333,29,29,2.2,,
00-0000166,Stephen Alexander,TE,LAC,2002,11,0,0,0.0,0,,0,5,2,4,0.1,1.0,28,35,3.8,,
00-0000166,Stephen Alexander,TE,LAC,2002,12,0,0,0.0,0,,0,11,8,0.0,0.5,0.0,20,20,14.1,,
00-0000166,Stephen Alexander,TE,LAC,2002,13,0,0,0.0,0,,0,6,3,0.0,0.1538,,38,52,7.0,,
00-0000166,Stephen Alexander,TE,LAC,2002,14,0,0,0.0,0,,0,6,4,0.0,0.1622,0.0,25,26,6.4,,
00-0000166,Stephen Alexander,TE,LAC,2002,15,0,0,0.0,0,,0,7,3,0.0,0.2188,,30,32,7.2,,
00-0000166,Stephen Alexander,TE,LAC,2002,16,0,0,0.0,0,,0,3,2,0.0,0.0789,,26,35,6.5,,
00-0000166,Stephen Alexander,TE,LAC,2002,17,0,0,0.0,0,,0,11,8,0.0,0.2292,0.0,20,22,26.9,,
00-0000210,James Allen,RB,HOU,2002,1,0,0,0.0,0,,19,4,2,-7,0.1818,1.0,35,33,9.2,,
00-0000210,James Allen,RB,HOU,2002,2,0,0,0.0,0,,13,1,1,0.0,0.0476,0.0,25,22,6.6,,
00-0000210,James Allen,RB,HOU,2002,3,0,0,0.0,0,,11,3,3,0.0,0.1429,0.0,30,30,8.2,,
00-0000210,James Allen,RB,HOU,2002,4,0,0,0.0,0,,14,3,2,0.0,0.12,0.0,24,24,8.1,,
00-0000210,James Allen,RB,HOU,2002,6,1,1,1.658,0,,8,1,1,0.0,0.0476,,29,22,7.2,,
00-0000210,James Allen,RB,HOU,2002,7,0,0,0.0,0,,5,5,4,0.0,0.1389,,22,24,13.9,,
00-0000210,James Allen,RB,HOU,2002,8,0,0,0.0,0,,10,2,1,0.0,0.04,,63,63,5.8,,
00-0000210,James Allen,RB,HOU,2002,9,0,0,0.0,0,,10,3,2,0.0,0.1,0.0,25,25,6.6,,
00-0000210,James Allen,RB,HOU,2002,10,0,0,0.0,0,,2,4,4,0.0,0.129,0.0,24,26,7.0,,
00-0000210,James Allen,RB,HOU,2002,11,0,0,0.0,0,,11,8,7,0.0,0.2667,0.0,28,29,13.2,,
00-0000210,James Allen,RB,HOU,2002,12,0,0,0.0,0,,5,2,1,0.0,0.087,,35,31,0.9,,
00-0000210,James Allen,RB,HOU,2002,13,0,0,0.0,0,,16,10,10,0.0,0.2857,,20,30,21.3,,
00-0000210,James Allen,RB,HOU,2002,14,0,0,0.0,0,,13,2,0,0.0,0.2,,26,23,1.9,,
00-0000210,James Allen,RB,HOU,2002,15,0,0,0.0,0,,8,2,2,0.0,0.0606,0.0,24,25,7.6,,
00-0000210,James Allen,RB,HOU,2002,16,0,0,0.0,0,,4,1,1,0.0,0.0385,0.0,24,22,3.2,,
00-0000210,James Allen,RB,HOU,2002,17,1,0,-0.439,0,,6,6,6,0.0,0.1579,0.0,22,25,12.6,,
00-0000242,John Allred,TE,PIT,2002,9,0,0,0.0,0,,0,1,0,0.0,0.0233,0.0,39,34,0.0,,
00-0000598,Karsten Bailey,WR,GB,2002,3,0,0,0.0,0,,0,3,1,0.0,0.0638,0.0,31,38,2.0,,
00-0000598,Karsten Bailey,WR,GB,2002,4,0,0,0.0,0,,0,3,2,4,0.0938,1.0,22,22,3.6,,
00-0000745,Tiki Barber,RB,NYG,2002,1,0,0,0.0,0,,15,10,5,10,0.2222,0.2083,22,28,17.6,,
00-0000745,Tiki Barber,RB,NYG,2002,2,0,0,0.0,0,,19,6,6,0.0,0.24,0.0,38,37,17.0,,
00-0000745,Tiki Barber,RB,NYG,2002,3,0,0,0.0,0,,21,10,7,0.0,0.2632,,35,42,17.9,,
00-0000745,Tiki Barber,RB,NYG,2002,4,0,0,0.0,0,,13,8,6,6,0.2286,0.1875,17,23,20.3,,
00-0000745,Tiki Barber,RB,NYG,2002,5,0,0,0.0,0,,17,5,4,0.0,0.1852,0.0,28,28,16.3,,
00-0000745,Tiki Barber,RB,NYG,2002,6,0,0,0.0,0,,14,5,3,0.0,0.1613,0.0,27,29,11.9,,
00-0000745,Tiki Barber,RB,NYG,2002,8,0,0,0.0,0,,15,6,5,0.0,0.1875,,23,29,22.1,,
00-0000745,Tiki Barber,RB,NYG,2002,9,0,0,0.0,0,,19,4,4,0.0,0.1538,,35,39,32.3,,
00-0000745,Tiki Barber,RB,NYG,2002,10,0,0,0.0,0,,24,7,7,0.0,0.2059,0.0,35,38,30.3,,
00-0000745,Tiki Barber,RB,NYG,2002,11,0,0,0.0,0,,24,4,2,0.0,0.087,0.0,38,36,8.2,,
00-0000745,Tiki Barber,RB,NYG,2002,12,0,0,0.0,0,,20,4,4,0.0,0.1,0.0,26,29,24.7,,
00-0000745,Tiki Barber,RB,NYG,2002,13,0,0,0.0,0,,22,4,1,0.0,0.1111,,25,27,13.6,,
00-0000745,Tiki Barber,RB,NYG,2002,14,0,0,0.0,0,,20,4,2,0.0,0.129,,29,33,18.9,,
00-0000745,Tiki Barber,RB,NYG,2002,15,0,0,0.0,0,,11,3,3,0.0,0.0968,,33,34,22.2,,
00-0000745,Tiki Barber,RB,NYG,2002,16,0,0,0.0,0,,18,4,2,0.0,0.1379,,36,35,18.5,,
00-0000745,Tiki Barber,RB,NYG,2002,17,0,0,0.0,0,,32,11,8,0.0,0.3143,0.0,39,43,29.6,,
00-0000765,Reggie Barlow,WR,TB,2002,8,0,0,0.0,0,,0,4,2,0.0,0.125,0.0,27,22,3.0,,
00-0000765,Reggie Barlow,WR,TB,2002,9,0,0,0.0,0,,0,1,1,0.0,0.0323,,30,6,2.3,,
00-0000849,Mike Bartrum,TE,PHI,2002,2,0,0,0.0,0,,0,1,0,0.0,0.0278,,28,33,0.0,,
00-0000849,Mike Bartrum,TE,PHI,2002,3,0,0,0.0,0,,0,1,1,0.0,0.0256,,26,21,1.8,,
00-0000869,D'Wayne Bates,WR,MIN,2002,1,0,0,0.0,0,,0,5,2,0.0,0.1786,0.0,33,29,7.0,,
00-0000869,D'Wayne Bates,WR,MIN,2002,2,0,0,0.0,0,,0,3,3,0.0,0.0667,,39,31,15.8,,
00-0000869,D'Wayne Bates,WR,MIN,2002,3,0,0,0.0,0,,0,7,4,0.0,0.2414,0.0,18,21,9.0,,
00-0000869,D'Wayne Bates,WR,MIN,2002,4,0,0,0.0,0,,0,5,3,0.0,0.0943,0.0,32,33,5.7,,
00-0000869,D'Wayne Bates,WR,MIN,2002,6,0,0,0.0,0,,0,2,1,0.0,0.0571,0.0,25,24,1.5,,
00-0000869,D'Wayne Bates,WR,MIN,2002,7,0,0,0.0,0,,0,8,6,0.0,0.2051,0.0,23,22,14.6,,
00-0000869,D'Wayne Bates,WR,MIN,2002,10,0,0,0.0,0,,0,3,1,0.0,0.1154,,26,20,2.9,,
