player_id,name,pos,team,season,week,att,cmp,pass_epa,sacks,cpoe,car,tgt,rec,rec_ay,tgt_share,ay_share,team_car,team_rb_touch,fp_ppr,fp_exp,fp_act
00-0000007,Rabih Abdullah,RB,CHI,2003,2,0,0,0.0,0,,1,0,2,0.0,,,17,15,3.2,,
00-0000007,Rabih Abdullah,RB,CHI,2003,4,0,0,0.0,0,,1,0,2,0.0,,,28,21,3.0,,
00-0000007,Rabih Abdullah,RB,CHI,2003,5,0,0,0.0,0,,2,0,0,0.0,,,35,27,0.8,,
00-0000007,Rabih Abdullah,RB,CHI,2003,7,0,0,0.0,0,,3,0,0,0.0,,,28,25,0.4,,
00-0000007,Rabih Abdullah,RB,CHI,2003,8,0,0,0.0,0,,1,0,0,0.0,,,26,23,0.6,,
00-0000007,Rabih Abdullah,RB,CHI,2003,9,0,0,0.0,0,,1,0,0,0.0,,,33,32,0.3,,
00-0000007,Rabih Abdullah,RB,CHI,2003,10,0,0,0.0,0,,2,0,1,0.0,,,24,25,2.0,,
00-0000007,Rabih Abdullah,RB,CHI,2003,11,0,0,0.0,0,,1,0,0,0.0,,,26,26,0.1,,
00-0000007,Rabih Abdullah,RB,CHI,2003,13,0,0,0.0,0,,1,0,0,0.0,,,36,33,0.0,,
00-0000007,Rabih Abdullah,RB,CHI,2003,14,0,0,0.0,0,,2,0,1,0.0,,,20,17,1.8,,
00-0000007,Rabih Abdullah,RB,CHI,2003,15,0,0,0.0,0,,1,0,0,0.0,,,23,22,0.3,,
00-0000007,Rabih Abdullah,RB,CHI,2003,17,0,0,0.0,0,,2,0,2,0.0,,,22,23,4.7,,
00-0000541,John Avery,RB,MIN,2003,4,0,0,0.0,0,,1,0,0,0.0,,,30,28,0.0,,
00-0000552,Obafemi Ayanbadejo,RB,MIA,2003,7,0,0,0.0,0,,1,0,3,0.0,,,29,33,3.6,,
00-0000722,Tony Banks,QB,HOU,2003,3,11,7,5.278,0,,1,0,0,0.0,,,26,31,6.3,,
00-0000722,Tony Banks,QB,HOU,2003,8,17,12,-1.215,1,,1,0,0,0.0,,,28,33,2.2,,
00-0000722,Tony Banks,QB,HOU,2003,9,19,13,8.597,2,,2,0,0,0.0,,,30,29,11.4,,
00-0000722,Tony Banks,QB,HOU,2003,11,16,11,7.163,3,,0,0,0,0.0,,,28,29,10.3,,
00-0000722,Tony Banks,QB,HOU,2003,12,25,10,-10.549,3,,2,0,0,0.0,,,30,26,10.2,,
00-0000722,Tony Banks,QB,HOU,2003,13,14,8,-5.738,4,,0,0,0,0.0,,,31,29,4.0,,
00-0000745,Tiki Barber,RB,NYG,2003,1,0,0,0.0,0,,24,0,2,0.0,,,27,30,16.5,,
00-0000745,Tiki Barber,RB,NYG,2003,2,0,0,0.0,0,,15,0,2,0.0,,,17,18,6.8,,
00-0000745,Tiki Barber,RB,NYG,2003,3,0,0,0.0,0,,28,0,4,0.0,,,31,33,18.4,,
00-0000745,Tiki Barber,RB,NYG,2003,5,0,0,0.0,0,,20,0,4,0.0,,,23,28,19.9,,
00-0000745,Tiki Barber,RB,NYG,2003,6,0,0,0.0,0,,22,0,8,0.0,,,24,31,17.9,,
00-0000745,Tiki Barber,RB,NYG,2003,7,0,0,0.0,0,,19,0,5,0.0,,,41,42,16.3,,
00-0000745,Tiki Barber,RB,NYG,2003,8,0,0,0.0,0,,20,0,5,0.0,,,28,31,23.2,,
00-0000745,Tiki Barber,RB,NYG,2003,9,0,0,0.0,0,,21,0,4,0.0,,,33,37,14.9,,
00-0000745,Tiki Barber,RB,NYG,2003,10,0,0,0.0,0,,16,0,10,0.0,,,19,30,21.8,,
00-0000745,Tiki Barber,RB,NYG,2003,11,0,0,0.0,0,,19,0,3,0.0,,,24,26,22.1,,
00-0000745,Tiki Barber,RB,NYG,2003,12,0,0,0.0,0,,13,0,5,0.0,,,17,19,13.9,,
00-0000745,Tiki Barber,RB,NYG,2003,13,0,0,0.0,0,,12,0,1,0.0,,,13,14,3.4,,
00-0000745,Tiki Barber,RB,NYG,2003,14,0,0,0.0,0,,16,0,3,0.0,,,23,26,15.6,,
00-0000745,Tiki Barber,RB,NYG,2003,15,0,0,0.0,0,,11,0,5,0.0,,,26,30,12.0,,
00-0000745,Tiki Barber,RB,NYG,2003,16,0,0,0.0,0,,13,0,5,0.0,,,22,24,15.2,,
00-0000745,Tiki Barber,RB,NYG,2003,17,0,0,0.0,0,,9,0,3,0.0,,,19,23,6.7,,
00-0000865,Charlie Batch,QB,PIT,2003,5,6,3,-3.145,0,,1,0,0,0.0,,,18,23,2.1,,
00-0000865,Charlie Batch,QB,PIT,2003,13,2,1,-1.417,1,,0,0,0,0.0,,,25,26,-1.1,,
00-0001098,Brandon Bennett,RB,CIN,2003,1,0,0,0.0,0,,3,0,1,0.0,,,22,20,2.1,,
00-0001098,Brandon Bennett,RB,CIN,2003,2,0,0,0.0,0,,19,0,1,0.0,,,39,40,6.9,,
00-0001098,Brandon Bennett,RB,CIN,2003,3,0,0,0.0,0,,6,0,3,0.0,,,16,16,6.0,,
00-0001098,Brandon Bennett,RB,CIN,2003,4,0,0,0.0,0,,5,0,1,0.0,,,29,29,2.5,,
00-0001098,Brandon Bennett,RB,CIN,2003,5,0,0,0.0,0,,6,0,1,0.0,,,27,28,-0.5,,
00-0001098,Brandon Bennett,RB,CIN,2003,7,0,0,0.0,0,,2,0,0,0.0,,,28,25,0.5,,
00-0001098,Brandon Bennett,RB,CIN,2003,8,0,0,0.0,0,,1,0,1,0.0,,,33,31,1.2,,
00-0001098,Brandon Bennett,RB,CIN,2003,10,0,0,0.0,0,,2,0,1,0.0,,,57,48,8.2,,
00-0001098,Brandon Bennett,RB,CIN,2003,12,0,0,0.0,0,,1,0,3,0.0,,,45,41,6.3,,
00-0001098,Brandon Bennett,RB,CIN,2003,13,0,0,0.0,0,,1,0,0,0.0,,,25,23,1.6,,
00-0001098,Brandon Bennett,RB,CIN,2003,14,0,0,0.0,0,,5,0,5,0.0,,,21,26,12.6,,
00-0001098,Brandon Bennett,RB,CIN,2003,15,0,0,0.0,0,,2,0,1,0.0,,,37,35,2.6,,
00-0001098,Brandon Bennett,RB,CIN,2003,16,0,0,0.0,0,,3,0,2,0.0,,,23,25,6.0,,
00-0001215,Jerome Bettis,RB,PIT,2003,1,0,0,0.0,0,,4,0,0,0.0,,,33,20,1.4,,
00-0001215,Jerome Bettis,RB,PIT,2003,2,0,0,0.0,0,,4,0,0,0.0,,,16,17,0.7,,
00-0001215,Jerome Bettis,RB,PIT,2003,3,0,0,0.0,0,,16,0,0,0.0,,,38,33,11.9,,
00-0001215,Jerome Bettis,RB,PIT,2003,4,0,0,0.0,0,,3,0,0,0.0,,,25,27,0.6,,
00-0001215,Jerome Bettis,RB,PIT,2003,5,0,0,0.0,0,,3,0,0,0.0,,,18,23,6.8,,
00-0001215,Jerome Bettis,RB,PIT,2003,6,0,0,0.0,0,,14,0,1,0.0,,,30,27,11.1,,
00-0001215,Jerome Bettis,RB,PIT,2003,8,0,0,0.0,0,,12,0,0,0.0,,,18,16,2.2,,
00-0001215,Jerome Bettis,RB,PIT,2003,9,0,0,0.0,0,,17,0,0,0.0,,,30,27,5.0,,
00-0001215,Jerome Bettis,RB,PIT,2003,10,0,0,0.0,0,,18,0,1,0.0,,,27,24,5.2,,
