player_id,name,pos,gp,pts,ppg,pts_above_avg,pts_above_repl,WAA,WAR,pts_above_waiver,VoWP
00-0019596,Thomas Brady,QB,13,347.0,26.69,129.0,238.3,1.49,2.642,,
00-0021216,Brian Westbrook,RB,12,319.2,26.6,112.7,212.9,1.265,2.312,,
00-0011754,Randy Moss,WR,13,322.4,24.8,104.2,207.7,1.142,2.245,,
00-0020536,LaDainian Tomlinson,RB,13,308.6,23.74,89.6,195.4,0.979,2.12,,
00-0012478,Terrell Owens,WR,13,285.5,21.96,66.6,170.1,0.713,1.829,,
00-0021678,Antonio Romo,QB,13,272.5,20.96,53.1,163.1,0.605,1.828,,
00-0020438,Touraj Houshmandzadeh,WR,13,257.0,19.77,37.3,141.0,0.441,1.599,,
00-0022127,Christopher Witten,TE,13,255.5,19.65,52.3,142.4,0.589,1.584,,
00-0020498,Reginald Wayne,WR,13,251.5,19.35,34.8,135.7,0.45,1.582,,
00-0024245,Joseph Addai,RB,12,247.3,20.61,42.8,139.8,0.512,1.578,,
00-0023438,Braylon Edwards,WR,13,248.6,19.12,32.0,134.5,0.381,1.528,,
00-0021547,Antonio Gates,TE,13,243.5,18.73,39.8,131.4,0.478,1.5,,
00-0006101,Anthony Gonzalez,TE,13,243.9,18.76,40.7,130.8,0.453,1.456,,
00-0022921,Larry Fitzgerald,WR,12,232.2,19.35,30.5,126.6,0.36,1.439,,
00-0022427,Wesley Welker,WR,13,240.0,18.46,21.8,125.3,0.251,1.405,,
00-0010346,Peyton Manning,QB,13,229.6,17.66,13.2,120.2,0.162,1.394,,
00-0023645,Derek Anderson,QB,13,227.0,17.46,9.1,119.1,0.114,1.379,,
00-0022922,Kellen Winslow,TE,13,226.8,17.45,23.1,114.7,0.253,1.315,,
00-0025394,Adrian Peterson,RB,11,218.0,19.82,32.6,123.7,0.322,1.281,,
00-0020397,Chad Johnson,WR,13,232.9,17.92,13.2,116.9,0.084,1.248,,
00-0007681,Torry Holt,WR,13,218.4,16.8,1.5,104.2,0.051,1.237,,
00-0024466,Marques Colston,WR,13,222.8,17.14,6.9,109.1,0.083,1.235,,
00-0022924,Benjamin Roethlisberger,QB,13,213.8,16.45,-2.6,104.5,-0.002,1.224,,
00-0023437,Ronnie Brown,RB,7,170.1,24.3,56.9,110.7,0.635,1.211,,
00-0024217,Reginald Bush,RB,12,204.8,17.07,1.9,100.7,0.05,1.187,,
00-0022178,Willis McGahee,RB,13,215.2,16.55,-6.8,100.8,-0.063,1.179,,
00-0005106,Brett Favre,QB,13,209.5,16.12,-8.4,101.6,-0.081,1.173,,
00-0007091,Matthew Hasselbeck,QB,13,209.3,16.1,-10.0,100.0,-0.134,1.134,,
00-0024267,Gregory Jennings,WR,11,192.2,17.47,10.7,96.8,0.137,1.13,,
00-0024334,Brandon Marshall,WR,13,213.5,16.42,-3.2,97.7,-0.071,1.102,,
00-0023544,Marion Barber,RB,13,214.6,16.51,-7.4,100.2,-0.124,1.098,,
00-0020531,Drew Brees,QB,13,204.9,15.76,-13.3,95.8,-0.143,1.09,,
00-0019642,Plaxico Burress,WR,13,212.0,16.31,-4.9,97.8,-0.082,1.074,,
00-0021179,Clinton Portis,RB,13,198.0,15.23,-23.7,84.7,-0.278,0.98,,
00-0022738,Christopher Cooley,TE,13,197.7,15.21,-5.0,85.3,-0.073,0.973,,
00-0021755,Earnest Graham,RB,13,201.1,15.47,-17.8,87.8,-0.237,0.958,,
00-0019693,Jamal Lewis,RB,12,194.4,16.2,-8.4,88.3,-0.161,0.915,,
00-0010500,Derrick Mason,WR,13,193.2,14.86,-25.7,77.8,-0.283,0.914,,
00-0004915,Simon Engram,WR,13,196.9,15.15,-22.0,81.5,-0.278,0.911,,
00-0022165,Dallas Clark,TE,12,184.6,15.38,-4.4,78.9,-0.047,0.903,,
00-0005720,Joseph Galloway,WR,13,188.9,14.53,-29.3,74.2,-0.327,0.859,,
00-0022044,Andre Johnson,WR,6,136.7,22.78,31.7,78.5,0.359,0.859,,
00-0021429,Carson Palmer,QB,13,182.9,14.07,-37.4,73.6,-0.45,0.828,,
00-0020337,Stevonne Smith,WR,12,180.1,15.01,-18.7,76.1,-0.239,0.824,,
00-0023462,Sharod White,WR,13,189.3,14.56,-29.6,73.9,-0.367,0.818,,
00-0023500,Franklin Gore,RB,12,183.4,15.28,-16.8,76.4,-0.252,0.817,,
00-0025399,Marshawn Lynch,RB,10,152.1,15.21,-13.9,67.6,-0.158,0.799,,
00-0017162,Hines Ward,WR,11,165.3,15.03,-20.6,65.2,-0.191,0.766,,
00-0022909,Roy Williams,WR,12,173.7,14.47,-24.7,67.1,-0.308,0.755,,
00-0024240,Santonio Holmes,WR,10,149.7,14.97,-19.6,60.8,-0.198,0.719,,
00-0004541,Donald Driver,WR,13,178.0,13.69,-38.6,63.9,-0.48,0.718,,
00-0022736,Steven Jackson,RB,9,146.2,16.24,-7.8,62.9,-0.087,0.715,,
00-0024275,Maurice Jones-Drew,RB,13,172.6,13.28,-49.1,59.3,-0.537,0.699,,
00-0021976,Larry Johnson,RB,8,126.5,15.81,-6.2,59.6,-0.064,0.696,,
00-0022807,Bernard Berrian,WR,13,174.3,13.41,-42.6,60.1,-0.51,0.692,,
00-0021231,David Garrard,QB,10,147.0,14.7,-23.2,60.3,-0.269,0.691,,
00-0018958,Laveranues Coles,WR,11,155.6,14.15,-29.5,59.8,-0.336,0.685,,
00-0024226,Jay Cutler,QB,13,167.9,12.91,-48.6,58.5,-0.573,0.674,,
00-0011022,Donovan McNabb,QB,11,148.9,13.54,-37.2,58.1,-0.421,0.672,,
00-0022001,Kevin Curtis,WR,13,182.0,14.0,-37.7,66.0,-0.503,0.653,,
00-0022770,Derrick Ward,RB,8,125.1,15.64,-6.5,56.0,-0.079,0.652,,
00-0025410,Dwayne Bowe,WR,12,162.1,13.51,-40.5,55.2,-0.449,0.648,,
