player_id,name,pos,team,season,games,gp14,att_pg,car_pg,tgt_pg,tgt_share,ay_share,wopr,att,cmp_pct,ypa,pass_td_rate,int_rate,sack_rate,epa_db,cpoe,pacr,pass_fd_rate,pass_expl_rate,car,ypc,rush_td_rate,epa_car,rush_fd_rate,rush_expl_rate,tgt,rec,catch_rate,ypt,ypr,adot,racr,yac_rec,epa_tgt,rec_td_rate,rec_fd_rate,rec_expl_rate,fum_lost,wk_act,wk_res,wk_ina,wk_hurt,wk_bench,fp_ppr,fp_exp,fp_act,fp_diff,fp_exp_pg,exp_share,pass_fp_exp,rush_fp_exp,rec_fp_exp,td_exp,td_act,td_diff
00-0003739,Daunte Culpepper,QB,MIN,2003,14,11,32.43,5.14,0.0,nan,nan,nan,454,0.6498,7.66,0.0551,0.0242,0.0772,0.1255,0.0,,0.3722,0.0903,72,5.86,0.0556,0.2069,0.3889,0.2222,0,0,,,,,,,,,,,3,17,0,,,,273.4,,,,,,,,,,,
00-0010346,Peyton Manning,QB,IND,2003,16,13,35.38,1.69,0.0,nan,nan,nan,566,0.6696,7.54,0.0512,0.0177,0.0325,0.2347,0.0,,0.371,0.0795,27,1.07,0.0,-0.4334,0.1111,0.037,0,1,,,-2.0,,,0.0,,,,,0,17,0,,,,270.4,,,,,,,,,,,
00-0006355,Trent Green,QB,KC,2003,16,13,32.69,1.62,0.0,nan,nan,nan,523,0.631,7.72,0.0459,0.0229,0.0368,0.1789,0.0,,0.3786,0.1033,26,3.19,0.0769,-0.0013,0.3077,0.1154,0,0,,,,,,,,,,,0,17,0,,,,251.9,,,,,,,,,,,
00-0007091,Matt Hasselbeck,QB,SEA,2003,16,13,32.06,2.25,0.0,nan,nan,nan,513,0.6101,7.49,0.0507,0.0292,0.0757,0.1385,0.0,,0.3645,0.1053,36,3.47,0.0556,-0.0687,0.2778,0.1389,0,0,,,,,,,,,,,0,17,0,,,,250.3,,,,,,,,,,,
00-0011024,Steve McNair,QB,TEN,2003,14,13,28.57,2.64,0.0,nan,nan,nan,400,0.625,8.12,0.06,0.0175,0.0476,0.2484,0.0,,0.41,0.1175,37,3.73,0.1081,0.0166,0.2432,0.1351,0,1,,,4.0,,,0.0,,,,,2,17,0,,,,243.0,,,,,,,,,,,
00-0001823,Aaron Brooks,QB,NO,2003,16,13,32.38,3.25,0.0,nan,nan,nan,518,0.5907,6.85,0.0463,0.0154,0.065,0.0326,0.0,,0.332,0.0695,52,3.52,0.0385,-0.192,0.3846,0.0769,0,0,,,,,,,,,,,4,17,0,,,,230.1,,,,,,,,,,,
00-0005755,Jeff Garcia,QB,SF,2003,13,10,30.15,4.15,0.0,nan,nan,nan,392,0.574,6.9,0.0459,0.0332,0.0531,0.0497,0.0,,0.3342,0.0893,54,6.02,0.1296,0.3997,0.4444,0.2593,0,1,,,6.0,,,0.0,,,,,1,17,0,,,,226.3,,,,,,,,,,,
00-0005106,Brett Favre,QB,GB,2003,16,13,29.5,1.12,0.0,nan,nan,nan,472,0.6525,7.12,0.0678,0.0445,0.0387,0.1196,0.0,,0.3517,0.089,18,0.83,0.0,-0.3519,0.1667,0.0,0,0,,,,,,,,,,,0,17,0,,,,221.9,,,,,,,,,,,
00-0009311,Jon Kitna,QB,CIN,2003,16,13,32.56,2.38,0.0,nan,nan,nan,521,0.6238,6.92,0.0499,0.0288,0.0663,0.0869,0.0,,0.3474,0.071,38,3.08,0.0,-0.0579,0.1842,0.1842,0,0,,,,,,,,,,,0,17,0,,,,221.9,,,,,,,,,,,
00-0011022,Donovan McNabb,QB,PHI,2003,16,13,29.94,4.38,0.0,nan,nan,nan,479,0.5762,6.73,0.0334,0.023,0.0824,0.0001,0.0,,0.3173,0.0919,70,5.13,0.0429,0.1868,0.3714,0.2286,0,1,,,-7.0,,,0.0,,,,,0,17,0,,,,219.1,,,,,,,,,,,
00-0019599,Marc Bulger,QB,LA,2003,15,12,35.47,1.93,0.0,nan,nan,nan,532,0.6316,7.23,0.0414,0.0414,0.065,0.0614,0.0,,0.3628,0.1109,29,2.59,0.1379,-0.1071,0.2414,0.1379,0,0,,,,,,,,,,,0,17,0,,,,217.3,,,,,,,,,,,
00-0008442,Brad Johnson,QB,TB,2003,16,13,35.62,1.56,0.0,nan,nan,nan,570,0.6211,6.7,0.0456,0.0368,0.0339,0.0719,0.0,,0.3228,0.0649,25,1.32,0.0,-0.2872,0.16,0.04,0,0,,,,,,,,,,,1,17,0,,,,216.1,,,,,,,,,,,
00-0019596,Tom Brady,QB,NE,2003,16,13,33.0,2.62,0.0,nan,nan,nan,528,0.6004,6.86,0.0436,0.0227,0.0571,0.063,0.0,,0.3314,0.0833,42,1.5,0.0238,-0.2556,0.2619,0.0476,0,0,,,,,,,,,,,2,17,0,,,,215.1,,,,,,,,,,,
00-0020404,Quincy Carter,QB,DAL,2003,16,13,31.62,4.25,0.0,nan,nan,nan,506,0.5771,6.53,0.0336,0.0415,0.0681,-0.0914,0.0,,0.2925,0.0949,68,3.78,0.0294,-0.0669,0.3529,0.1176,0,0,,,,,,,,,,,1,17,0,,,,189.8,,,,,,,,,,,
00-0010261,Tommy Maddox,QB,PIT,2003,16,13,32.44,0.81,0.0,nan,nan,nan,519,0.5742,6.58,0.0347,0.0328,0.0732,-0.0435,0.0,,0.3295,0.0848,13,0.92,0.0,-1.0368,0.0,0.0,0,0,,,,,,,,,,,0,17,0,,,,171.8,,,,,,,,,,,
00-0004161,Jake Delhomme,QB,CAR,2003,16,13,28.06,2.62,0.0,nan,nan,nan,449,0.5924,7.17,0.0423,0.0356,0.0487,0.0362,0.0,,0.3252,0.1024,42,1.02,0.0238,-0.5852,0.2381,0.0,0,0,,,,,,,,,,,2,17,0,,,,171.1,,,,,,,,,,,
00-0013042,Jake Plummer,QB,DEN,2003,11,9,27.45,3.36,0.0,nan,nan,nan,302,0.6258,7.23,0.0497,0.0232,0.0443,0.144,0.0,,0.3775,0.0861,37,5.54,0.0811,0.4,0.4324,0.1351,0,0,,,,,,,,,,,1,17,0,,,,167.8,,,,,,,,,,,
00-0021141,Joey Harrington,QB,DET,2003,16,13,34.62,1.75,0.0,nan,nan,nan,554,0.5578,5.2,0.0307,0.0397,0.0195,-0.1598,0.0,,0.2653,0.0433,28,3.5,0.0,-0.1637,0.25,0.1071,0,1,,,8.0,,,0.0,,,,,0,17,0,,,,154.8,,,,,,,,,,,
00-0022177,Byron Leftwich,QB,JAX,2003,15,12,27.93,1.67,0.0,nan,nan,nan,419,0.5704,6.73,0.0334,0.0406,0.0412,-0.0345,0.0,85.424,0.3222,0.0788,25,4.32,0.08,-0.2133,0.4,0.2,0,0,,,,,,,,,,,2,17,0,,,,147.6,,,,,,,,,,,
00-0003292,Kerry Collins,QB,NYG,2003,13,13,38.46,1.31,0.0,nan,nan,nan,500,0.568,6.22,0.026,0.032,0.053,-0.0426,0.0,,0.318,0.058,17,2.88,0.0,-0.4043,0.1765,0.1765,0,0,,,,,,,,,,,1,17,0,,,,141.3,,,,,,,,,,,
00-0001335,Jeff Blake,QB,ARI,2003,13,13,28.31,2.31,0.0,nan,nan,nan,368,0.5652,6.12,0.0353,0.0408,0.0491,-0.1962,0.0,,0.2609,0.0734,30,5.9,0.0667,0.1593,0.4,0.2333,0,0,,,,,,,,,,,1,17,0,,,,135.8,,,,,,,,,,,
00-0001361,Drew Bledsoe,QB,BUF,2003,16,13,29.44,1.44,0.0,nan,nan,nan,471,0.5817,6.07,0.0234,0.0255,0.0942,-0.1268,0.0,,0.3015,0.0594,23,1.26,0.087,-0.7539,0.2174,0.0435,0,0,,,,,,,,,,,1,17,0,,,,131.3,,,,,,,,,,,
00-0021379,Patrick Ramsey,QB,WAS,2003,11,11,30.73,1.36,0.0,nan,nan,nan,338,0.5325,6.42,0.0414,0.0266,0.0815,-0.0658,0.0,,0.2929,0.1006,15,4.13,0.0667,-0.3436,0.2,0.1333,0,0,,,,,,,,,,,1,0,14,,,,131.0,,,,,,,,,,,
00-0019559,Chad Pennington,QB,NYJ,2003,10,7,29.7,2.1,0.0,nan,nan,nan,297,0.6364,7.2,0.0438,0.0404,0.0776,0.0646,0.0,,0.3906,0.0875,21,2.0,0.0952,-0.2329,0.2857,0.0476,0,0,,,,,,,,,,,1,17,0,,,,127.8,,,,,,,,,,,
00-0005180,Jay Fiedler,QB,MIA,2003,12,9,26.17,2.75,0.0,nan,nan,nan,314,0.5701,6.81,0.035,0.0414,0.0599,-0.0351,0.0,97.182,0.3408,0.1115,33,2.88,0.0909,0.2909,0.4242,0.0303,0,0,,,,,,,,,,,0,17,0,,,,123.0,,,,,,,,,,,
00-0020608,David Carr,QB,HOU,2003,12,10,24.58,2.25,0.0,nan,nan,nan,295,0.5661,6.82,0.0305,0.0441,0.0484,-0.0868,0.0,,0.2915,0.0746,27,5.59,0.0741,0.5347,0.4074,0.1852,0,0,,,,,,,,,,,0,17,0,,,,117.6,,,,,,,,,,,
00-0020531,Drew Brees,QB,LAC,2003,11,8,32.36,1.91,0.0,nan,nan,nan,356,0.5758,5.92,0.0309,0.0421,0.0557,-0.1558,0.0,,0.2669,0.0787,21,4.0,0.0,0.0418,0.3333,0.1905,0,1,,,21.0,,,0.0,,,,,0,17,0,,,,111.8,,,,,,,,,,,
00-0015700,Kordell Stewart,QB,CHI,2003,9,8,27.89,6.56,0.0,nan,nan,nan,251,0.502,5.65,0.0279,0.0478,0.0906,-0.2664,0.0,,0.2749,0.0757,59,4.92,0.0508,0.2836,0.4068,0.1356,0,0,,,,,,,,,,,0,17,0,,,,103.7,,,,,,,,,,,
00-0005363,Doug Flutie,QB,LAC,2003,7,6,23.86,4.71,0.0,nan,nan,nan,167,0.5449,6.57,0.0539,0.024,0.0457,0.0547,0.0,,0.2994,0.0958,33,5.09,0.0606,0.0046,0.3636,0.303,0,0,,,,,,,,,,,4,17,0,,,,92.7,,,,,,,,,,,
00-0007576,Kelly Holcomb,QB,CLE,2003,10,10,30.2,0.8,0.0,nan,nan,nan,302,0.6391,5.95,0.0331,0.0397,0.065,-0.0681,0.0,,0.3113,0.0397,8,0.88,0.0,-0.8874,0.0,0.0,0,0,,,,,,,,,,,0,17,0,,,,84.6,,,,,,,,,,,
00-0019087,Doug Johnson,QB,ATL,2003,10,9,24.3,1.4,0.0,nan,nan,nan,243,0.5597,6.81,0.0329,0.0494,0.0725,-0.1993,0.0,,0.2963,0.0905,14,1.5,0.0714,-0.0311,0.1429,0.0714,0,0,,,,,,,,,,,0,17,0,,,,82.3,,,,,,,,,,,
00-0016193,Vinny Testaverde,QB,NYJ,2003,7,7,28.29,0.86,0.0,nan,nan,nan,198,0.6212,6.99,0.0354,0.0101,0.0294,0.009,0.0,,0.3283,0.0909,6,2.17,0.0,-0.0077,0.1667,0.1667,0,0,,,,,,,,,,,0,17,0,,,,80.7,,,,,,,,,,,
00-0003535,Tim Couch,QB,CLE,2003,10,7,20.3,1.1,0.0,nan,nan,nan,203,0.5911,6.5,0.0345,0.0296,0.0856,-0.1927,0.0,,0.2906,0.064,11,3.55,0.0909,0.3492,0.3636,0.0909,0,1,,,-3.0,,,0.0,,,,,0,17,0,,,,73.4,,,,,,,,,,,
00-0018272,Anthony Wright,QB,BAL,2003,7,4,25.43,3.86,0.0,nan,nan,nan,178,0.5281,6.74,0.0506,0.0449,0.0964,-0.0619,0.0,,0.309,0.0899,27,2.78,0.0,-0.506,0.1852,0.1111,0,0,,,,,,,,,,,2,17,0,,,,71.5,,,,,,,,,,,
00-0005741,Rich Gannon,QB,LV,2003,7,7,32.0,0.86,0.0,nan,nan,nan,224,0.5536,5.67,0.0268,0.0179,0.0705,-0.1063,0.0,,0.2366,0.0625,6,3.0,0.0,-0.01,0.1667,0.0,0,0,,,,,,,,,,,0,0,10,,,,68.6,,,,,,,,,,,
00-0021206,Josh McCown,QB,ARI,2003,7,4,23.57,4.14,0.0,nan,nan,nan,165,0.5758,6.17,0.0303,0.0364,0.127,-0.0897,0.0,,0.3091,0.0667,29,5.66,0.0345,-0.2972,0.2759,0.1724,0,0,,,,,,,,,,,1,17,0,,,,67.1,,,,,,,,,,,
00-0022164,Kyle Boller,QB,BAL,2003,10,9,22.4,3.0,0.0,nan,nan,nan,224,0.5179,5.62,0.0312,0.0402,0.0705,-0.1572,0.0,,0.2768,0.0804,30,1.73,0.0,-0.5403,0.1667,0.0333,0,0,,,,,,,,,,,2,17,0,,,,63.6,,,,,,,,,,,
00-0011378,Rick Mirer,QB,LV,2003,9,6,24.56,2.22,0.0,nan,nan,nan,221,0.5249,5.73,0.0136,0.0226,0.0905,-0.154,0.0,,0.2896,0.0814,20,4.15,0.05,-0.0289,0.25,0.15,0,0,,,,,,,,,,,1,17,0,,,,63.0,,,,,,,,,,,
00-0020245,Mike Vick,QB,ATL,2003,5,2,20.0,8.0,0.0,nan,nan,nan,100,0.5,5.85,0.04,0.03,0.0826,-0.1222,0.0,,0.32,0.07,40,6.38,0.025,0.4677,0.35,0.25,0,0,,,,,,,,,,,0,17,0,,,,62.9,,,,,,,,,,,
00-0019623,Tim Rattay,QB,SF,2003,8,8,14.75,1.0,0.0,nan,nan,nan,118,0.6186,7.25,0.0593,0.0169,0.056,0.1606,0.0,,0.3475,0.0932,8,0.0,0.0,-0.3523,0.125,0.0,0,0,,,,,,,,,,,0,17,0,,,,58.2,,,,,,,,,,,
00-0005589,Gus Frerotte,QB,MIN,2003,5,4,13.0,2.4,0.0,nan,nan,nan,65,0.5846,10.62,0.1077,0.0308,0.0714,0.4,0.0,,0.3846,0.1692,12,-0.17,0.0,-0.2814,0.0,0.0,0,0,,,,,,,,,,,0,17,0,,,,53.4,,,,,,,,,,,
00-0019816,Tim Hasselbeck,QB,WAS,2003,7,4,25.29,2.14,0.0,nan,nan,nan,177,0.5367,5.72,0.0282,0.0395,0.0484,-0.1356,0.0,,0.2994,0.0565,15,2.73,0.0,-0.6193,0.1333,0.0667,0,0,,,,,,,,,,,1,10,0,,,,46.6,,,,,,,,,,,
00-0002876,Chris Chandler,QB,CHI,2003,8,7,24.0,1.75,0.0,nan,nan,nan,192,0.5573,5.47,0.0156,0.0365,0.068,-0.1155,0.0,,0.2656,0.0573,14,2.5,0.0,0.245,0.2857,0.0714,0,0,,,,,,,,,,,0,17,0,,,,45.5,,,,,,,,,,,
00-0000722,Tony Banks,QB,HOU,2003,6,6,17.0,1.0,0.0,nan,nan,nan,102,0.598,6.79,0.049,0.0294,0.113,0.0307,0.0,,0.3333,0.0882,6,4.5,0.0,0.6118,0.3333,0.1667,0,0,,,,,,,,,,,0,0,13,,,,44.4,,,,,,,,,,,
00-0019041,Billy Volek,QB,TEN,2003,6,5,11.5,1.83,0.0,nan,nan,nan,69,0.6377,7.9,0.058,0.0145,0.08,0.0843,0.0,,0.4493,0.0725,11,0.36,0.0909,-0.6719,0.0909,0.0,0,0,,,,,,,,,,,0,0,15,,,,40.2,,,,,,,,,,,
00-0002110,Mark Brunell,QB,JAX,2003,3,3,27.33,2.67,0.0,nan,nan,nan,82,0.6585,5.9,0.0244,0.0,0.0989,-0.0813,0.0,,0.2683,0.0488,8,2.38,0.125,-0.6712,0.375,0.125,0,0,,,,,,,,,,,0,17,0,,,,35.3,,,,,,,,,,,
00-0006423,Brian Griese,QB,MIA,2003,5,5,26.0,1.0,0.0,nan,nan,nan,130,0.5692,6.25,0.0385,0.0462,0.0845,-0.2945,0.0,,0.2769,0.0538,5,3.0,0.0,-0.183,0.0,0.0,0,0,,,,,,,,,,,0,17,0,,,,34.0,,,,,,,,,,,
00-0020483,Jesse Palmer,QB,NYG,2003,5,2,23.2,0.8,0.0,nan,nan,nan,116,0.5172,4.59,0.0259,0.0345,0.1212,-0.36,0.0,,0.2155,0.0517,4,5.75,0.0,-0.037,0.5,0.25,0,0,,,,,,,,,,,0,17,0,,,,25.6,,,,,,,,,,,
00-0022121,Rex Grossman,QB,CHI,2003,3,0,24.0,1.0,0.0,nan,nan,nan,72,0.5278,6.07,0.0278,0.0139,0.0526,-0.0733,0.0,,0.3194,0.0972,3,-0.33,0.0,-0.7954,0.0,0.0,0,0,,,,,,,,,,,0,17,0,,,,23.4,,,,,,,,,,,
00-0009007,Danny Kanell,QB,DEN,2003,5,4,20.6,1.2,0.0,nan,nan,nan,103,0.5146,4.29,0.0194,0.0485,0.019,-0.3033,0.0,,0.2524,0.0291,6,0.83,0.0,-0.296,0.1667,0.0,0,0,,,,,,,,,,,0,15,0,,,,16.2,,,,,,,,,,,
00-0012261,Neil O'Donnell,QB,TEN,2003,1,0,27.0,1.0,0.0,nan,nan,nan,27,0.6667,8.59,0.0741,0.037,0.0,0.2331,0.0,,0.4815,0.1481,1,-1.0,0.0,0.0,0.0,0.0,0,0,,,,,,,,,,,0,2,0,,,,15.2,,,,,,,,,,,
00-0001218,Steve Beuerlein,QB,DEN,2003,4,4,15.75,1.25,0.0,nan,nan,nan,63,0.5238,6.17,0.0317,0.0794,0.125,-0.3182,0.0,,0.2857,0.0794,5,2.6,0.0,0.1041,0.2,0.0,0,0,,,,,,,,,,,0,0,7,,,,14.9,,,,,,,,,,,
00-0021271,Kurt Kittner,QB,ATL,2003,6,6,19.0,1.33,0.0,nan,nan,nan,114,0.386,3.43,0.0175,0.0526,0.042,-0.4613,0.0,,0.2018,0.0175,8,1.62,0.0,0.1159,0.25,0.0,0,0,,,,,,,,,,,0,17,0,,,,12.9,,,,,,,,,,,
00-0017200,Kurt Warner,QB,LA,2003,2,1,32.5,0.5,0.0,nan,nan,nan,65,0.5846,5.62,0.0154,0.0154,0.0845,-0.3549,0.0,,0.2308,0.0462,1,0.0,0.0,-1.6904,0.0,0.0,0,0,,,,,,,,,,,0,17,0,,,,10.6,,,,,,,,,,,
00-0020405,Marques Tuiasosopo,QB,LV,2003,4,4,11.25,1.5,0.0,nan,nan,nan,45,0.5556,7.2,0.0,0.0667,0.0426,-0.0644,0.0,,0.3111,0.1111,6,3.67,0.0,-0.268,0.0,0.0,0,0,,,,,,,,,,,0,0,9,,,,9.2,,,,,,,,,,,
00-0009266,Shaun King,QB,TB,2003,2,1,11.0,2.0,0.0,nan,nan,nan,22,0.6818,5.91,0.0455,0.0455,0.12,-0.1323,0.0,,0.2727,0.0455,4,5.0,0.0,0.4509,0.75,0.25,0,0,,,,,,,,,,,0,17,0,,,,9.2,,,,,,,,,,,
00-0021231,David Garrard,QB,JAX,2003,1,1,12.0,0.0,0.0,nan,nan,nan,12,0.75,7.17,0.0833,0.0,0.0,0.5461,0.0,,0.4167,0.1667,0,,,,,,0,0,,,,,,,,,,,0,17,0,,,,7.4,,,,,,,,,,,
00-0001545,Todd Bouman,QB,NO,2003,3,2,4.33,1.33,0.0,nan,nan,nan,13,0.5385,6.23,0.0769,0.0,0.0714,0.2794,0.0,,0.3077,0.0,4,0.25,0.0,-0.8544,0.25,0.0,0,0,,,,,,,,,,,1,17,0,,,,7.3,,,,,,,,,,,
00-0022091,Dave Ragone,QB,HOU,2003,2,1,20.0,3.0,0.0,nan,nan,nan,40,0.5,3.38,0.0,0.025,0.1667,-0.446,0.0,,0.175,0.025,6,8.5,0.0,0.2184,0.3333,0.3333,0,1,,,-5.0,,,0.0,,,,,1,17,0,,,,7.0,,,,,,,,,,,
00-0020480,Sage Rosenfels,QB,MIA,2003,2,2,3.0,0.5,0.0,nan,nan,nan,6,0.6667,8.33,0.1667,0.0,0.0,0.6415,0.0,,0.3333,0.1667,1,-1.0,0.0,0.0909,0.0,0.0,0,0,,,,,,,,,,,0,17,0,,,,5.9,,,,,,,,,,,
