player_id,name,pos,team,season,games,gp14,att_pg,car_pg,tgt_pg,tgt_share,ay_share,wopr,att,cmp_pct,ypa,pass_td_rate,int_rate,sack_rate,epa_db,cpoe,pacr,pass_fd_rate,pass_expl_rate,car,ypc,rush_td_rate,epa_car,rush_fd_rate,rush_expl_rate,tgt,rec,catch_rate,ypt,ypr,adot,racr,yac_rec,epa_tgt,rec_td_rate,rec_fd_rate,rec_expl_rate,fum_lost,wk_act,wk_res,wk_ina,wk_hurt,wk_bench,fp_ppr,fp_exp,fp_act,fp_diff,fp_exp_pg,exp_share,pass_fp_exp,rush_fp_exp,rec_fp_exp,td_exp,td_act,td_diff
00-0020531,Drew Brees,QB,NO,2012,16,13,41.88,0.94,0.0,0.0,0.0,0.0,670,0.6299,7.73,0.0642,0.0284,0.0374,0.1648,1.0,0.947,0.397,0.0985,15,0.33,0.0667,-0.0583,0.1333,0.0667,0,0,,,,,,,,,,,0,17,0,,,,345.6,346.2,347.6,1.4,21.64,0.2446,341.1,5.1,0.0,39.23,44.0,4.77
00-0023459,Aaron Rodgers,QB,GB,2012,16,13,34.5,3.38,0.06,0.0018,-0.0012,0.0019,552,0.6721,7.78,0.0707,0.0145,0.0846,0.1894,5.812,0.961,0.3822,0.0978,54,4.8,0.037,0.0892,0.3704,0.1667,1,1,1.0,-1.0,-1.0,-6.0,0.167,5.0,-2.0783,0.0,0.0,0.0,0,17,0,,,,344.6,302.3,352.6,50.3,18.89,0.2515,266.1,34.7,1.4,31.53,41.0,9.47
00-0019596,Tom Brady,QB,NE,2012,16,13,39.81,1.44,0.0,0.0,0.0,0.0,637,0.6295,7.58,0.0534,0.0126,0.0407,0.285,1.786,0.876,0.4003,0.0895,23,1.39,0.1739,0.3709,0.4783,0.0,0,0,,,,,,,,,,,0,17,0,,,,340.3,341.5,340.3,-1.2,21.34,0.2237,318.6,22.9,0.0,38.24,38.0,-0.24
00-0027939,Cam Newton,QB,CAR,2012,16,13,30.31,7.94,0.0,0.0,0.0,0.0,485,0.5773,7.98,0.0392,0.0247,0.0691,0.1055,-1.621,0.858,0.3464,0.1175,127,5.83,0.063,0.2427,0.4016,0.2047,0,0,,,,,,,,,,,1,17,0,,,,325.5,332.1,326.6,-5.5,20.76,0.2949,217.6,114.5,0.0,32.63,27.0,-5.63
00-0029665,Robert Griffin III,QB,WAS,2012,15,13,26.2,8.0,0.07,0.0019,0.0069,0.0077,393,0.6565,8.14,0.0509,0.0127,0.0709,0.2011,4.183,0.962,0.3842,0.1196,120,6.79,0.0583,0.2975,0.3333,0.2167,1,0,0.0,0.0,,32.0,0.0,,-1.4171,0.0,0.0,0.0,2,17,0,,,,317.5,262.3,317.5,55.2,17.48,0.265,165.5,95.3,1.4,20.46,27.0,6.54
00-0010346,Peyton Manning,QB,DEN,2012,16,13,36.44,1.44,0.0,0.0,0.0,0.0,583,0.6861,7.99,0.0635,0.0189,0.0348,0.2699,7.348,0.962,0.3945,0.1098,23,0.26,0.0,-0.6138,0.087,0.0435,0,0,,,,,,,,,,,0,17,0,,,,311.0,288.9,314.7,25.8,18.05,0.2227,286.7,2.2,0.0,34.88,37.0,2.12
00-0026143,Matt Ryan,QB,ATL,2012,16,13,38.44,2.12,0.0,0.0,0.0,0.0,615,0.6862,7.67,0.052,0.0228,0.0435,0.219,5.647,0.943,0.4,0.0748,34,4.15,0.0294,0.1276,0.2059,0.1471,0,0,,,,,,,,,,,1,17,0,,,,304.9,326.4,306.9,-19.6,20.4,0.2424,307.8,18.6,0.0,35.9,33.0,-2.9
00-0021678,Tony Romo,QB,DAL,2012,16,13,40.5,1.88,0.06,0.0016,-0.0006,0.0021,648,0.6559,7.57,0.0432,0.0293,0.0526,0.1225,2.722,0.858,0.3565,0.0833,30,1.63,0.0333,-0.1627,0.1667,0.0667,1,1,1.0,-1.0,-1.0,-4.0,0.25,3.0,-0.6502,0.0,0.0,0.0,0,17,0,,,,279.9,284.0,285.9,1.9,17.75,0.2245,265.9,13.4,4.7,25.95,29.0,3.05
00-0026498,Matthew Stafford,QB,DET,2012,16,13,45.44,2.19,0.06,0.0013,0.0002,0.0021,727,0.5983,6.83,0.0275,0.0234,0.0384,0.0443,-2.567,0.786,0.3631,0.0867,35,3.6,0.1143,0.1222,0.3143,0.0857,1,1,1.0,3.0,3.0,1.0,3.0,2.0,-0.397,0.0,0.0,0.0,1,17,0,,,,276.6,366.5,282.6,-83.9,22.9,0.2461,325.7,39.3,1.4,39.49,24.0,-15.49
00-0029668,Andrew Luck,QB,IND,2012,16,13,39.19,3.88,0.0,0.0,0.0,0.0,627,0.5407,6.98,0.0367,0.0287,0.0614,0.0197,-4.35,0.686,0.3317,0.1037,62,4.11,0.0806,0.4038,0.371,0.0968,0,0,,,,,,,,,,,0,17,0,,,,276.5,311.2,286.5,-24.8,19.45,0.2423,268.9,42.3,0.0,31.15,28.0,-3.15
