player_id,name,pos,team,season,games,gp14,att_pg,car_pg,tgt_pg,tgt_share,ay_share,wopr,att,cmp_pct,ypa,pass_td_rate,int_rate,sack_rate,epa_db,cpoe,pacr,pass_fd_rate,pass_expl_rate,car,ypc,rush_td_rate,epa_car,rush_fd_rate,rush_expl_rate,tgt,rec,catch_rate,ypt,ypr,adot,racr,yac_rec,epa_tgt,rec_td_rate,rec_fd_rate,rec_expl_rate,fum_lost,wk_act,wk_res,wk_ina,wk_hurt,wk_bench,fp_ppr,fp_exp,fp_act,fp_diff,fp_exp_pg,exp_share,pass_fp_exp,rush_fp_exp,rec_fp_exp,td_exp,td_act,td_diff
00-0023459,Aaron Rodgers,QB,GB,2011,15,13,33.4,4.0,0.0,0.0,0.0,0.0,501,0.6826,9.25,0.0898,0.012,0.067,0.416,7.674,1.019,0.4152,0.1277,60,4.28,0.05,0.0662,0.3,0.1333,0,0,,,,,,,,,,,0,17,0,,,,397.1,325.4,397.4,72.0,21.69,0.2781,279.0,46.4,0.0,37.09,48.0,10.91
00-0020531,Drew Brees,QB,NO,2011,16,13,41.25,1.31,0.0,0.0,0.0,0.0,660,0.7136,8.39,0.0697,0.0212,0.0351,0.3328,7.279,1.092,0.4242,0.1061,21,4.1,0.0476,-0.5012,0.2381,0.0952,0,0,,,,,,,,,,,1,17,0,,,,394.0,361.9,391.6,29.7,22.62,0.2425,348.2,13.7,0.0,39.65,47.0,7.35
00-0027939,Cam Newton,QB,CAR,2011,16,13,32.31,7.88,0.06,0.0028,-0.0011,0.0035,517,0.5996,7.84,0.0406,0.0329,0.0634,0.0896,-0.381,0.826,0.3346,0.1257,126,5.6,0.1111,0.3217,0.4048,0.2143,1,1,1.0,27.0,27.0,-5.0,-5.4,32.0,2.3192,0.0,1.0,1.0,0,17,0,,,,370.3,366.9,374.3,7.4,22.93,0.31,229.8,135.8,1.4,35.78,35.0,-0.78
00-0019596,Tom Brady,QB,NE,2011,16,13,38.19,2.69,0.0,0.0,0.0,0.0,611,0.6563,8.57,0.0638,0.0196,0.0498,0.308,3.906,1.049,0.4272,0.1162,43,2.53,0.0698,0.1759,0.4651,0.0233,0,0,,,,,,,,,,,0,17,0,,,,366.3,367.3,370.2,2.9,22.96,0.2506,331.0,36.4,0.0,44.99,42.0,-2.99
00-0026498,Matthew Stafford,QB,DET,2011,16,13,42.06,1.38,0.0,0.0,0.0,0.0,673,0.636,7.58,0.0609,0.0238,0.0534,0.1313,1.198,0.935,0.3655,0.0951,22,3.55,0.0,0.2875,0.2727,0.0909,0,0,,,,,,,,,,,0,17,0,,,,345.8,334.9,345.3,10.5,20.93,0.2434,322.6,12.3,0.0,39.68,41.0,1.32
00-0022803,Eli Manning,QB,NYG,2011,16,13,36.81,2.19,0.0,0.0,0.0,0.0,589,0.6095,8.38,0.0492,0.0272,0.0454,0.145,1.472,0.855,0.3667,0.1138,35,0.43,0.0286,-0.4293,0.0571,0.0286,0,0,,,,,,,,,,,0,17,0,,,,280.8,281.4,288.8,7.4,17.59,0.2285,271.8,9.7,0.0,30.14,30.0,-0.14
00-0021678,Tony Romo,QB,DAL,2011,16,13,32.62,1.38,0.0,0.0,0.0,0.0,522,0.6628,8.02,0.0594,0.0192,0.0645,0.1684,4.413,1.041,0.3889,0.1073,22,2.09,0.0455,-0.4957,0.1818,0.0909,0,0,,,,,,,,,,,0,17,0,,,,276.0,266.2,282.4,16.1,16.64,0.218,252.4,13.8,0.0,30.79,32.0,1.21
00-0026143,Matt Ryan,QB,ATL,2011,16,13,35.38,2.31,0.0,0.0,0.0,0.0,566,0.6131,7.38,0.0512,0.0212,0.0439,0.1483,1.935,0.819,0.3622,0.0972,37,2.27,0.0541,-0.0184,0.2973,0.1081,0,0,,,,,,,,,,,0,17,0,,,,273.5,285.9,279.5,-6.4,17.87,0.2187,266.5,19.4,0.0,32.22,31.0,-1.22
00-0022942,Philip Rivers,QB,LAC,2011,16,13,36.38,1.62,0.0,0.0,0.0,0.0,582,0.6289,7.95,0.0464,0.0344,0.049,0.1679,3.779,0.885,0.4021,0.1186,26,1.38,0.0385,-0.362,0.2308,0.0769,0,0,,,,,,,,,,,1,17,0,,,,254.6,284.1,262.6,-21.5,17.75,0.2279,273.6,10.5,0.0,31.5,28.0,-3.5
00-0026898,Mark Sanchez,QB,NYJ,2011,16,13,33.94,2.31,0.0,0.0,0.0,0.0,543,0.5672,6.4,0.0479,0.0331,0.067,-0.1007,-3.958,0.792,0.3149,0.0718,37,2.78,0.1622,-0.0862,0.3514,0.0811,0,0,,,,,,,,,,,4,17,0,,,,237.3,273.2,245.3,-28.0,17.08,0.2378,235.9,37.4,0.0,31.3,32.0,0.7
00-0020245,Mike Vick,QB,PHI,2011,13,10,32.54,5.85,0.0,0.0,0.0,0.0,423,0.5981,7.81,0.0426,0.0331,0.0516,0.1116,1.14,0.852,0.3664,0.1182,76,7.75,0.0132,0.3195,0.3684,0.3158,0,0,,,,,,,,,,,2,17,0,,,,233.0,264.3,237.0,-27.3,20.33,0.2582,205.1,59.2,0.0,25.61,19.0,-6.61
00-0023682,Ryan Fitzpatrick,QB,BUF,2011,16,13,35.56,3.5,0.0,0.0,0.0,0.0,569,0.6204,6.73,0.0422,0.0404,0.0372,-0.0121,1.07,0.888,0.3128,0.0844,56,3.84,0.0,-0.0257,0.3393,0.1429,0,0,,,,,,,,,,,2,17,0,,,,222.8,269.4,222.9,-46.5,16.83,0.237,231.3,38.0,0.0,28.08,24.0,-4.08
00-0022924,Ben Roethlisberger,QB,PIT,2011,15,13,34.2,2.07,0.0,0.0,0.0,0.0,513,0.6316,7.95,0.0409,0.0273,0.0723,0.1477,2.938,0.851,0.4094,0.1092,31,2.26,0.0,-0.0679,0.1935,0.0323,0,0,,,,,,,,,,,0,17,0,,,,216.1,242.1,226.1,-16.0,16.14,0.2171,228.3,13.8,0.0,26.02,21.0,-5.02
