player_id,name,pos,team,season,games,gp14,att_pg,car_pg,tgt_pg,tgt_share,ay_share,wopr,att,cmp_pct,ypa,pass_td_rate,int_rate,sack_rate,epa_db,cpoe,pacr,pass_fd_rate,pass_expl_rate,car,ypc,rush_td_rate,epa_car,rush_fd_rate,rush_expl_rate,tgt,rec,catch_rate,ypt,ypr,adot,racr,yac_rec,epa_tgt,rec_td_rate,rec_fd_rate,rec_expl_rate,fum_lost,wk_act,wk_res,wk_ina,wk_hurt,wk_bench,fp_ppr,fp_exp,fp_act,fp_diff,fp_exp_pg,exp_share,pass_fp_exp,rush_fp_exp,rec_fp_exp,td_exp,td_act,td_diff
00-0021429,Carson Palmer,QB,CIN,2005,16,13,31.81,2.06,0.0,nan,nan,nan,509,0.6778,7.54,0.0629,0.0236,0.0378,0.2297,0.0,,0.387,0.0845,33,1.33,0.0303,-0.3907,0.1818,0.0303,0,0,,,,,,,,,,,0,17,0,,,,265.8,,,,,,,,,,,
00-0019596,Tom Brady,QB,NE,2005,16,13,33.12,1.69,0.0,nan,nan,nan,530,0.6302,7.75,0.0491,0.0264,0.0468,0.1998,0.0,,0.3642,0.1113,27,3.3,0.037,0.5495,0.5926,0.0741,0,0,,,,,,,,,,,0,17,0,,,,249.3,,,,,,,,,,,
00-0010346,Peyton Manning,QB,IND,2005,16,13,28.31,2.06,0.0,nan,nan,nan,453,0.6733,8.27,0.0618,0.0221,0.0362,0.3819,0.0,,0.4349,0.0993,33,1.36,0.0,-0.5667,0.1818,0.0606,0,0,,,,,,,,,,,1,17,0,,,,242.4,,,,,,,,,,,
00-0007091,Matt Hasselbeck,QB,SEA,2005,16,13,28.12,2.25,0.0,nan,nan,nan,450,0.6533,7.68,0.0533,0.0222,0.0486,0.2104,0.0,,0.4044,0.0911,36,3.44,0.0278,-0.0981,0.2222,0.1111,0,0,,,,,,,,,,,0,17,0,,,,230.6,,,,,,,,,,,
00-0022803,Eli Manning,QB,NYG,2005,16,13,34.88,1.88,0.0,nan,nan,nan,558,0.5269,6.74,0.043,0.0305,0.0462,0.0725,0.0,,0.3082,0.0878,30,2.67,0.0333,0.0804,0.2,0.1667,0,0,,,,,,,,,,,0,17,0,,,,224.5,,,,,,,,,,,
00-0020245,Mike Vick,QB,ATL,2005,15,12,25.8,6.73,0.0,nan,nan,nan,387,0.553,6.23,0.0388,0.0336,0.0808,-0.0336,0.0,,0.3256,0.0698,101,6.04,0.0594,0.3464,0.4059,0.2178,0,1,,,-14.0,,,0.0,,,,,2,17,0,,,,219.1,,,,,,,,,,,
00-0013042,Jake Plummer,QB,DEN,2005,16,13,28.5,2.81,0.0,nan,nan,nan,456,0.6075,7.38,0.0395,0.0154,0.048,0.1453,0.0,,0.3553,0.0965,45,3.47,0.0444,-0.0939,0.2889,0.1333,0,0,,,,,,,,,,,1,17,0,,,,218.2,,,,,,,,,,,
00-0006355,Trent Green,QB,KC,2005,16,13,31.69,2.19,0.0,nan,nan,nan,507,0.6252,7.92,0.0335,0.0197,0.0594,0.1446,0.0,,0.359,0.1006,35,2.34,0.0,0.0163,0.2571,0.1143,0,0,,,,,,,,,,,0,17,0,,,,210.8,,,,,,,,,,,
00-0020531,Drew Brees,QB,LAC,2005,16,13,31.25,1.31,0.0,nan,nan,nan,500,0.646,7.15,0.048,0.03,0.0512,0.1215,0.0,,0.364,0.092,21,2.33,0.0476,0.351,0.381,0.0,0,0,,,,,,,,,,,0,17,0,,,,209.9,,,,,,,,,,,
00-0003292,Kerry Collins,QB,LV,2005,15,12,37.73,1.2,0.0,nan,nan,nan,566,0.5336,6.64,0.0353,0.023,0.0614,0.0178,0.0,,0.3198,0.0866,18,2.11,0.0556,-0.3983,0.1111,0.0556,0,0,,,,,,,,,,,1,17,0,,,,208.2,,,,,,,,,,,
00-0001361,Drew Bledsoe,QB,DAL,2005,16,13,31.19,2.12,0.0,nan,nan,nan,499,0.6012,7.29,0.0461,0.0341,0.0894,0.0908,0.0,,0.3547,0.0842,34,1.47,0.0588,-0.4954,0.1765,0.0,0,0,,,,,,,,,,,4,17,0,,,,206.6,,,,,,,,,,,
00-0004161,Jake Delhomme,QB,CAR,2005,16,13,27.19,1.5,0.0,nan,nan,nan,435,0.6023,7.86,0.0552,0.0368,0.0584,0.1074,0.0,,0.3517,0.1011,24,1.29,0.0417,-0.2466,0.0417,0.0417,0,0,,,,,,,,,,,0,17,0,,,,197.9,,,,,,,,,,,
00-0002110,Mark Brunell,QB,WAS,2005,16,13,28.38,2.62,0.0,nan,nan,nan,454,0.5771,6.72,0.0507,0.022,0.0561,0.0684,0.0,,0.3392,0.0793,42,2.64,0.0,-0.2722,0.2857,0.119,0,0,,,,,,,,,,,2,17,0,,,,195.1,,,,,,,,,,,
