player_id,name,pos,gp,pts,ppg,pts_above_avg,pts_above_repl,WAA,WAR,pts_above_waiver,VoWP
00-0007661,Priest Holmes,RB,13,355.3,27.33,131.5,252.3,1.567,2.863,,
00-0020536,LaDainian Tomlinson,RB,13,326.4,25.11,101.6,222.0,1.19,2.472,,
00-0006305,Ahman Green,RB,13,306.8,23.6,87.1,201.7,1.052,2.34,,
00-0011754,Randy Moss,WR,13,303.6,23.35,95.2,198.4,1.101,2.238,,
00-0007681,Torry Holt,WR,13,298.3,22.95,91.6,194.0,1.087,2.229,,
00-0021179,Clinton Portis,RB,12,283.0,23.58,79.6,187.1,0.838,2.015,,
00-0020527,Dulymus McAllister,RB,13,278.4,21.42,57.7,174.0,0.63,1.972,,
00-0019693,Jamal Lewis,RB,13,253.0,19.46,31.6,149.4,0.364,1.728,,
00-0003739,Daunte Culpepper,QB,11,218.0,19.82,44.9,133.8,0.553,1.59,,
00-0019647,Shaun Alexander,RB,13,235.1,18.08,13.8,132.0,0.164,1.567,,
00-0017162,Hines Ward,WR,13,237.9,18.3,31.0,132.8,0.378,1.565,,
00-0020397,Chad Johnson,WR,13,239.0,18.38,30.6,133.8,0.337,1.546,,
00-0007024,Marvin Harrison,WR,12,229.9,19.16,38.9,133.5,0.421,1.516,,
00-0008241,Edgerrin James,RB,10,211.9,21.19,38.3,131.0,0.426,1.5,,
00-0022084,Anquan Boldin,WR,13,233.9,17.99,27.0,128.8,0.288,1.464,,
00-0011024,Steve McNair,QB,13,219.8,16.91,9.9,120.6,0.145,1.451,,
00-0010346,Peyton Manning,QB,13,219.1,16.86,9.5,118.2,0.106,1.398,,
00-0017892,Maurece Williams,RB,13,221.5,17.04,-3.4,117.1,-0.046,1.362,,
00-0016098,Frederick Taylor,RB,13,217.3,16.72,-4.3,112.7,-0.044,1.352,,
00-0017915,Errick Williams,RB,13,213.4,16.42,-7.9,110.3,-0.1,1.327,,
00-0020471,Travis Henry,RB,12,207.4,17.28,0.9,112.9,-0.004,1.316,,
00-0007091,Matthew Hasselbeck,QB,13,210.5,16.19,3.2,111.2,0.017,1.314,,
00-0000745,Atiim Barber,RB,13,208.7,16.05,-12.6,105.6,-0.12,1.301,,
00-0012478,Terrell Owens,WR,13,214.3,16.48,6.5,109.0,0.07,1.291,,
00-0006355,Trent Green,QB,13,206.5,15.88,-3.4,107.3,-0.022,1.289,,
00-0010668,Keenan McCardell,WR,13,211.5,16.27,4.5,107.4,0.049,1.288,,
00-0010500,Derrick Mason,WR,13,215.9,16.61,8.7,112.0,0.08,1.276,,
00-0020494,Santana Moss,WR,13,214.0,16.46,7.3,109.7,0.067,1.261,,
00-0006101,Anthony Gonzalez,TE,13,199.3,15.33,26.2,100.1,0.331,1.206,,
00-0004052,Stephen Davis,RB,12,199.4,16.62,-5.9,101.7,-0.066,1.196,,
00-0020337,Stevonne Smith,WR,13,203.9,15.68,-3.7,98.0,-0.016,1.177,,
00-0019455,Peter Warrick,WR,13,200.9,15.45,-7.5,95.7,-0.087,1.141,,
00-0019663,Darrell Jackson,WR,13,202.4,15.57,-4.6,98.3,-0.089,1.137,,
