player_id,name,pos,team,season,week,att,cmp,pass_epa,sacks,cpoe,car,tgt,rec,rec_ay,tgt_share,ay_share,team_car,team_rb_touch,fp_ppr,fp_exp,fp_act
00-0000552,Obafemi Ayanbadejo,RB,ARI,2006,7,0,0,0.0,0,,1,0,1,0.0,,0.0,20,19,2.0,1.98,2.0
00-0000552,Obafemi Ayanbadejo,RB,ARI,2006,12,0,0,0.0,0,,1,0,0,0.0,,0.0,6,8,0.2,0.37,0.2
00-0000552,Obafemi Ayanbadejo,RB,ARI,2006,14,0,0,0.0,0,,1,0,2,0.0,,0.0,33,36,3.0,3.13,3.0
00-0000552,Obafemi Ayanbadejo,RB,ARI,2006,15,0,0,0.0,0,,1,0,2,0.0,,0.0,20,20,4.1,3.33,4.1
00-0000552,Obafemi Ayanbadejo,RB,ARI,2006,16,0,0,0.0,0,,1,0,1,0.0,,0.0,41,40,2.1,1.82,2.1
00-0000552,Obafemi Ayanbadejo,RB,ARI,2006,17,0,0,0.0,0,,4,0,3,0.0,,0.0,22,24,7.0,7.06,7.0
00-0000745,Tiki Barber,RB,NYG,2006,1,0,0,0.0,0,,18,0,5,0.0,,0.0,28,32,22.1,15.77,22.1
00-0000745,Tiki Barber,RB,NYG,2006,2,0,0,0.0,0,,21,10,7,8,0.3226,0.0287,26,33,17.8,27.21,17.8
00-0000745,Tiki Barber,RB,NYG,2006,3,0,0,0.0,0,,14,0,4,0.0,,0.0,15,20,11.8,11.67,11.8
00-0000745,Tiki Barber,RB,NYG,2006,5,0,0,0.0,0,,23,0,3,0.0,,0.0,36,37,16.9,16.54,16.9
00-0000745,Tiki Barber,RB,NYG,2006,6,0,0,0.0,0,,26,0,3,0.0,,0.0,38,40,25.7,18.53,25.7
00-0000745,Tiki Barber,RB,NYG,2006,7,0,0,0.0,0,,27,0,4,0.0,,0.0,39,41,16.6,19.2,16.6
00-0000745,Tiki Barber,RB,NYG,2006,8,0,0,0.0,0,,26,0,3,0.0,,0.0,35,36,11.8,19.01,11.8
00-0000745,Tiki Barber,RB,NYG,2006,9,0,0,0.0,0,,17,0,3,0.0,,0.0,28,28,24.5,14.36,24.5
00-0000745,Tiki Barber,RB,NYG,2006,10,0,0,0.0,0,,19,0,3,0.0,,0.0,22,24,18.7,13.87,18.7
00-0000745,Tiki Barber,RB,NYG,2006,11,0,0,0.0,0,,10,0,1,0.0,,0.0,14,16,5.0,5.68,5.0
00-0000745,Tiki Barber,RB,NYG,2006,12,0,0,0.0,0,,25,0,5,0.0,,0.0,36,41,16.2,21.56,16.2
00-0000745,Tiki Barber,RB,NYG,2006,13,0,0,0.0,0,,23,0,5,0.0,,0.0,29,35,19.3,19.31,19.3
00-0000745,Tiki Barber,RB,NYG,2006,14,0,0,0.0,0,,20,0,1,0.0,,0.0,35,31,12.8,12.63,12.8
00-0000745,Tiki Barber,RB,NYG,2006,15,0,0,0.0,0,,19,0,5,0.0,,0.0,22,28,21.4,19.12,21.4
00-0000745,Tiki Barber,RB,NYG,2006,16,0,0,0.0,0,,16,0,3,0.0,,0.0,18,19,11.3,11.66,11.3
00-0000745,Tiki Barber,RB,NYG,2006,17,0,0,0.0,0,,23,0,3,0.0,,0.0,34,32,46.8,16.01,46.8
00-0000865,Charlie Batch,QB,PIT,2006,1,25,15,10.85,3,-2.251,7,0,0,0.0,,0.0,38,32,20.1,16.78,20.06
00-0000865,Charlie Batch,QB,PIT,2006,6,1,1,-0.22,0,23.932,2,0,0,0.0,,0.0,42,34,0.0,0.04,0.04
00-0000865,Charlie Batch,QB,PIT,2006,7,13,8,11.705,0,7.875,0,0,0,0.0,,0.0,26,21,15.8,5.09,15.8
00-0000865,Charlie Batch,QB,PIT,2006,12,1,1,0.058,0,14.599,0,0,0,0.0,,0.0,11,13,0.4,0.28,0.4
00-0000865,Charlie Batch,QB,PIT,2006,14,0,0,0.0,0,,2,0,0,0.0,,0.0,52,47,-0.2,-0.2,-0.2
00-0000865,Charlie Batch,QB,PIT,2006,15,1,1,2.255,0,19.519,2,0,0,0.0,,0.0,43,36,0.2,0.62,0.22
00-0000865,Charlie Batch,QB,PIT,2006,16,11,4,-0.848,0,-19.036,0,0,0,0.0,,0.0,18,14,2.0,2.38,1.96
00-0001361,Drew Bledsoe,QB,DAL,2006,1,33,16,-3.335,2,-6.836,2,0,0,0.0,,0.0,22,23,8.1,10.28,8.14
00-0001361,Drew Bledsoe,QB,DAL,2006,2,38,19,5.823,1,-11.204,0,0,0,0.0,,0.0,31,32,17.5,17.1,17.48
00-0001361,Drew Bledsoe,QB,DAL,2006,4,20,13,13.833,0,14.955,0,0,0,0.0,,0.0,41,38,13.2,11.25,13.16
00-0001361,Drew Bledsoe,QB,DAL,2006,5,38,18,-24.191,7,-9.069,5,0,0,0.0,,0.0,39,37,9.3,18.81,11.32
00-0001361,Drew Bledsoe,QB,DAL,2006,6,28,17,3.257,2,-0.56,0,0,0,0.0,,0.0,37,37,14.7,15.78,14.72
00-0001361,Drew Bledsoe,QB,DAL,2006,7,12,7,-4.491,4,8.388,1,0,0,0.0,,0.0,21,21,8.5,8.93,8.54
00-0001477,Marty Booker,WR,MIA,2006,3,0,0,0.0,0,,1,0,2,0.0,,0.0,37,30,7.4,2.72,7.4
00-0001477,Marty Booker,WR,MIA,2006,9,0,0,0.0,0,,1,0,3,0.0,,0.0,35,33,10.3,5.8,10.3
00-0001477,Marty Booker,WR,MIA,2006,15,0,0,0.0,0,,1,0,0,0.0,,0.0,28,30,0.2,0.73,0.2
00-0001823,Aaron Brooks,QB,LV,2006,1,14,6,-14.424,7,-15.924,3,0,0,0.0,,0.0,20,15,5.4,6.33,5.42
00-0001823,Aaron Brooks,QB,LV,2006,2,0,0,0.0,0,,2,0,0,0.0,,0.0,26,20,-4.0,0.0,-4.0
00-0001823,Aaron Brooks,QB,LV,2006,11,22,13,5.535,0,,5,0,0,0.0,,0.0,34,31,12.6,12.26,12.56
00-0001823,Aaron Brooks,QB,LV,2006,12,30,17,-4.24,5,-2.074,4,0,0,0.0,,0.0,26,24,10.4,13.69,10.38
00-0001823,Aaron Brooks,QB,LV,2006,13,42,25,-6.338,5,-1.566,3,0,0,0.0,,0.0,26,30,6.8,14.08,6.82
00-0001823,Aaron Brooks,QB,LV,2006,14,39,23,0.169,4,9.571,2,0,0,0.0,,0.0,16,18,11.1,12.29,11.06
00-0001823,Aaron Brooks,QB,LV,2006,15,19,11,-10.287,3,-6.421,2,0,0,0.0,,0.0,18,22,2.9,6.19,2.92
00-0001823,Aaron Brooks,QB,LV,2006,17,26,15,-10.179,2,-8.057,1,0,0,0.0,,0.0,22,24,1.4,6.9,3.44
00-0002068,Troy Brown,WR,NE,2006,13,0,0,0.0,0,,1,0,2,0.0,,0.0,24,26,6.4,5.73,6.4
00-0002099,Isaac Bruce,WR,LA,2006,17,1,0,-0.43,0,-36.703,0,0,4,0.0,,0.0,36,34,10.6,9.56,10.6
00-0002110,Mark Brunell,QB,WAS,2006,1,28,17,0.304,0,-1.883,2,0,0,0.0,,0.0,25,23,7.2,12.04,7.22
00-0002110,Mark Brunell,QB,WAS,2006,2,33,18,-11.107,6,-3.303,2,0,0,0.0,,0.0,20,23,7.4,9.71,7.38
