player_id,name,pos,team,season,games,gp14,att_pg,car_pg,tgt_pg,tgt_share,ay_share,wopr,att,cmp_pct,ypa,pass_td_rate,int_rate,sack_rate,epa_db,cpoe,pacr,pass_fd_rate,pass_expl_rate,car,ypc,rush_td_rate,epa_car,rush_fd_rate,rush_expl_rate,tgt,rec,catch_rate,ypt,ypr,adot,racr,yac_rec,epa_tgt,rec_td_rate,rec_fd_rate,rec_expl_rate,fum_lost,wk_act,wk_res,wk_ina,wk_hurt,wk_bench,fp_ppr,fp_exp,fp_act,fp_diff,fp_exp_pg,exp_share,pass_fp_exp,rush_fp_exp,rec_fp_exp,td_exp,td_act,td_diff
00-0020531,Drew Brees,QB,NO,2008,16,13,39.69,1.38,0.0,nan,0.0,nan,635,0.6504,7.98,0.0535,0.0268,0.0201,0.2502,2.734,1.013,0.3654,0.1039,22,-0.05,0.0,-0.4913,0.1818,0.0,0,0,,,,,,,,,,,0,17,0,,,,302.7,298.3,304.7,6.4,18.64,0.2228,292.8,5.5,0.0,32.09,34.0,1.91
00-0023459,Aaron Rodgers,QB,GB,2008,16,13,33.5,3.5,0.0,nan,0.0,nan,536,0.6362,7.53,0.0522,0.0243,0.0596,0.1404,4.643,0.834,0.3396,0.0896,56,3.7,0.0714,0.1234,0.375,0.0893,0,0,,,,,,,,,,,0,17,0,,,,290.2,281.5,294.2,12.7,17.59,0.2444,236.1,45.4,0.0,29.2,32.0,2.8
00-0022942,Philip Rivers,QB,LAC,2008,16,13,29.88,1.94,0.0,nan,0.0,nan,478,0.6527,8.38,0.0711,0.023,0.0497,0.2658,5.201,0.95,0.3996,0.1004,31,2.71,0.0,0.3268,0.3871,0.0645,0,0,,,,,,,,,,,0,17,0,,,,278.6,252.7,286.1,33.5,15.79,0.2347,239.6,13.0,0.0,28.82,34.0,5.18
00-0024226,Jay Cutler,QB,DEN,2008,16,13,38.5,3.56,0.0,nan,0.0,nan,616,0.6234,7.35,0.0406,0.0292,0.0175,0.2052,1.504,0.825,0.3604,0.0893,57,3.51,0.0351,-0.0334,0.2456,0.1053,0,0,,,,,,,,,,,2,17,0,,,,277.0,324.9,276.9,-48.1,20.31,0.2489,291.0,34.0,0.0,34.09,27.0,-7.09
00-0017200,Kurt Warner,QB,ARI,2008,16,13,37.44,1.12,0.0,nan,0.0,nan,599,0.6711,7.65,0.0501,0.0234,0.0416,0.1784,5.624,1.088,0.3673,0.0835,18,-0.11,0.0,-0.9662,0.0556,0.0556,0,0,,,,,,,,,,,1,17,0,,,,261.1,275.0,273.1,-2.0,17.19,0.2168,271.4,3.7,0.0,31.81,30.0,-1.81
00-0010346,Peyton Manning,QB,IND,2008,16,13,34.69,1.25,0.0,nan,0.0,nan,555,0.6685,7.21,0.0486,0.0216,0.0246,0.2559,4.879,0.832,0.3784,0.0721,20,1.05,0.05,-0.1392,0.2,0.1,0,0,,,,,,,,,,,0,17,0,,,,254.2,272.5,253.5,-19.0,17.03,0.2252,251.0,21.6,0.0,31.25,28.0,-3.25
00-0023662,Matt Cassel,QB,NE,2008,16,13,32.38,4.75,0.0,nan,0.0,nan,518,0.6332,7.13,0.0405,0.0212,0.0783,0.1395,1.394,0.951,0.3514,0.0714,76,3.57,0.0263,0.1474,0.3026,0.0921,0,0,,,,,,,,,,,1,17,0,,,,244.8,265.8,250.8,-15.0,16.61,0.2288,220.3,45.5,0.0,28.4,23.0,-5.4
00-0011022,Donovan McNabb,QB,PHI,2008,16,13,35.69,2.38,0.0,nan,0.0,nan,571,0.6042,6.85,0.0403,0.0193,0.0403,0.1007,-0.273,0.83,0.3433,0.0911,38,3.97,0.0526,-0.095,0.2895,0.1579,0,0,,,,,,,,,,,1,17,0,,,,243.7,310.5,251.6,-58.9,19.41,0.2402,269.6,40.9,0.0,36.8,25.0,-11.8
00-0019559,Chad Pennington,QB,MIA,2008,16,13,29.75,1.94,0.0,nan,0.0,nan,476,0.6744,7.67,0.0399,0.0147,0.0461,0.1804,5.046,0.941,0.3782,0.0798,31,1.87,0.0323,-0.2353,0.1935,0.0645,0,0,,,,,,,,,,,0,17,0,,,,217.9,197.2,220.0,22.9,12.32,0.1927,188.4,8.7,0.0,17.84,20.0,2.16
00-0025604,Tyler Thigpen,QB,KC,2008,14,11,30.0,4.43,0.0,nan,0.0,nan,420,0.5476,6.21,0.0429,0.0286,0.0583,-0.0408,-5.816,0.727,0.3024,0.0667,62,6.23,0.0484,0.178,0.3548,0.1774,0,1,,,37.0,,,1.0,,,,,2,17,0,,,,217.6,217.4,217.3,-0.1,15.53,0.2316,169.1,45.2,3.1,22.32,22.0,-0.32
