player_id,name,pos,team,season,games,gp14,att_pg,car_pg,tgt_pg,tgt_share,ay_share,wopr,att,cmp_pct,ypa,pass_td_rate,int_rate,sack_rate,epa_db,cpoe,pacr,pass_fd_rate,pass_expl_rate,car,ypc,rush_td_rate,epa_car,rush_fd_rate,rush_expl_rate,tgt,rec,catch_rate,ypt,ypr,adot,racr,yac_rec,epa_tgt,rec_td_rate,rec_fd_rate,rec_expl_rate,fum_lost,wk_act,wk_res,wk_ina,wk_hurt,wk_bench,fp_ppr,fp_exp,fp_act,fp_diff,fp_exp_pg,exp_share,pass_fp_exp,rush_fp_exp,rec_fp_exp,td_exp,td_act,td_diff
00-0017200,Kurt Warner,QB,LA,1999,15,12,30.33,1.47,0.0,0.0,nan,nan,455,0.6527,8.89,0.0835,0.0242,0.0541,0.3389,0.0,10.698,0.4,0.1253,22,4.23,0.0455,-0.1833,0.2273,0.1818,0,0,,,,,,,,,,,2,,,,,,301.1,,,,,,,,,,,
00-0001218,Steve Beuerlein,QB,CAR,1999,16,13,35.56,1.69,0.0,0.0,nan,nan,569,0.6028,7.8,0.0633,0.0264,0.0808,0.1344,0.0,11.259,0.3656,0.1072,27,4.59,0.0741,-0.5292,0.2593,0.1481,0,0,,,,,,,,,,,3,,,,,,297.8,,,,,,,,,,,
00-0005741,Rich Gannon,QB,LV,1999,16,13,32.19,2.88,0.06,0.0017,nan,nan,515,0.5903,7.46,0.0466,0.0272,0.0869,0.1269,0.0,13.017,0.3786,0.101,46,6.48,0.0435,0.2929,0.3043,0.1739,1,1,1.0,-3.0,-3.0,0.0,,0.0,-0.8607,0.0,0.0,0.0,0,,,,,,258.1,,,,,,,,,,,
00-0010346,Peyton Manning,QB,IND,1999,16,13,33.25,2.19,0.0,0.0,nan,nan,532,0.6222,7.77,0.0489,0.0282,0.0256,0.2122,0.0,14.113,0.3703,0.1053,35,2.09,0.0571,-0.1044,0.2286,0.0857,0,0,,,,,,,,,,,2,,,,,,254.7,,,,,,,,,,,
00-0008442,Brad Johnson,QB,WAS,1999,16,13,32.44,1.62,0.0,0.0,nan,nan,519,0.6089,7.72,0.0462,0.025,0.0529,0.1172,0.0,21.417,0.341,0.1195,26,1.19,0.0769,-0.2699,0.1154,0.0385,0,0,,,,,,,,,,,1,,,,,,235.3,,,,,,,,,,,
00-0005363,Doug Flutie,QB,BUF,1999,15,13,31.87,5.87,0.0,0.0,nan,nan,478,0.5523,6.63,0.0397,0.0335,0.0516,0.0228,0.0,3.232,0.3264,0.0837,88,5.41,0.0114,0.0582,0.3523,0.25,0,0,,,,,,,,,,,0,,,,,,216.4,,,,,,,,,,,
00-0005106,Brett Favre,QB,GB,1999,16,13,37.12,1.75,0.0,0.0,nan,nan,594,0.5741,6.89,0.037,0.0387,0.0556,0.0306,0.0,10.823,0.3266,0.0875,28,5.07,0.0,0.0336,0.3929,0.1786,0,0,,,,,,,,,,,1,,,,,,213.8,,,,,,,,,,,
00-0011024,Steve McNair,QB,TEN,1999,11,8,30.09,6.55,0.0,0.0,nan,nan,331,0.565,6.58,0.0363,0.0242,0.0461,0.0298,0.0,13.704,0.3051,0.0785,72,4.68,0.1111,0.2409,0.4722,0.2083,0,0,,,,,,,,,,,0,,,,,,200.9,,,,,,,,,,,
00-0001361,Drew Bledsoe,QB,NE,1999,16,13,33.56,2.62,0.0,0.0,nan,nan,537,0.568,7.42,0.0354,0.0391,0.0929,-0.0472,0.0,12.492,0.3426,0.0931,42,2.4,0.0,-0.0259,0.2619,0.0476,0,0,,,,,,,,,,,0,,,,,,197.5,,,,,,,,,,,
00-0002110,Mark Brunell,QB,JAX,1999,15,13,29.4,3.13,0.0,0.0,nan,nan,441,0.5873,6.94,0.0317,0.0204,0.0617,0.1283,0.0,20.265,0.3492,0.0884,47,4.43,0.0213,0.2947,0.383,0.1489,0,0,,,,,,,,,,,0,,,,,,191.2,,,,,,,,,,,
00-0009311,Jon Kitna,QB,SEA,1999,15,12,33.0,2.33,0.0,0.0,nan,nan,495,0.5455,6.76,0.0465,0.0323,0.0607,0.0094,0.0,11.578,0.3354,0.0909,35,1.6,0.0,-0.4747,0.0857,0.0571,0,0,,,,,,,,,,,1,,,,,,189.4,,,,,,,,,,,
00-0006300,Elvis Grbac,QB,KC,1999,16,13,31.19,1.19,0.0,0.0,nan,nan,499,0.5892,6.79,0.0441,0.0301,0.0495,0.0873,0.0,13.395,0.3267,0.0701,19,0.53,0.0,-0.6441,0.0,0.0,0,0,,,,,,,,,,,1,,,,,,188.6,,,,,,,,,,,
00-0001335,Jeff Blake,QB,CIN,1999,14,12,27.79,4.5,0.0,0.0,nan,nan,389,0.5527,6.86,0.0411,0.0308,0.0716,-0.039,0.0,16.38,0.3188,0.0694,63,5.27,0.0317,0.2199,0.381,0.2222,0,0,,,,,,,,,,,1,,,,,,186.0,,,,,,,,,,,
00-0005885,Jeff George,QB,MIN,1999,12,9,27.33,1.33,0.0,0.0,nan,nan,328,0.5823,8.59,0.0701,0.0366,0.0787,0.1372,0.0,4.838,0.3659,0.1341,16,2.56,0.0,-0.4427,0.125,0.0625,0,0,,,,,,,,,,,1,,,,,,174.7,,,,,,,,,,,
00-0000104,Troy Aikman,QB,DAL,1999,14,11,31.5,1.5,0.0,0.0,nan,nan,441,0.5964,6.72,0.0385,0.0272,0.0413,0.0788,0.0,16.022,0.2857,0.0816,21,0.48,0.0476,-0.4213,0.1429,0.0,0,0,,,,,,,,,,,0,,,,,,167.6,,,,,,,,,,,
00-0006423,Brian Griese,QB,DEN,1999,14,11,32.07,3.29,0.0,0.0,nan,nan,449,0.5813,6.75,0.0312,0.0312,0.0567,0.0127,0.0,16.042,0.3051,0.0824,46,3.0,0.0435,-0.3348,0.3478,0.1304,0,0,,,,,,,,,,,2,,,,,,165.1,,,,,,,,,,,
00-0005755,Jeff Garcia,QB,SF,1999,13,10,28.69,3.46,0.0,0.0,nan,nan,373,0.6032,6.82,0.0295,0.0295,0.0387,0.0678,0.0,11.408,0.3566,0.0751,45,5.13,0.0444,0.3228,0.2889,0.1333,0,0,,,,,,,,,,,0,,,,,,156.9,,,,,,,,,,,
00-0003535,Tim Couch,QB,CLE,1999,15,14,26.47,2.67,0.0,0.0,nan,nan,397,0.5617,6.16,0.0378,0.0327,0.1236,-0.1591,0.0,9.521,0.2695,0.0705,40,6.67,0.025,0.1428,0.4,0.25,0,0,,,,,,,,,,,1,,,,,,154.6,,,,,,,,,,,
00-0002876,Chris Chandler,QB,ATL,1999,12,10,25.5,1.33,0.0,0.0,nan,nan,306,0.5686,7.64,0.0523,0.0359,0.0947,-0.0165,0.0,12.852,0.3693,0.1176,16,3.56,0.0625,-0.4105,0.375,0.1875,0,0,,,,,,,,,,,0,,,,,,143.3,,,,,,,,,,,
00-0000865,Charlie Batch,QB,DET,1999,11,8,24.45,2.55,0.0,0.0,nan,nan,269,0.5613,7.28,0.0483,0.026,0.118,-0.06,0.0,9.688,0.3309,0.1041,28,3.11,0.0714,0.2681,0.2857,0.0714,0,0,,,,,,,,,,,0,,,,,,137.0,,,,,,,,,,,
00-0000722,Tony Banks,QB,BAL,1999,11,8,29.09,2.18,0.0,0.0,nan,nan,320,0.5281,6.67,0.0531,0.025,0.0935,-0.0881,0.0,38.836,0.2906,0.0875,24,3.88,0.0,-0.2093,0.3333,0.0417,0,0,,,,,,,,,,,1,,,,,,134.7,,,,,,,,,,,
00-0006808,Jim Harbaugh,QB,LAC,1999,14,11,31.0,2.43,0.0,0.0,nan,nan,434,0.5737,6.36,0.023,0.0323,0.0786,-0.0623,0.0,12.163,0.2995,0.0783,34,3.71,0.0,-0.4395,0.2647,0.1471,0,0,,,,,,,,,,,2,,,,,,131.0,,,,,,,,,,,
00-0010137,Ray Lucas,QB,NYJ,1999,9,6,30.0,4.56,0.0,0.0,nan,nan,270,0.5963,6.21,0.0519,0.0222,0.0391,0.0986,0.0,21.792,0.3037,0.0741,41,3.51,0.0244,-0.3407,0.1951,0.1707,0,0,,,,,,,,,,,2,,,,,,127.5,,,,,,,,,,,
00-0015700,Kordell Stewart,QB,PIT,1999,15,13,18.33,3.73,1.07,0.0285,nan,nan,275,0.5818,5.32,0.0218,0.0364,0.0741,-0.1975,0.0,5.101,0.2909,0.04,56,4.61,0.0357,-0.0539,0.2143,0.1607,16,9,0.5625,7.06,12.56,0.0,,0.0,0.3249,0.0625,0.375,0.125,1,,,,,,124.7,,,,,,,,,,,
00-0005589,Gus Frerotte,QB,DET,1999,9,7,32.0,1.67,0.0,0.0,nan,nan,288,0.6076,7.35,0.0312,0.0243,0.0886,0.0522,0.0,6.678,0.3125,0.0903,15,2.2,0.0,-0.3683,0.1333,0.0,0,0,,,,,,,,,,,0,,,,,,112.0,,,,,,,,,,,
00-0003292,Kerry Collins,QB,NYG,1999,10,7,33.1,1.9,0.0,0.0,nan,nan,331,0.574,7.0,0.0242,0.0332,0.0461,-0.0206,0.0,26.045,0.3505,0.0755,19,1.89,0.1053,-0.7261,0.3158,0.0526,0,0,,,,,,,,,,,3,,,,,,108.3,,,,,,,,,,,
00-0016534,Billy Joe Tolliver,QB,NO,1999,10,9,26.7,2.6,0.0,0.0,nan,nan,267,0.5206,7.18,0.0262,0.0599,0.0664,-0.0597,0.0,2.864,0.3109,0.1161,26,5.46,0.1154,0.1724,0.4615,0.1923,0,0,,,,,,,,,,,2,,,,,,106.8,,,,,,,,,,,
00-0006212,Kent Graham,QB,NYG,1999,9,9,30.11,3.89,0.11,0.0028,nan,nan,271,0.5904,6.26,0.0332,0.0332,0.0875,-0.0239,0.0,11.951,0.2989,0.0775,35,3.77,0.0286,-0.1208,0.3429,0.1429,1,1,1.0,-1.0,-1.0,0.0,,0.0,-1.1876,0.0,0.0,0.0,0,,,,,,106.0,,,,,,,,,,,
00-0010379,Dan Marino,QB,MIA,1999,11,8,33.55,0.55,0.0,0.0,nan,nan,369,0.5528,6.63,0.0325,0.0461,0.0238,-0.075,0.0,9.992,0.3252,0.1003,6,-1.0,0.0,-0.5285,0.0,0.0,0,0,,,,,,,,,,,0,,,,,,105.3,,,,,,,,,,,
00-0016538,Mike Tomczak,QB,PIT,1999,9,6,28.67,1.78,0.0,0.0,nan,nan,258,0.5388,6.3,0.0465,0.031,0.0549,-0.0132,0.0,13.542,0.3023,0.0775,16,1.19,0.0,-0.4064,0.1875,0.0625,0,0,,,,,,,,,,,1,,,,,,96.9,,,,,,,,,,,
00-0013042,Jake Plummer,QB,ARI,1999,12,9,31.75,3.25,0.0,0.0,nan,nan,381,0.5276,5.54,0.0236,0.063,0.0662,-0.161,0.0,4.979,0.2887,0.0551,39,3.1,0.0513,-0.2914,0.3077,0.1026,0,0,,,,,,,,,,,1,,,,,,94.5,,,,,,,,,,,
00-0004293,Trent Dilfer,QB,TB,1999,10,10,24.4,3.5,0.0,0.0,nan,nan,244,0.5984,6.64,0.0451,0.0451,0.0963,-0.1294,0.0,6.718,0.3197,0.0615,35,4.11,0.0,0.1728,0.3714,0.1143,0,0,,,,,,,,,,,1,,,,,,91.2,,,,,,,,,,,
00-0010560,Shane Matthews,QB,CHI,1999,8,7,34.38,1.75,0.0,0.0,nan,nan,275,0.6073,5.98,0.0364,0.0218,0.0451,-0.0497,0.0,51.406,0.3091,0.0655,14,2.21,0.0,-0.4202,0.1429,0.1429,0,0,,,,,,,,,,,0,,,,,,90.9,,,,,,,,,,,
00-0007835,Damon Huard,QB,MIA,1999,9,8,24.0,3.11,0.11,0.0036,nan,nan,216,0.5787,5.96,0.037,0.0185,0.1148,-0.0758,0.0,20.774,0.3148,0.0556,28,4.43,0.0,0.1806,0.3214,0.1429,1,1,1.0,0.0,0.0,0.0,,0.0,-0.579,0.0,0.0,0.0,1,,,,,,84.9,,,,,,,,,,,
00-0011044,Cade McNown,QB,CHI,1999,15,12,15.67,2.13,0.0,0.0,nan,nan,235,0.5404,6.23,0.034,0.0426,0.0711,-0.0804,0.0,2.081,0.2766,0.0766,32,5.0,0.0,-0.044,0.3438,0.2188,0,0,,,,,,,,,,,1,,,,,,82.6,,,,,,,,,,,
00-0012261,Neil O'Donnell,QB,TEN,1999,8,6,24.38,2.38,0.0,0.0,nan,nan,195,0.5949,7.09,0.0513,0.0256,0.0441,0.0782,0.0,10.797,0.3333,0.1128,19,0.05,0.0,-0.3506,0.0,0.0,0,0,,,,,,,,,,,0,,,,,,81.4,,,,,,,,,,,
00-0011022,Donovan McNabb,QB,PHI,1999,11,10,19.64,4.27,0.09,0.0029,nan,nan,216,0.4907,4.39,0.037,0.0324,0.1148,-0.3289,0.0,10.652,0.2546,0.0324,47,6.66,0.0,0.1345,0.3404,0.2553,1,1,1.0,-6.0,-6.0,0.0,,0.0,-1.0454,0.0,0.0,0.0,2,,,,,,79.6,,,,,,,,,,,
00-0003761,Randall Cunningham,QB,MIN,1999,6,6,33.17,1.67,0.0,0.0,nan,nan,199,0.6231,7.41,0.0402,0.0452,0.0701,0.0087,0.0,6.498,0.3568,0.1307,10,5.8,0.0,0.0165,0.5,0.3,0,0,,,,,,,,,,,1,,,,,,74.8,,,,,,,,,,,
00-0011276,Jim Miller,QB,CHI,1999,5,5,34.8,0.6,0.0,0.0,nan,nan,174,0.6322,7.14,0.0402,0.0345,0.0387,0.1235,0.0,3.113,0.3046,0.0977,3,3.0,0.0,-0.7042,0.3333,0.0,0,0,,,,,,,,,,,0,,,,,,64.6,,,,,,,,,,,
00-0002787,Stoney Case,QB,BAL,1999,10,8,16.9,3.6,0.0,0.0,nan,nan,169,0.4556,5.85,0.0178,0.0473,0.0914,-0.2637,0.0,8.165,0.2485,0.0888,36,3.92,0.0833,-0.072,0.3056,0.1667,0,0,,,,,,,,,,,1,,,,,,63.6,,,,,,,,,,,
00-0007530,Billy Joe Hobert,QB,NO,1999,9,8,17.67,1.33,0.0,0.0,nan,nan,159,0.5346,6.1,0.0377,0.0377,0.0647,-0.0168,0.0,9.51,0.2704,0.0566,12,3.92,0.0833,0.0952,0.4167,0.0833,0,0,,,,,,,,,,,1,,,,,,59.5,,,,,,,,,,,
00-0011378,Rick Mirer,QB,NYJ,1999,7,7,25.14,3.0,0.0,0.0,nan,nan,176,0.5398,6.03,0.0284,0.0511,0.1111,-0.1159,0.0,4.5,0.267,0.0852,21,4.24,0.0476,-0.2704,0.1905,0.1429,0,0,,,,,,,,,,,0,,,,,,57.4,,,,,,,,,,,
00-0009266,Shaun King,QB,TB,1999,6,3,24.33,3.0,0.0,0.0,nan,nan,146,0.6096,5.99,0.0479,0.0274,0.0701,-0.093,0.0,8.495,0.2808,0.0685,18,2.11,0.0,-0.5693,0.2778,0.0,0,0,,,,,,,,,,,0,,,,,,52.8,,,,,,,,,,,
00-0012726,Doug Pederson,QB,PHI,1999,10,10,22.7,2.0,0.0,0.0,nan,nan,227,0.5242,5.62,0.0308,0.0396,0.081,-0.2178,0.0,3.505,0.2687,0.0617,20,1.65,0.0,-0.6286,0.15,0.1,0,0,,,,,,,,,,,1,,,,,,52.3,,,,,,,,,,,
00-0015082,Akili Smith,QB,CIN,1999,7,7,21.71,2.71,0.14,0.0041,nan,nan,152,0.5263,5.3,0.0132,0.0395,0.1111,-0.2422,0.0,12.015,0.2303,0.0329,19,6.0,0.0526,0.1184,0.3158,0.1579,1,1,1.0,6.0,6.0,0.0,,0.0,1.2467,0.0,1.0,0.0,0,,,,,,47.2,,,,,,,,,,,
00-0004230,Ty Detmer,QB,CLE,1999,5,3,18.2,1.2,0.0,0.0,nan,nan,91,0.5165,6.02,0.044,0.022,0.0421,-0.0316,0.0,34.25,0.2967,0.0989,6,6.33,0.1667,0.5493,0.6667,0.3333,0,0,,,,,,,,,,,0,,,,,,43.7,,,,,,,,,,,
00-0004161,Jake Delhomme,QB,NO,1999,2,0,38.0,5.5,0.0,0.0,0.0,0.0,76,0.5526,6.86,0.0395,0.0658,0.0732,-0.202,0.0,8.983,0.3158,0.0658,11,6.55,0.1818,0.9827,0.5455,0.2727,0,0,,,,,,,,,,,0,,,,,,40.0,,,,,,,,,,,
00-0001907,Dave Brown,QB,ARI,1999,8,8,21.12,1.62,0.0,0.0,nan,nan,169,0.497,5.59,0.0118,0.0355,0.0963,-0.2168,0.0,9.833,0.2308,0.0828,13,3.77,0.0,0.3329,0.3846,0.0769,0,0,,,,,,,,,,,0,,,,,,36.7,,,,,,,,,,,
