player_id,name,pos,team,season,games,gp14,att_pg,car_pg,tgt_pg,tgt_share,ay_share,wopr,att,cmp_pct,ypa,pass_td_rate,int_rate,sack_rate,epa_db,cpoe,pacr,pass_fd_rate,pass_expl_rate,car,ypc,rush_td_rate,epa_car,rush_fd_rate,rush_expl_rate,tgt,rec,catch_rate,ypt,ypr,adot,racr,yac_rec,epa_tgt,rec_td_rate,rec_fd_rate,rec_expl_rate,fum_lost,wk_act,wk_res,wk_ina,wk_hurt,wk_bench,fp_ppr,fp_exp,fp_act,fp_diff,fp_exp_pg,exp_share,pass_fp_exp,rush_fp_exp,rec_fp_exp,td_exp,td_act,td_diff
00-0005755,Jeff Garcia,QB,SF,2000,16,13,35.06,4.5,0.0,0.0,nan,nan,561,0.6328,7.63,0.0553,0.0178,0.041,0.2317,0.0,22.877,0.3654,0.1052,72,5.75,0.0556,0.1373,0.3333,0.25,0,0,,,,,,,,,,,0,,,,,,340.5,,,,,,,,,,,
00-0003739,Daunte Culpepper,QB,MIN,2000,16,13,29.62,5.56,0.0,0.0,nan,nan,474,0.6266,8.31,0.0696,0.0338,0.0669,0.2107,0.0,14.474,0.4008,0.1181,89,5.28,0.0787,0.2082,0.4045,0.1798,0,0,,,,,,,,,,,2,,,,,,338.5,,,,,,,,,,,
00-0005741,Rich Gannon,QB,LV,2000,16,13,29.56,5.56,0.0,0.0,nan,nan,473,0.6004,7.25,0.0592,0.0233,0.0559,0.1931,0.0,28.115,0.3742,0.0888,89,5.94,0.0449,0.2361,0.382,0.2472,0,0,,,,,,,,,,,2,,,,,,296.1,,,,,,,,,,,
00-0010346,Peyton Manning,QB,IND,2000,16,13,35.69,2.31,0.0,0.0,nan,nan,571,0.6252,7.73,0.0578,0.0263,0.0338,0.2386,0.0,16.405,0.373,0.0893,37,3.14,0.027,-0.0716,0.2703,0.0811,0,0,,,,,,,,,,,1,,,,,,294.1,,,,,,,,,,,
00-0011022,Donovan McNabb,QB,PHI,2000,16,14,35.56,5.38,0.25,0.0072,nan,nan,569,0.58,5.91,0.0369,0.0228,0.0733,0.0109,0.0,12.746,0.3181,0.0791,86,7.43,0.0698,0.4652,0.3605,0.2674,4,2,0.5,1.25,2.5,0.0,,0.0,-0.567,0.0,0.0,0.0,2,,,,,,289.0,,,,,,,,,,,
00-0006300,Elvis Grbac,QB,KC,2000,14,11,36.71,2.0,0.0,0.0,nan,nan,514,0.5953,7.65,0.0447,0.0253,0.0499,0.0976,0.0,23.141,0.358,0.0992,28,4.0,0.0357,-0.0844,0.2143,0.1429,0,0,,,,,,,,,,,1,,,,,,234.6,,,,,,,,,,,
00-0002110,Mark Brunell,QB,JAX,2000,16,13,32.0,3.0,0.0,0.0,nan,nan,512,0.6074,7.11,0.0391,0.0273,0.0954,0.0665,0.0,16.471,0.3457,0.0762,48,4.92,0.0417,-0.1714,0.25,0.1458,0,0,,,,,,,,,,,1,,,,,,229.2,,,,,,,,,,,
00-0009266,Shaun King,QB,TB,2000,16,13,26.75,4.56,0.0,0.0,nan,nan,428,0.5444,6.47,0.0421,0.0304,0.0796,-0.0033,0.0,10.41,0.3318,0.0864,73,4.84,0.0685,0.252,0.3425,0.1781,0,0,,,,,,,,,,,0,,,,,,222.1,,,,,,,,,,,
00-0003292,Kerry Collins,QB,NYG,2000,16,13,33.06,2.56,0.0,0.0,nan,nan,529,0.5879,6.82,0.0416,0.0246,0.0503,0.1521,0.0,17.696,0.3686,0.087,41,1.59,0.0244,-0.24,0.122,0.0732,0,0,,,,,,,,,,,1,,,,,,214.9,,,,,,,,,,,
00-0005106,Brett Favre,QB,GB,2000,16,13,36.25,1.69,0.0,0.0,nan,nan,580,0.5828,6.57,0.0345,0.0276,0.0538,0.0408,0.0,12.749,0.3328,0.0707,27,4.0,0.0,-0.1431,0.2593,0.2593,0,0,,,,,,,,,,,0,,,,,,205.3,,,,,,,,,,,
