player_id,name,pos,gp,pts,ppg,pts_above_avg,pts_above_repl,WAA,WAR,pts_above_waiver,VoWP
00-0022084,Anquan Boldin,WR,11,251.1,22.83,72.8,155.0,0.831,1.734,,
00-0026184,Matthew Forte,RB,13,259.6,19.97,35.8,146.0,0.416,1.701,,
00-0022921,Larry Fitzgerald,WR,13,251.1,19.32,40.3,138.4,0.485,1.63,,
00-0006101,Anthony Gonzalez,TE,13,246.9,18.99,48.4,136.6,0.544,1.551,,
00-0021216,Brian Westbrook,RB,11,235.3,21.39,45.7,138.2,0.524,1.512,,
00-0022044,Andre Johnson,WR,13,242.1,18.62,31.9,129.7,0.387,1.509,,
00-0019641,Thomas Jones,RB,13,242.7,18.67,20.2,128.9,0.237,1.487,,
00-0023462,Sharod White,WR,13,237.3,18.25,26.5,124.6,0.315,1.445,,
00-0023459,Aaron Rodgers,QB,13,230.9,17.76,24.6,118.8,0.303,1.4,,
00-0020531,Drew Brees,QB,13,233.1,17.93,25.0,120.4,0.289,1.394,,
00-0024242,DeAngelo Williams,RB,13,237.2,18.25,13.3,123.6,0.14,1.382,,
00-0026164,Christopher Johnson,RB,13,226.1,17.39,2.9,112.3,0.067,1.326,,
00-0024275,Maurice Jones-Drew,RB,13,225.9,17.38,3.3,112.8,0.023,1.294,,
00-0017200,Kurtis Warner,QB,13,221.6,17.04,12.4,109.7,0.152,1.294,,
00-0023544,Marion Barber,RB,12,216.6,18.05,9.8,112.0,0.105,1.288,,
00-0024226,Jay Cutler,QB,13,221.8,17.06,15.5,109.7,0.188,1.281,,
00-0024267,Gregory Jennings,WR,13,222.1,17.08,11.7,109.7,0.137,1.279,,
00-0024334,Brandon Marshall,WR,12,216.9,18.07,22.0,113.6,0.233,1.274,,
00-0023500,Franklin Gore,RB,13,218.5,16.81,-5.4,104.9,-0.051,1.239,,
00-0026229,Steven Slaton,RB,13,219.4,16.88,-5.5,105.1,-0.048,1.234,,
00-0020536,LaDainian Tomlinson,RB,13,216.1,16.62,-7.8,102.5,-0.097,1.2,,
00-0020337,Stevonne Smith,WR,11,197.1,17.92,18.0,102.4,0.22,1.192,,
00-0025389,Calvin Johnson,WR,13,214.4,16.49,4.0,101.1,0.056,1.189,,
00-0025394,Adrian Peterson,RB,13,215.2,16.55,-8.6,101.6,-0.097,1.182,,
00-0024217,Reginald Bush,RB,9,178.8,19.87,24.3,101.2,0.281,1.16,,
00-0022942,Philip Rivers,QB,13,212.0,16.3,3.9,99.2,0.05,1.156,,
00-0021179,Clinton Portis,RB,13,210.1,16.16,-13.2,96.5,-0.15,1.136,,
00-0022821,Michael Turner,RB,13,214.0,16.46,-8.6,100.9,-0.137,1.12,,
00-0022427,Wesley Welker,WR,13,205.8,15.83,-4.6,92.5,-0.068,1.083,,
00-0025399,Marshawn Lynch,RB,13,206.3,15.87,-16.9,92.5,-0.212,1.063,,
00-0022127,Christopher Witten,TE,12,191.1,15.92,15.2,90.4,0.198,1.061,,
00-0010346,Peyton Manning,QB,13,201.7,15.52,-5.3,88.4,-0.058,1.038,,
00-0020438,Touraj Houshmandzadeh,WR,13,202.4,15.57,-9.1,90.3,-0.124,1.035,,
00-0021191,Antonio Bryant,WR,12,191.8,15.98,-2.8,88.1,-0.043,1.0,,
00-0011022,Donovan McNabb,QB,13,194.7,14.97,-14.5,82.8,-0.138,0.99,,
00-0012478,Terrell Owens,WR,13,194.4,14.95,-17.1,82.3,-0.222,0.944,,
00-0021678,Antonio Romo,QB,10,165.9,16.59,5.3,79.1,0.068,0.929,,
00-0026182,William Royal,WR,12,182.7,15.23,-11.5,78.5,-0.126,0.921,,
00-0020494,Santana Moss,WR,12,185.3,15.44,-9.9,81.6,-0.131,0.918,,
