player_id,name,pos,gp,pts,ppg,pts_above_avg,pts_above_repl,WAA,WAR,pts_above_waiver,VoWP
00-0005092,Marshall Faulk,RB,11,319.8,29.07,126.2,239.6,1.409,2.54,,
00-0008241,Edgerrin James,RB,13,310.1,23.85,85.1,214.1,0.988,2.418,,
00-0005755,Jeff Garcia,QB,13,271.5,20.89,53.4,175.1,0.691,2.069,,
00-0005779,Charles Garner,RB,13,270.7,20.82,47.7,175.6,0.591,2.058,,
00-0015290,Roderick Smith,WR,13,276.3,21.25,70.3,178.6,0.781,2.001,,
00-0007024,Marvin Harrison,WR,13,271.0,20.85,64.0,172.8,0.767,1.982,,
00-0003739,Daunte Culpepper,QB,13,260.5,20.04,41.7,162.9,0.517,1.909,,
00-0015286,Robert Smith,RB,13,258.0,19.85,31.9,161.7,0.373,1.873,,
00-0010442,Curtis Martin,RB,13,256.6,19.74,31.8,161.9,0.397,1.858,,
00-0002099,Isaac Bruce,WR,13,258.8,19.91,53.1,160.3,0.631,1.838,,
00-0011754,Randy Moss,WR,13,258.1,19.85,51.7,160.1,0.575,1.796,,
00-0017915,Errick Williams,RB,10,231.3,23.13,62.3,158.4,0.721,1.796,,
00-0005883,Edward George,RB,13,248.8,19.14,23.8,152.8,0.294,1.748,,
00-0012478,Terrell Owens,WR,11,232.0,21.09,60.9,149.8,0.738,1.722,,
00-0006101,Anthony Gonzalez,TE,12,240.2,20.02,71.8,153.7,0.812,1.692,,
00-0010346,Peyton Manning,QB,13,240.6,18.51,20.3,143.1,0.238,1.666,,
00-0005741,Richard Gannon,QB,13,239.4,18.42,24.4,143.1,0.258,1.639,,
00-0011022,Donovan McNabb,QB,14,244.0,17.43,10.2,140.2,0.098,1.633,,
00-0017322,Richard Watters,RB,13,235.0,18.08,12.3,139.9,0.149,1.622,,
00-0000145,Derrick Alexander,WR,12,233.8,19.48,41.8,141.8,0.473,1.606,,
00-0016098,Frederick Taylor,RB,10,219.4,21.94,45.2,148.3,0.469,1.594,,
00-0004052,Stephen Davis,RB,12,220.4,18.37,13.2,133.0,0.183,1.57,,
00-0000745,Atiim Barber,RB,13,221.8,17.06,-0.3,126.3,0.026,1.526,,
00-0002058,Timothy Brown,WR,13,225.9,17.38,22.9,129.2,0.295,1.516,,
00-0011770,Eric Moulds,WR,12,223.5,18.62,32.1,131.7,0.378,1.51,,
00-0019594,Michael Anderson,RB,11,219.2,19.93,28.3,138.5,0.301,1.505,,
00-0010650,Edward McCaffrey,WR,13,229.0,17.62,23.0,131.3,0.276,1.504,,
00-0006305,Ahman Green,RB,13,222.5,17.12,0.4,127.0,-0.003,1.487,,
00-0007744,Joseph Horn,WR,13,225.6,17.35,22.6,128.9,0.234,1.466,,
00-0013013,Michael Pittman,RB,13,217.8,16.75,-7.2,121.8,-0.086,1.428,,
00-0002721,Christopher Carter,WR,13,223.0,17.15,16.6,125.0,0.167,1.416,,
00-0006423,Brian Griese,QB,9,185.2,20.57,31.4,115.8,0.375,1.351,,
00-0015242,Lamar Smith,RB,11,193.8,17.62,6.2,112.5,0.092,1.313,,
00-0015698,James Stewart,RB,13,203.3,15.64,-17.6,108.6,-0.222,1.276,,
00-0015218,Jimmy Smith,WR,12,210.8,17.57,21.9,122.2,0.164,1.273,,
00-0006300,Elvis Grbac,QB,11,194.1,17.64,6.0,109.9,0.066,1.27,,
00-0007681,Torry Holt,WR,13,203.4,15.65,-2.3,104.9,-0.005,1.245,,
00-0001532,David Boston,WR,13,205.3,15.79,-1.7,107.1,-0.058,1.183,,
00-0004304,Corey Dillon,RB,13,196.7,15.13,-26.5,101.8,-0.326,1.161,,
00-0010668,Keenan McCardell,WR,13,189.0,14.54,-14.6,93.4,-0.149,1.116,,
00-0014722,Shannon Sharpe,TE,13,187.5,14.42,10.0,96.7,0.088,1.114,,
00-0008749,Freddie Jones,TE,12,178.8,14.9,10.5,92.9,0.168,1.107,,
00-0011795,Muhsin Muhammad,WR,13,193.9,14.92,-12.5,95.9,-0.167,1.089,,
00-0017200,Kurtis Warner,QB,8,147.9,18.48,12.7,87.9,0.189,1.03,,
00-0009266,Shaun King,QB,13,178.0,13.69,-38.4,82.1,-0.431,0.997,,
00-0002110,Mark Brunell,QB,13,177.4,13.65,-39.1,82.7,-0.445,0.993,,
00-0006355,Trent Green,QB,7,139.9,19.99,20.9,87.0,0.252,0.992,,
00-0001215,Jerome Bettis,RB,13,174.2,13.4,-51.2,80.0,-0.591,0.977,,
00-0004640,Warrick Dunn,RB,13,175.0,13.46,-45.9,80.3,-0.545,0.944,,
00-0019693,Jamal Lewis,RB,13,173.7,13.36,-48.5,77.9,-0.558,0.932,,
00-0000316,Jamal Anderson,RB,14,178.9,12.78,-62.3,76.3,-0.728,0.914,,
00-0006043,Terry Glenn,WR,13,172.4,13.26,-33.6,74.7,-0.373,0.914,,
00-0017486,Tyrone Wheatley,RB,11,158.2,14.38,-32.3,78.7,-0.412,0.913,,
00-0002962,Wayne Chrebet,WR,13,175.8,13.52,-27.2,79.1,-0.348,0.913,,
00-0013888,Marcus Robinson,WR,11,157.7,14.34,-17.8,73.4,-0.183,0.879,,
00-0018343,Frank Wycheck,TE,13,166.8,12.83,-14.4,74.6,-0.18,0.877,,
00-0005562,Antonio Freeman,WR,13,171.0,13.15,-33.0,74.0,-0.439,0.833,,
00-0002068,Troy Brown,WR,13,170.4,13.11,-35.6,72.7,-0.438,0.826,,
00-0001224,Tshimanga Biakabutuka,RB,10,143.8,14.38,-26.4,69.3,-0.319,0.813,,
00-0010500,Derrick Mason,WR,11,148.5,13.5,-25.8,67.1,-0.301,0.802,,
00-0008612,Rob Johnson,QB,9,136.5,15.17,-15.6,68.1,-0.173,0.796,,
00-0005106,Brett Favre,QB,13,165.2,12.71,-50.6,68.8,-0.642,0.788,,
00-0003292,Kerry Collins,QB,13,162.3,12.49,-53.4,65.9,-0.649,0.777,,
00-0007468,Isaac Hilliard,WR,11,146.8,13.35,-26.8,64.4,-0.32,0.764,,
00-0001218,Stephen Beuerlein,QB,13,162.4,12.49,-56.4,64.8,-0.673,0.754,,
00-0016550,Amani Toomer,WR,13,163.0,12.54,-41.0,66.0,-0.518,0.744,,
00-0001661,Kyle Brady,TE,13,150.9,11.61,-25.7,61.6,-0.307,0.714,,
00-0013639,Jerry Rice,WR,13,155.4,11.95,-50.5,58.1,-0.586,0.708,,
00-0009842,Chad Lewis,TE,14,157.4,11.24,-34.5,59.4,-0.432,0.691,,
00-0016193,Vincent Testaverde,QB,13,154.5,11.89,-60.5,58.2,-0.741,0.667,,
00-0007144,Donald Hayes,WR,12,145.4,12.12,-46.2,54.8,-0.541,0.656,,
00-0011044,Cade McNown,QB,8,114.5,14.31,-20.5,55.7,-0.224,0.656,,
00-0001335,Jeffery Blake,QB,11,136.3,12.39,-46.4,54.4,-0.543,0.654,,
