player_id,name,pos,gp,pts,ppg,pts_above_avg,pts_above_repl,WAA,WAR,pts_above_waiver,VoWP
00-0026164,Christopher Johnson,RB,13,321.7,24.75,99.1,202.7,1.046,2.085,,
00-0026195,Raymell Rice,RB,13,281.3,21.64,58.7,162.3,0.673,1.809,,
00-0023459,Aaron Rodgers,QB,13,266.3,20.48,41.4,151.7,0.497,1.739,,
00-0024275,Maurice Jones-Drew,RB,13,269.9,20.76,47.3,150.9,0.54,1.676,,
00-0020531,Drew Brees,QB,13,264.8,20.37,39.9,150.3,0.435,1.666,,
00-0022427,Wesley Welker,WR,11,247.9,22.54,66.5,148.9,0.741,1.642,,
00-0025394,Adrian Peterson,RB,13,261.5,20.12,40.3,143.6,0.467,1.627,,
00-0022165,Dallas Clark,TE,13,261.3,20.1,49.3,142.2,0.58,1.607,,
00-0022044,Andre Johnson,WR,13,255.0,19.62,43.1,137.6,0.444,1.479,,
00-0020498,Reginald Wayne,WR,13,246.8,18.98,34.5,128.9,0.423,1.468,,
00-0010346,Peyton Manning,QB,13,241.2,18.55,17.4,126.4,0.211,1.459,,
00-0024221,Vernon Davis,TE,13,246.5,18.96,34.5,127.4,0.396,1.425,,
00-0022921,Larry Fitzgerald,WR,13,244.1,18.78,30.7,126.3,0.334,1.4,,
00-0021547,Antonio Gates,TE,13,239.3,18.41,24.9,119.7,0.273,1.334,,
00-0024334,Brandon Marshall,WR,13,244.4,18.8,30.2,125.8,0.298,1.323,,
00-0005106,Brett Favre,QB,13,228.9,17.61,4.2,115.2,0.054,1.319,,
00-0019596,Thomas Brady,QB,13,229.5,17.65,2.9,114.6,0.033,1.282,,
00-0022787,Matthew Schaub,QB,13,228.2,17.55,2.1,113.8,0.009,1.278,,
00-0024245,Joseph Addai,RB,13,228.0,17.54,6.6,109.0,0.081,1.256,,
00-0021678,Antonio Romo,QB,13,222.8,17.14,-1.1,107.9,0.007,1.247,,
00-0022942,Philip Rivers,QB,13,219.4,16.88,-5.5,104.9,-0.057,1.214,,
00-0026189,DeSean Jackson,WR,12,214.2,17.85,18.6,106.5,0.229,1.206,,
00-0023500,Franklin Gore,RB,11,211.6,19.24,22.2,109.3,0.24,1.204,,
00-0011754,Randy Moss,WR,13,229.4,17.65,14.2,110.4,0.141,1.183,,
00-0022736,Steven Jackson,RB,13,221.2,17.02,-0.0,103.3,0.005,1.18,,
00-0006101,Anthony Gonzalez,TE,13,221.3,17.02,8.2,102.6,0.088,1.166,,
00-0025438,Steven Smith,WR,13,220.3,16.95,8.4,102.9,0.09,1.162,,
00-0023921,Miles Austin,WR,13,218.0,16.77,5.7,100.1,0.059,1.075,,
00-0022924,Benjamin Roethlisberger,QB,12,198.6,16.55,-9.3,93.7,-0.12,1.059,,
00-0024242,DeAngelo Williams,RB,12,201.3,16.77,-5.8,92.5,-0.066,1.054,,
00-0017915,Errick Williams,RB,13,209.0,16.08,-12.4,90.0,-0.15,1.025,,
00-0025431,Sidney Rice,WR,13,205.5,15.81,-7.5,86.9,-0.077,0.995,,
00-0023462,Sharod White,WR,13,205.7,15.82,-7.7,87.9,-0.095,0.973,,
00-0011022,Donovan McNabb,QB,11,181.1,16.46,-8.3,83.6,-0.092,0.967,,
00-0023496,Vincent Jackson,WR,13,199.7,15.36,-11.5,81.7,-0.099,0.957,,
00-0025549,Brent Celek,TE,13,201.6,15.51,-11.5,82.9,-0.125,0.953,,
00-0017162,Hines Ward,WR,13,203.3,15.64,-11.9,84.3,-0.158,0.922,,
00-0024466,Marques Colston,WR,13,199.4,15.34,-11.8,81.4,-0.134,0.921,,
00-0022127,Christopher Witten,TE,13,200.8,15.45,-11.2,81.7,-0.156,0.912,,
00-0019641,Thomas Jones,RB,13,196.5,15.12,-24.7,78.6,-0.275,0.91,,
00-0022803,Elisha Manning,QB,13,193.5,14.89,-32.5,79.2,-0.384,0.902,,
