player_id,name,pos,gp,pts,ppg,pts_above_avg,pts_above_repl,WAA,WAR,pts_above_waiver,VoWP
00-0007661,Priest Holmes,RB,13,420.4,32.34,175.4,307.1,1.878,3.132,,
00-0020536,LaDainian Tomlinson,RB,13,324.7,24.98,81.3,212.4,0.875,2.215,,
00-0007024,Marvin Harrison,WR,13,308.2,23.71,90.6,194.4,1.02,2.137,,
00-0012478,Terrell Owens,WR,13,300.4,23.11,82.8,186.6,0.933,2.031,,
00-0017162,Hines Ward,WR,13,298.6,22.97,81.7,184.6,0.912,2.018,,
00-0017915,Errick Williams,RB,13,297.1,22.85,53.7,184.8,0.592,2.014,,
00-0005779,Charles Garner,RB,13,286.7,22.05,41.0,174.3,0.441,1.917,,
00-0020527,Dulymus McAllister,RB,12,274.1,22.84,49.9,170.1,0.563,1.856,,
00-0005092,Marshall Faulk,RB,11,255.1,23.19,49.4,161.9,0.531,1.679,,
00-0005741,Richard Gannon,QB,13,264.7,20.36,41.8,151.7,0.449,1.664,,
00-0019647,Shaun Alexander,RB,13,264.7,20.36,23.4,153.8,0.207,1.609,,
00-0011022,Donovan McNabb,QB,10,222.6,22.26,50.0,137.4,0.564,1.521,,
00-0000745,Atiim Barber,RB,13,248.1,19.08,5.6,133.7,0.078,1.502,,
00-0011770,Eric Moulds,WR,13,246.1,18.93,31.2,132.3,0.36,1.495,,
00-0020471,Travis Henry,RB,13,246.6,18.97,2.8,135.0,0.01,1.474,,
00-0006305,Ahman Green,RB,11,223.8,20.35,13.8,129.0,0.189,1.441,,
00-0013232,Peerless Price,WR,13,243.9,18.76,29.0,130.1,0.311,1.427,,
00-0013639,Jerry Rice,WR,13,239.5,18.42,22.6,125.5,0.258,1.401,,
00-0020245,Michael Vick,QB,12,224.1,18.67,16.3,120.2,0.19,1.328,,
00-0007744,Joseph Horn,WR,13,228.7,17.59,11.2,114.5,0.143,1.303,,
00-0016098,Frederick Taylor,RB,13,230.7,17.75,-15.0,118.3,-0.177,1.284,,
00-0001361,Drew Bledsoe,QB,13,225.4,17.34,2.7,113.5,0.027,1.273,,
00-0005755,Jeff Garcia,QB,13,224.6,17.28,-0.0,112.6,0.022,1.272,,
00-0001477,Marty Booker,WR,13,229.0,17.61,11.2,115.1,0.097,1.259,,
00-0001823,Aaron Brooks,QB,13,219.5,16.88,-6.0,105.8,-0.043,1.204,,
00-0021179,Clinton Portis,RB,13,219.4,16.88,-25.6,106.1,-0.272,1.194,,
